bucket,brand_existing,model_existing,first_year_existing,source_existing,brand_catalog,model_catalog,model_id_catalog,first_year_catalog,year_basis,confidence,sources_catalog,note,reviewer_decision
CATALOG_ONLY,,,,,Burton,Republik,burton--republik,2003,earliest_sourced,likely,https://boardvault.net/snowboards/year/2003 | https://boardvault.net/snowboards/2003/republik-2003,,
CATALOG_ONLY,,,,,Burton,Retro Twin,burton--retro-twin,2006,earliest_sourced,likely,https://boardvault.net/snowboards/year/2006 | https://boardvault.net/snowboards/2006/retro-twin-2006,,
CATALOG_ONLY,,,,,Burton,Rewind,burton--rewind,2018,introduced,verified,https://www.snowboard-review.com/snowboard_reviews/c/burton/2018/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2021/ | https://snowboardingprofiles.com/2023-burton-snowboards-overview | https://blauerboardshop.com/blogs/snowboarding/2025-burton-snowboards-overview | https://www.burton.com/en-us/collections/snowboards,,
CATALOG_ONLY,,,,,Burton,Riglet,burton--riglet,2014,introduced,verified,https://www.snowboard-review.com/snowboard_reviews/c/burton/2014/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2021/ | https://steepdb.com/b/burton/,,
CATALOG_ONLY,,,,,Burton,Ripcord,burton--ripcord,2014,introduced,verified,https://www.snowboard-review.com/snowboard_reviews/c/burton/2014/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2021/ | https://snowboardingprofiles.com/2023-burton-snowboards-overview | https://blauerboardshop.com/blogs/snowboarding/2025-burton-snowboards-overview,,
CATALOG_ONLY,,,,,Burton,Rippey,burton--rippey,1996,earliest_sourced,likely,https://boardvault.net/snowboards/year/1996 | https://boardvault.net/snowboards/year/2000 | https://boardvault.net/snowboards/year/2002 | https://boardvault.net/snowboards/1996/rippey-1996,,
CATALOG_ONLY,,,,,Burton,Road Soda,burton--road-soda,2011,earliest_sourced,verified,https://boardvault.net/snowboards/year/2011 | https://boardvault.net/snowboards/2011/meateaters-road-soda-2011 | https://www.snowdb.com/catalog/burton | https://www.snowboard-review.com/snowboard_reviews/c/burton/2011/,,
CATALOG_ONLY,,,,,Burton,Role Model,burton--role-model,2019,introduced,verified,https://www.snowboard-review.com/snowboard_reviews/c/burton/2019/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2020/,,
CATALOG_ONLY,,,,,Burton,Root,burton--root,2013,earliest_sourced,likely,https://boardvault.net/snowboards/year/2013 | https://boardvault.net/snowboards/root-2013,,
CATALOG_ONLY,,,,,Burton,Royale,burton--royale,2006,earliest_sourced,verified,https://boardvault.net/snowboards/year/2006 | https://boardvault.net/snowboards/year/2007 | https://boardvault.net/snowboards/year/2008 | https://boardvault.net/snowboards/2006/royale-2006 | https://www.snowdb.com/catalog/burton,,
CATALOG_ONLY,,,,,Burton,Rush,burton--rush,2001,earliest_sourced,likely,https://boardvault.net/snowboards/year/2001 | https://boardvault.net/snowboards/2001/rush-2001,,
CATALOG_ONLY,,,,,Burton,S-Series,burton--s-series,2001,introduced,verified,https://boardvault.net/snowboards/year/2002 | https://boardvault.net/snowboards/year/2006 | https://boardvault.net/snowboards/year/2009 | https://boardvault.net/snowboards/2002/s-series-2002 | https://www.burton.com/en-us/blogs/the-burton-blog/burton-snowboards-history | https://www.michigansnowboardmuseum.com/burton---firsts--unique-decks.html | https://www.snowdb.com/catalog/burton,,
CATALOG_ONLY,,,,,Burton,Safari,burton--safari,1988,earliest_sourced,verified,https://boardvault.net/snowboards/year/1988 | https://boardvault.net/snowboards/year/1989 | https://boardvault.net/snowboards/1988/safari-1988 | https://www.michigansnowboardmuseum.com/burton---early-years-to-the-modern-twin.html | https://www.vintagewinter.com/blogs/blog/4555102-vintage-burton-snowboards | https://snowboarding8090.com/boards-1980-1995/ | https://retrosnow.com/product-category/burton/,,
CATALOG_ONLY,,,,,Burton,Safari Comp,burton--safari-comp,1989,introduced,verified,https://retrosnow.com/product-category/burton/ | https://snowboarding8090.com/boards-1980-1995/,,
CATALOG_ONLY,,,,,Burton,Se7en,burton--se7en,2000,earliest_sourced,verified,https://boardvault.net/snowboards/year/2000 | https://boardvault.net/snowboards/year/2005 | https://boardvault.net/snowboards/year/2010 | https://boardvault.net/snowboards/2000/seven-2000 | https://www.burton.com/en-us/blogs/the-burton-blog/burton-archives-team-rider-favorites | https://snowboarder.com/transworld-snowboarding-archive/snowboarding-gear/2003-mens-board-reviews | https://www.snowdb.com/catalog/burton | https://www.snowboard-review.com/snowboard_reviews/c/burton/2010/,,
CATALOG_ONLY,,,,,Burton,Sensation,burton--sensation,2004,earliest_sourced,likely,https://boardvault.net/snowboards/year/2004 | https://boardvault.net/snowboards/2004/sensation-2004,,
CATALOG_ONLY,,,,,Burton,Sensei,burton--sensei,2021,introduced,likely,https://www.snowboard-review.com/snowboard_reviews/c/burton/2021/,,
CATALOG_ONLY,,,,,Burton,Shaun White / TWC Pro,burton--shaun-white-twc-pro,2003,earliest_sourced,verified,https://boardvault.net/snowboards/year/2003 | https://boardvault.net/snowboards/year/2007 | https://boardvault.net/snowboards/year/2013 | https://boardvault.net/snowboards/2003/shaun-2003 | https://www.snowdb.com/catalog/burton | https://www.snowboard-review.com/snowboard_reviews/c/burton/2009/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2011/ | https://archive.org/details/burton-hardgoods-2014-d.-d.-teoli-jr.-a.-c. | https://www.snowboard-review.com/snowboard_reviews/c/burton/2017/,,
CATALOG_ONLY,,,,,Burton,Shaun White Youth,burton--shaun-white-youth,2007,earliest_sourced,likely,https://boardvault.net/snowboards/year/2007 | https://boardvault.net/snowboards/year/2008 | https://boardvault.net/snowboards/2007/white-collection-youth-2007,,
CATALOG_ONLY,,,,,Burton,Sherlock,burton--sherlock,2011,earliest_sourced,verified,https://boardvault.net/snowboards/year/2011 | https://boardvault.net/snowboards/year/2012 | https://boardvault.net/snowboards/year/2013 | https://boardvault.net/snowboards/2011/sherlock-2011 | https://www.snowdb.com/catalog/burton | https://www.snowboard-review.com/snowboard_reviews/c/burton/2011/ | https://archive.org/details/burton-hardgoods-2014-d.-d.-teoli-jr.-a.-c. | https://www.snowboard-review.com/snowboard_reviews/c/burton/2014/,,
CATALOG_ONLY,,,,,Burton,Short Stop,burton--short-stop,2024,introduced,likely,https://steepdb.com/b/burton/,,
CATALOG_ONLY,,,,,Burton,Show Stopper,burton--show-stopper,2022,introduced,likely,https://www.burton.com/blogs/the-burton-blog/what-are-burtons-rarest-snowboards/,,
CATALOG_ONLY,,,,,Burton,Skeleton Key,burton--skeleton-key,2017,introduced,verified,https://www.snowboard-review.com/snowboard_reviews/c/burton/2017/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2021/ | https://snowboardingprofiles.com/2023-burton-snowboards-overview,,
CATALOG_ONLY,,,,,Burton,Sketch Artist,burton--sketch-artist,2025,introduced,verified,https://thegoodride.com/snowboard-reviews/?brand=burton | https://www.burton.com/en-us/collections/snowboards,,
CATALOG_ONLY,,,,,Burton,Skipjack,burton--skipjack,2016,introduced,verified,https://www.snowboard-review.com/snowboard_reviews/c/burton/2016/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2017/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2018/,,
CATALOG_ONLY,,,,,Burton,Slash,burton--slash,2004,earliest_sourced,likely,https://boardvault.net/snowboards/year/2004 | https://boardvault.net/snowboards/2004/slash-2004,,
CATALOG_ONLY,,,,,Burton,Slush Puppy,burton--slush-puppy,2024,introduced,likely,https://steepdb.com/b/burton/,,
CATALOG_ONLY,,,,,Burton,Smooth Operator,burton--smooth-operator,,unknown,likely,https://www.burton.com/en-us/collections/snowboards,,
CATALOG_ONLY,,,,,Burton,Social,burton--social,2010,introduced,verified,https://boardvault.net/snowboards/year/2011 | https://boardvault.net/snowboards/year/2012 | https://boardvault.net/snowboards/year/2013 | https://boardvault.net/snowboards/2011/social-2011 | https://www.snowdb.com/catalog/burton | https://archive.org/details/burton-hardgoods-2014-d.-d.-teoli-jr.-a.-c. | https://www.snowboard-review.com/snowboard_reviews/c/burton/2016/,,
CATALOG_ONLY,,,,,Burton,Socialite,burton--socialite,2016,introduced,verified,https://www.snowboard-review.com/snowboard_reviews/c/burton/2016/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2017/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2018/,,
CATALOG_ONLY,,,,,Burton,Special,burton--special,1998,earliest_sourced,likely,https://boardvault.net/snowboards/year/1998 | https://boardvault.net/snowboards/year/1999 | https://boardvault.net/snowboards/1998/special-1998,,
CATALOG_ONLY,,,,,Burton,Speed Date,burton--speed-date,2019,introduced,likely,https://www.snowboard-review.com/snowboard_reviews/c/burton/2019/,,
CATALOG_ONLY,,,,,Burton,Spliff,burton--spliff,2013,earliest_sourced,verified,https://boardvault.net/snowboards/year/2013 | https://boardvault.net/snowboards/family-tree-spliff-2013 | https://www.snowboard-review.com/snowboard_reviews/c/burton/2014/,,
CATALOG_ONLY,,,,,Burton,Stat,burton--stat,1994,earliest_sourced,likely,https://boardvault.net/snowboards/year/1994 | https://boardvault.net/snowboards/1994/stat-1994,,
CATALOG_ONLY,,,,,Burton,Sterling,burton--sterling,2005,earliest_sourced,likely,https://boardvault.net/snowboards/year/2005 | https://boardvault.net/snowboards/year/2006 | https://boardvault.net/snowboards/2005/sterling-2005,,
CATALOG_ONLY,,,,,Burton,Stick Shift,burton--stick-shift,2019,introduced,verified,https://www.snowboard-review.com/snowboard_reviews/c/burton/2019/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2020/,,
CATALOG_ONLY,,,,,Burton,Stigma,burton--stigma,2007,earliest_sourced,verified,https://boardvault.net/snowboards/year/2007 | https://boardvault.net/snowboards/year/2008 | https://boardvault.net/snowboards/year/2009 | https://boardvault.net/snowboards/2007/stigma-2007 | https://www.snowdb.com/catalog/burton,,
CATALOG_ONLY,,,,,Burton,Stone Hut,burton--stone-hut,2012,introduced,verified,https://www.burton.com/blogs/the-burton-blog/what-are-burtons-rarest-snowboards/,,
CATALOG_ONLY,,,,,Burton,Story Board,burton--story-board,2018,introduced,verified,https://www.snowboard-review.com/snowboard_reviews/c/burton/2018/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2021/ | https://snowboardingprofiles.com/2023-burton-snowboards-overview | https://steepdb.com/b/burton/,,
CATALOG_ONLY,,,,,Burton,Straight Chuter,burton--straight-chuter,2021,introduced,verified,https://www.snowboard-review.com/snowboard_reviews/c/burton/2021/ | https://snowboardingprofiles.com/2023-burton-snowboards-overview | https://steepdb.com/b/burton/,,
CATALOG_ONLY,,,,,Burton,Stria,burton--stria,2008,earliest_sourced,verified,https://boardvault.net/snowboards/year/2008 | https://boardvault.net/snowboards/year/2009 | https://boardvault.net/snowboards/2008/stria-2008 | https://www.snowdb.com/catalog/burton,,
CATALOG_ONLY,,,,,Burton,Stun Gun,burton--stun-gun,2019,introduced,likely,https://www.snowboard-review.com/snowboard_reviews/c/burton/2019/,,
CATALOG_ONLY,,,,,Burton,Stylus,burton--stylus,2019,introduced,verified,https://www.snowboard-review.com/snowboard_reviews/c/burton/2019/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2021/ | https://snowboardingprofiles.com/2023-burton-snowboards-overview | https://blauerboardshop.com/blogs/snowboarding/2025-burton-snowboards-overview,,
CATALOG_ONLY,,,,,Burton,Super Hero,burton--super-hero,2012,earliest_sourced,verified,https://boardvault.net/snowboards/year/2012 | https://boardvault.net/snowboards/year/2013 | https://boardvault.net/snowboards/super-hero-2012 | https://www.snowboard-review.com/snowboard_reviews/c/burton/2014/,,
CATALOG_ONLY,,,,,Burton,Supermodel,burton--supermodel,1997,earliest_sourced,verified,https://boardvault.net/snowboards/year/1997 | https://boardvault.net/snowboards/year/2000 | https://boardvault.net/snowboards/year/2011 | https://boardvault.net/snowboards/1997/supermodel-1997 | https://snowboarder.com/transworld-snowboarding-archive/snowboarding-photos/snowboard-reviews-1999 | https://snowboarder.com/transworld-snowboarding-archive/snowboarding-gear/snowboard-lifes-top-25-board-test-2000 | https://www.snowdb.com/catalog/burton | https://www.snowboard-review.com/snowboard_reviews/c/burton/2011/ | https://web.archive.org/web/199610/http://www.burton.com/ | https://web.archive.org/web/199706/http://www.burton.com/,,
CATALOG_ONLY,,,,,Burton,Supermodel X,burton--supermodel-x,2008,earliest_sourced,verified,https://boardvault.net/snowboards/year/2008 | https://boardvault.net/snowboards/year/2009 | https://boardvault.net/snowboards/year/2010 | https://boardvault.net/snowboards/2008/supermodel-x-2008 | https://www.snowdb.com/catalog/burton | https://www.snowboard-review.com/snowboard_reviews/c/burton/2010/,,
CATALOG_ONLY,,,,,Burton,Sweet Talker,burton--sweet-talker,2011,earliest_sourced,verified,https://boardvault.net/snowboards/year/2011 | https://boardvault.net/snowboards/2011/meateaters-sweet-talker-2011 | https://www.snowdb.com/catalog/burton | https://www.snowboard-review.com/snowboard_reviews/c/burton/2011/,,
CATALOG_ONLY,,,,,Burton,Sweet Tooth,burton--sweet-tooth,2013,earliest_sourced,verified,https://boardvault.net/snowboards/year/2013 | https://boardvault.net/snowboards/sweet-tooth-2013 | https://www.snowboard-review.com/snowboard_reviews/c/burton/2014/,,
CATALOG_ONLY,,,,,Burton,T Deck,burton--t-deck,1996,earliest_sourced,verified,https://boardvault.net/snowboards/year/1996 | https://boardvault.net/snowboards/year/1997 | https://boardvault.net/snowboards/1996/t-deck-1996 | https://web.archive.org/web/199610/http://www.burton.com/ | https://web.archive.org/web/199706/http://www.burton.com/,,
CATALOG_ONLY,,,,,Burton,T6,burton--t6,2003,earliest_sourced,verified,https://boardvault.net/snowboards/year/2003 | https://boardvault.net/snowboards/year/2007 | https://boardvault.net/snowboards/year/2010 | https://boardvault.net/snowboards/2003/t6-2003 | https://www.snowdb.com/catalog/burton | https://www.snowboard-review.com/snowboard_reviews/c/burton/2010/ | https://www.michigansnowboardmuseum.com/burton---firsts--unique-decks.html,,
CATALOG_ONLY,,,,,Burton,T7,burton--t7,2011,earliest_sourced,verified,https://boardvault.net/snowboards/year/2011 | https://boardvault.net/snowboards/2011/t7-2011 | https://www.snowdb.com/catalog/burton | https://www.snowboard-review.com/snowboard_reviews/c/burton/2011/,,
CATALOG_ONLY,,,,,Burton,Tadashi Fuse,burton--tadashi-fuse,2005,earliest_sourced,verified,https://boardvault.net/snowboards/year/2005 | https://boardvault.net/snowboards/year/2007 | https://boardvault.net/snowboards/year/2008 | https://boardvault.net/snowboards/tadashi-fuse | https://www.snowdb.com/catalog/burton,,
CATALOG_ONLY,,,,,Burton,Talent Scout,burton--talent-scout,2017,introduced,verified,https://www.snowboard-review.com/snowboard_reviews/c/burton/2017/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2021/ | https://snowboardingprofiles.com/2023-burton-snowboards-overview | https://blauerboardshop.com/blogs/snowboarding/2025-burton-snowboards-overview | https://www.burton.com/en-us/collections/snowboards,,
CATALOG_ONLY,,,,,Burton,Territory Manager,burton--territory-manager,2023,introduced,likely,https://snowboardingprofiles.com/2023-burton-snowboards-overview,,
CATALOG_ONLY,,,,,Burton,The 152,burton--the-152,1995,earliest_sourced,likely,https://boardvault.net/snowboards/year/1995 | https://boardvault.net/snowboards/1995/152-1995,,
CATALOG_ONLY,,,,,Burton,The White Collection Smalls,burton--the-white-collection-smalls,2011,earliest_sourced,likely,https://boardvault.net/snowboards/year/2011 | https://boardvault.net/snowboards/year/2012 | https://boardvault.net/snowboards/year/2013 | https://boardvault.net/snowboards/2011/white-collection-smalls-2011,,
CATALOG_ONLY,,,,,Burton,The White Collection Standard,burton--the-white-collection-standard,2011,earliest_sourced,likely,https://boardvault.net/snowboards/year/2011 | https://boardvault.net/snowboards/year/2012 | https://boardvault.net/snowboards/year/2013 | https://boardvault.net/snowboards/2011/white-collection-standard-2011,,
CATALOG_ONLY,,,,,Burton,Throwback,burton--throwback,2016,introduced,verified,https://www.snowboard-review.com/snowboard_reviews/c/burton/2016/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2021/ | https://steepdb.com/b/burton/,,
CATALOG_ONLY,,,,,Burton,Time Thief,burton--time-thief,2027,introduced,verified,https://thegoodride.com/snowboard-reviews/?brand=burton | https://www.burton.com/en-us/collections/snowboards,,
CATALOG_ONLY,,,,,Burton,Tornado Warning,burton--tornado-warning,2023,introduced,likely,https://snowboardingprofiles.com/2023-burton-snowboards-overview,,
CATALOG_ONLY,,,,,Burton,Tough Cat,burton--tough-cat,2016,introduced,likely,https://www.snowboard-review.com/snowboard_reviews/c/burton/2016/,,
CATALOG_ONLY,,,,,Burton,Trick Pilot,burton--trick-pilot,2019,introduced,likely,https://www.snowboard-review.com/snowboard_reviews/c/burton/2019/,,
CATALOG_ONLY,,,,,Burton,Trick Pony,burton--trick-pony,2014,introduced,verified,https://www.snowboard-review.com/snowboard_reviews/c/burton/2014/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2016/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2018/,,
CATALOG_ONLY,,,,,Burton,Triumph,burton--triumph,2005,earliest_sourced,likely,https://boardvault.net/snowboards/year/2005 | https://boardvault.net/snowboards/year/2006 | https://boardvault.net/snowboards/year/2007 | https://boardvault.net/snowboards/2005/triumph-2005,,
CATALOG_ONLY,,,,,Burton,Troop,burton--troop,2001,earliest_sourced,verified,https://boardvault.net/snowboards/year/2001 | https://boardvault.net/snowboards/year/2005 | https://boardvault.net/snowboards/year/2009 | https://boardvault.net/snowboards/2001/troop-2001 | https://www.snowdb.com/catalog/burton,,
CATALOG_ONLY,,,,,Burton,Twin,burton--twin,1994,earliest_sourced,verified,https://boardvault.net/snowboards/year/1994 | https://boardvault.net/snowboards/year/1998 | https://boardvault.net/snowboards/year/2009 | https://boardvault.net/snowboards/1994/twin-1994 | https://retrosnow.com/product-category/burton/ | https://snowboarding8090.com/boards-1980-1995/ | https://snowboardmag.com/stories/lineage-the-infallible-burton-custom | https://snowboarding8090.com/burton-2/ | https://www.snowdb.com/catalog/burton | https://en.wikipedia.org/wiki/Burton_Snowboards | https://web.archive.org/web/199610/http://www.burton.com/ | https://web.archive.org/web/199706/http://www.burton.com/,,
CATALOG_ONLY,,,,,Burton,Twisted,burton--twisted,1996,earliest_sourced,likely,https://boardvault.net/snowboards/year/1996 | https://boardvault.net/snowboards/1996/twisted-1996,,
CATALOG_ONLY,,,,,Burton,Ultra Prime,burton--ultra-prime,1998,earliest_sourced,likely,https://boardvault.net/snowboards/year/1998 | https://boardvault.net/snowboards/year/2000 | https://boardvault.net/snowboards/year/2001 | https://boardvault.net/snowboards/1998/ultra-prime-1998,,
CATALOG_ONLY,,,,,Burton,Uninc,burton--uninc,2004,earliest_sourced,verified,https://boardvault.net/snowboards/year/2004 | https://boardvault.net/snowboards/year/2007 | https://boardvault.net/snowboards/year/2009 | https://boardvault.net/snowboards/2004/unlnc-2004 | https://snowboarder.com/transworld-snowboarding-archive/snowboarding-gear/2004-snowboard-test-harvesting-the-good-wood | https://www.snowdb.com/catalog/burton | https://www.burton.com/en-us/blogs/the-burton-blog/burton-innovation,,
CATALOG_ONLY,,,,,Burton,Up-Stick,burton--up-stick,2012,introduced,verified,https://archive.org/details/burton-hardgoods-2014-d.-d.-teoli-jr.-a.-c.,,
CATALOG_ONLY,,,,,Burton,Vapor,burton--vapor,2006,earliest_sourced,verified,https://boardvault.net/snowboards/year/2006 | https://boardvault.net/snowboards/year/2009 | https://boardvault.net/snowboards/year/2013 | https://boardvault.net/snowboards/2006/vapor-2006 | https://www.snowboarder.com/news/2006-good-wood-mens-board-test | https://www.snowdb.com/catalog/burton | https://www.snowboard-review.com/snowboard_reviews/c/burton/2013/,,
CATALOG_ONLY,,,,,Burton,Venue,burton--venue,2009,earliest_sourced,likely,https://boardvault.net/snowboards/year/2009 | https://boardvault.net/snowboards/2009/venue-2009,,
CATALOG_ONLY,,,,,Burton,Verdict,burton--verdict,2009,earliest_sourced,likely,https://boardvault.net/snowboards/year/2009 | https://boardvault.net/snowboards/2009/verdict-2009,,
CATALOG_ONLY,,,,,Burton,Warhol,burton--warhol,2008,earliest_sourced,verified,https://boardvault.net/snowboards/year/2008 | https://boardvault.net/snowboards/2008/warhol-2008 | https://www.snowdb.com/catalog/burton,,
CATALOG_ONLY,,,,,Burton,Whammy Bar,burton--whammy-bar,2011,earliest_sourced,verified,https://boardvault.net/snowboards/year/2011 | https://boardvault.net/snowboards/year/2012 | https://boardvault.net/snowboards/year/2013 | https://boardvault.net/snowboards/2011/whammy-bar-2011 | https://www.snowdb.com/catalog/burton | https://www.snowboard-review.com/snowboard_reviews/c/burton/2011/ | https://archive.org/details/burton-hardgoods-2014-d.-d.-teoli-jr.-a.-c. | https://www.snowboard-review.com/snowboard_reviews/c/burton/2013/,,
CATALOG_ONLY,,,,,Burton,White Paper,burton--white-paper,2022,introduced,verified,https://www.burton.com/blogs/the-burton-blog/what-are-burtons-rarest-snowboards/,,
CATALOG_ONLY,,,,,Burton,Wire,burton--wire,1999,earliest_sourced,likely,https://boardvault.net/snowboards/year/1999 | https://boardvault.net/snowboards/1999/wire-1999,,
CATALOG_ONLY,,,,,Burton,Witchcraft,burton--witchcraft,2003,earliest_sourced,likely,https://boardvault.net/snowboards/year/2003 | https://boardvault.net/snowboards/2003/witchcraft-2003,,
CATALOG_ONLY,,,,,Burton,Women's Supermodel,burton--women-s-supermodel,2009,earliest_sourced,verified,https://boardvault.net/snowboards/year/2009 | https://boardvault.net/snowboards/2009/supermodel-womens-2009 | https://www.snowdb.com/catalog/burton,,
CATALOG_ONLY,,,,,Burton,Woody,burton--woody,1987,earliest_sourced,verified,https://boardvault.net/snowboards/year/1987 | https://boardvault.net/snowboards/year/1988 | https://boardvault.net/snowboards/1987/woody-1987 | https://www.michigansnowboardmuseum.com/burton---early-years-to-the-modern-twin.html | https://retrosnow.com/product-category/burton/ | https://www.vintagewinter.com/blogs/blog/4555102-vintage-burton-snowboards | https://www.vintagewinter.com/collections/vintage-snowboards,,
CATALOG_ONLY,,,,,Burton,Working Stiff,burton--working-stiff,2018,introduced,likely,https://www.snowboard-review.com/snowboard_reviews/c/burton/2018/,,
CATALOG_ONLY,,,,,Burton,X8,burton--x8,2008,earliest_sourced,verified,https://boardvault.net/snowboards/year/2008 | https://boardvault.net/snowboards/year/2009 | https://boardvault.net/snowboards/year/2010 | https://boardvault.net/snowboards/2008/x8-2008 | https://www.snowdb.com/catalog/burton | https://www.snowboard-review.com/snowboard_reviews/c/burton/2010/,,
CATALOG_ONLY,,,,,Burton,X9FV,burton--x9fv,2014,introduced,likely,https://www.snowboard-review.com/snowboard_reviews/c/burton/2014/,,
CATALOG_ONLY,,,,,Burton,Yeasayer,burton--yeasayer,2019,introduced,verified,https://www.snowboard-review.com/snowboard_reviews/c/burton/2019/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2021/ | https://snowboardingprofiles.com/2023-burton-snowboards-overview | https://blauerboardshop.com/blogs/snowboarding/2025-burton-snowboards-overview | https://www.burton.com/en-us/collections/snowboards,,
CATALOG_ONLY,,,,,CAPiTA,Aeronaut,capita--aeronaut,2024,introduced,verified,https://thegoodride.com/snowboard-reviews/capita-aeronaut-snowboard-review/ | https://www.evo.com/shop/snowboard/snowboards/capita,,
CATALOG_ONLY,,,,,CAPiTA,Birds of a Feather,capita--birds-of-a-feather,2013,introduced,verified,https://thegoodride.com/snowboard-reviews/capita-birds-of-a-feather-snowboard-review-by-steph-w/ | https://www.evo.com/shop/snowboard/snowboards/capita,,
CATALOG_ONLY,,,,,CAPiTA,Black Death Inc,capita--black-death-inc,2009,earliest_sourced,likely,https://web.archive.org/web/200810/http://www.capitasnowboarding.com/ | https://web.archive.org/web/200812/http://www.capitasnowboarding.com/,,
CATALOG_ONLY,,,,,CAPiTA,Black Death Speed Tribe,capita--black-death-speed-tribe,2008,earliest_sourced,likely,https://web.archive.org/web/200712/http://www.capitasnowboarding.com/ | https://web.archive.org/web/200809/http://www.capitasnowboarding.com/,,
CATALOG_ONLY,,,,,CAPiTA,Black Snowboard of Death,capita--black-snowboard-of-death,2004,earliest_sourced,verified,https://thegoodride.com/snowboard-reviews/capita-black-snowboard-of-death-review/ | https://www.evo.com/shop/snowboard/snowboards/capita | https://web.archive.org/web/200312/http://www.capitasnowboarding.com/ | https://web.archive.org/web/200402/http://www.capitasnowboarding.com/ | https://web.archive.org/web/20040214020619/http://www.capitasnowboarding.com/catalog/details/bsod_details.htm,,
CATALOG_ONLY,,,,,CAPiTA,Charlie Slasher,capita--charlie-slasher,2010,introduced,likely,https://thegoodride.com/snowboard-reviews/capita-charlie-slasher-2010-2017-snowboard-review/,,
CATALOG_ONLY,,,,,CAPiTA,Defenders of Awesome,capita--defenders-of-awesome,2013,introduced,verified,https://thegoodride.com/snowboard-reviews/capita-defenders-of-awesome-snowboard-review/ | https://www.evo.com/shop/snowboard/snowboards/capita,,
CATALOG_ONLY,,,,,CAPiTA,Horrorscope,capita--horrorscope,2004,earliest_sourced,verified,https://thegoodride.com/snowboard-reviews/capita-horrorscope-snowboard-review/ | https://web.archive.org/web/200312/http://www.capitasnowboarding.com/ | https://web.archive.org/web/200812/http://www.capitasnowboarding.com/,,
CATALOG_ONLY,,,,,CAPiTA,Human Series,capita--human-series,2004,earliest_sourced,verified,https://web.archive.org/web/20031229014913/http://www.capitasnowboarding.com/catalog/details/h_details.htm,,
CATALOG_ONLY,,,,,CAPiTA,Indoor Survival,capita--indoor-survival,2008,earliest_sourced,verified,https://thegoodride.com/snowboard-reviews/capita-indoor-survival-2010-2018-snowboard-review | https://www.evo.com/shop/snowboard/snowboards/capita | https://web.archive.org/web/200712/http://www.capitasnowboarding.com/ | https://web.archive.org/web/200812/http://www.capitasnowboarding.com/,,
CATALOG_ONLY,,,,,CAPiTA,Kazu Kokubo Pro,capita--kazu-kokubo-pro,2017,introduced,verified,https://thegoodride.com/snowboard-reviews/capita-kazu-kokubo-pro-snowboard-review/ | https://www.evo.com/shop/snowboard/snowboards/capita,,
CATALOG_ONLY,,,,,CAPiTA,Le Tigre,capita--le-tigre,2008,earliest_sourced,likely,https://web.archive.org/web/200712/http://www.capitasnowboarding.com/ | https://web.archive.org/web/200809/http://www.capitasnowboarding.com/,,
CATALOG_ONLY,,,,,CAPiTA,Matriarch,capita--matriarch,2026,introduced,verified,https://thegoodride.com/snowboard-reviews/?brand=jones | https://www.evo.com/shop/snowboard/snowboards/capita,,
CATALOG_ONLY,,,,,CAPiTA,Mega Death,capita--mega-death,2024,introduced,verified,https://thegoodride.com/snowboard-reviews/capita-mega-death-snowboard-review/ | https://www.evo.com/shop/snowboard/snowboards/capita,,
CATALOG_ONLY,,,,,CAPiTA,Mega Mercury,capita--mega-mercury,2023,introduced,verified,https://thegoodride.com/snowboard-reviews/capita-mega-merc-snowboard-review/ | https://www.evo.com/shop/snowboard/snowboards/capita,,
CATALOG_ONLY,,,,,CAPiTA,Mid Life Artist,capita--mid-life-artist,2008,earliest_sourced,likely,https://web.archive.org/web/200712/http://www.capitasnowboarding.com/ | https://web.archive.org/web/200812/http://www.capitasnowboarding.com/,,
CATALOG_ONLY,,,,,CAPiTA,Navigator,capita--navigator,2019,introduced,verified,https://thegoodride.com/snowboard-reviews/capita-navigator-snowboard-review-with-davey/ | https://www.evo.com/shop/snowboard/snowboards/capita,,
CATALOG_ONLY,,,,,CAPiTA,Outdoor Living,capita--outdoor-living,2008,earliest_sourced,likely,https://web.archive.org/web/200712/http://www.capitasnowboarding.com/ | https://web.archive.org/web/200809/http://www.capitasnowboarding.com/,,
