bucket,sendit_brand,sendit_model,norm,first_year,last_year,our_brand,our_model,note,variant_flags,import_candidate,reviewer_decision
BRAND_NEW,blackhole-snowboards,Freeride 2.0,freeride 2 0,2026,2026,,,brand not in v0.2,,no,
BRAND_NEW,blackhole-snowboards,Ignition,ignition,2026,2026,,,brand not in v0.2,,no,
BRAND_NEW,blackhole-snowboards,Split,split,2026,2026,,,brand not in v0.2,,no,
BRAND_NEW,blackhole-snowboards,V Skate,v skate,2026,2026,,,brand not in v0.2,,no,
BRAND_NEW,blackhole-snowboards,WR3 Limited,wr3,2026,2026,,,brand not in v0.2,,no,
BRAND_NEW,blackhole-snowboards,V Skate 25,v skate 25,2025,2025,,,brand not in v0.2,,no,
BRAND_NEW,blackhole-snowboards,Dream 24,dream 24,2024,2024,,,brand not in v0.2,,no,
BRAND_NEW,blackhole-snowboards,Escape 24,escape 24,2024,2024,,,brand not in v0.2,,no,
BRAND_NEW,blackhole-snowboards,Escape Wide 24,escape wide 24,2024,2024,,,brand not in v0.2,,no,
BRAND_NEW,blackhole-snowboards,V Skate 24,v skate 24,2024,2024,,,brand not in v0.2,,no,
BRAND_NEW,borealis,Alpine Pro Splitboard,alpine pro,2026,2027,,,brand not in v0.2,,no,
BRAND_NEW,borealis,Artefact,artefact,2026,2027,,,brand not in v0.2,,no,
BRAND_NEW,borealis,Auriga,auriga,2026,2027,,,brand not in v0.2,,no,
BRAND_NEW,borealis,Auriga One,auriga one,2026,2027,,,brand not in v0.2,,no,
BRAND_NEW,borealis,Drakkar,drakkar,2026,2027,,,brand not in v0.2,,no,
BRAND_NEW,borealis,Koi,koi,2026,2027,,,brand not in v0.2,,no,
BRAND_NEW,borealis,Leviathan,leviathan,2026,2027,,,brand not in v0.2,,no,
BRAND_NEW,borealis,Marauder,marauder,2026,2027,,,brand not in v0.2,,no,
BRAND_NEW,borealis,Pilot Fish,pilot fish,2027,2027,,,brand not in v0.2,,no,
BRAND_NEW,borealis,Ramen Express Splitboard,ramen express,2027,2027,,,brand not in v0.2,,no,
BRAND_NEW,borealis,Reactor,reactor,2027,2027,,,brand not in v0.2,,no,
BRAND_NEW,borealis,Tundra,tundra,2026,2027,,,brand not in v0.2,,no,
BRAND_NEW,borealis,Horizon,horizon,2025,2025,,,brand not in v0.2,,no,
MATCH,burton,Blossom Camber,blossom,2026,2027,Burton,Blossom,,,enrich,
MATCH,burton,Good Company Camber,good company,2026,2027,Burton,Good Company,,,enrich,
MATCH,burton,Process Camber,process,2026,2027,Burton,Process,,,enrich,
MATCH,burton,Yeasayer Camber,yeasayer,2026,2027,Burton,Yeasayer,,,enrich,
SENDIT_ONLY,burton,30th Anniversary Ben Ferguson Custom,30th anniversary ben ferguson custom,2026,2026,Burton,,,non-production;special-edition,no,
SENDIT_ONLY,burton,30th Anniversary Chill Custom,30th anniversary chill custom,2026,2026,Burton,,,non-production;special-edition,no,
SENDIT_ONLY,burton,30th Custom Camber,30th custom,2026,2026,Burton,,,non-production,no,
SENDIT_ONLY,burton,3D Fish Directional Flat Top,3d fish directional,2026,2026,Burton,,,,yes,
SENDIT_ONLY,burton,After School Special Snowboard & Binding Package,after school special snowboard binding,2026,2026,Burton,,,package,no,
SENDIT_ONLY,burton,Burton x Looney Tunes x Snoop Dogg Camber,burton x looney tunes x snoop dogg,2026,2026,Burton,,,collab,no,
MATCH,burton,Cartographer Camber,cartographer,2026,2026,Burton,Cartographer,,,enrich,
MATCH,burton,Counterbalance Camber,counterbalance,2026,2026,Burton,Counterbalance,,,enrich,
MATCH,burton,Cultivator Flat Top,cultivator,2026,2026,Burton,Cultivator,,,enrich,
MATCH,burton,Custom,custom,1996,2026,Burton,Custom,,non-production,enrich,
MATCH,burton,Custom X Camber,custom x,2026,2026,Burton,Custom X,,non-production,enrich,
SENDIT_ONLY,burton,Family Tree 3D Channel Surfer Flat Top,family tree 3d channel surfer,2026,2026,Burton,,,,yes,
SENDIT_ONLY,burton,Family Tree Alekesam Camber,family tree alekesam,2026,2026,Burton,,,,yes,
SENDIT_ONLY,burton,Family Tree Backseat Driver Pow Surfing,family tree backseat driver pow surfing,2026,2026,Burton,,,,yes,
SENDIT_ONLY,burton,Family Tree Gril Master Camber,family tree gril master,2026,2026,Burton,,,,yes,
SENDIT_ONLY,burton,Family Tree High Fidelity Camber,family tree high fidelity,2026,2026,Burton,,,,yes,
SENDIT_ONLY,burton,Family Tree Hometown Hero Camber,family tree hometown hero,2026,2026,Burton,,,,yes,
SENDIT_ONLY,burton,Family Tree Sketch Artist Camber,family tree sketch artist,2026,2026,Burton,,,,yes,
SENDIT_ONLY,burton,Family Tree Smooth Operator Camber,family tree smooth operator,2026,2026,Burton,,,,yes,
MATCH,burton,Feelgood Camber,feelgood,2026,2026,Burton,Feelgood,,,enrich,
SENDIT_ONLY,burton,Fragment Branch Manager Camber,fragment branch manager,2026,2026,Burton,,,,yes,
SENDIT_ONLY,burton,From Burton to the World,from burton to the world,2026,2026,Burton,,,,yes,
SENDIT_ONLY,burton,Good Company Undefeated Camber,good company undefeated,2026,2026,Burton,,,,yes,
MATCH,burton,Grom Camber,grom,2026,2026,Burton,Grom,,,enrich,
MATCH,burton,Hideaway Flat Top,hideaway,2026,2026,Burton,Hideaway,,,enrich,
MATCH,burton,Instigator PurePop Camber,instigator,2026,2026,Burton,Instigator,,,enrich,
MATCH,burton,Mini Grom Flat Top,mini grom,2026,2026,Burton,Mini Grom,,,enrich,
SENDIT_ONLY,burton,Mystery Deep Thinker Camber,mystery deep thinker,2026,2026,Burton,,,,yes,
MATCH,burton,Rewind Camber,rewind,2026,2026,Burton,Rewind,,,enrich,
MATCH,burton,Riglet,riglet,2026,2026,Burton,Riglet,,,enrich,
SENDIT_ONLY,burton,Smalls Flat Top,smalls,2026,2026,Burton,,,,yes,
MATCH,burton,Throwback,throwback,2026,2026,Burton,Throwback,,special-edition,enrich,
MATCH,burton,A Deck,a deck,1996,1997,Burton,A Deck,,,enrich,
MATCH,burton,Alp,alp,1996,1997,Burton,Alp,,,enrich,
SENDIT_ONLY,burton,Balance 56,balance 56,1997,1997,Burton,,,,yes,
SENDIT_ONLY,burton,Brushie 53,brushie 53,1995,1997,Burton,,,,yes,
SENDIT_ONLY,burton,CB 40,cb 40,1997,1997,Burton,,,,yes,
MATCH,burton,Chopper,chopper,1997,1997,Burton,Chopper,,,enrich,
MATCH,burton,Contact,contact,1996,1997,Burton,Contact,,,enrich,
SENDIT_ONLY,burton,Dunn 44,dunn 44,1997,1997,Burton,,,,yes,
MATCH,burton,E Deck,e deck,1997,1997,Burton,E Deck,,,enrich,
MATCH,burton,Factory Prime,factory prime,1995,1997,Burton,Factory Prime,,,enrich,
MATCH,burton,Floater,floater,1997,1997,Burton,Floater,,,enrich,
SENDIT_ONLY,burton,Freedom 51,freedom 51,1997,1997,Burton,,,,yes,
SENDIT_ONLY,burton,Rippey 54,rippey 54,1997,1997,Burton,,,,yes,
MATCH,burton,Supermodel,supermodel,1997,1997,Burton,Supermodel,,,enrich,
MATCH,burton,T Deck,t deck,1996,1997,Burton,T Deck,,,enrich,
MATCH,burton,Twin,twin,1996,1997,Burton,Twin,,,enrich,
MATCH,burton,Amp,amp,1996,1996,Burton,Amp,,,enrich,
SENDIT_ONLY,burton,Balance 52,balance 52,1996,1996,Burton,,,,yes,
SENDIT_ONLY,burton,Big Air,big air,1996,1996,Burton,,,,yes,
SENDIT_ONLY,burton,Bryan Iguchi 55,bryan iguchi 55,1996,1996,Burton,,,,yes,
SENDIT_ONLY,burton,Dolphin 44,dolphin 44,1996,1996,Burton,,,,yes,
SENDIT_ONLY,burton,Jeff Brushie 53,jeff brushie 53,1996,1996,Burton,,,,yes,
SENDIT_ONLY,burton,Jim Rippey 54,jim rippey 54,1996,1996,Burton,,,,yes,
MATCH,burton,Micro Deck,micro deck,1996,1996,Burton,Micro Deck,,,enrich,
MATCH,burton,Twisted,twisted,1996,1996,Burton,Twisted,,,enrich,
SENDIT_ONLY,burton,Air 11,air 11,1995,1995,Burton,,,,yes,
SENDIT_ONLY,burton,Air 29,air 29,1995,1995,Burton,,,,yes,
SENDIT_ONLY,burton,Air 40,air 40,1995,1995,Burton,,,,yes,
SENDIT_ONLY,burton,Air 45,air 45,1995,1995,Burton,,,,yes,
SENDIT_ONLY,burton,Air 50,air 50,1995,1995,Burton,,,,yes,
SENDIT_ONLY,burton,Air 55,air 55,1995,1995,Burton,,,,yes,
SENDIT_ONLY,burton,Air 60,air 60,1995,1995,Burton,,,,yes,
SENDIT_ONLY,burton,Air 64,air 64,1995,1995,Burton,,,,yes,
SENDIT_ONLY,burton,Air 74,air 74,1995,1995,Burton,,,,yes,
SENDIT_ONLY,burton,Alp 5.0,alp 5 0,1995,1995,Burton,,,,yes,
SENDIT_ONLY,burton,Alp 5.7,alp 5 7,1995,1995,Burton,,,,yes,
SENDIT_ONLY,burton,Alp 6.4,alp 6 4,1995,1995,Burton,,,,yes,
SENDIT_ONLY,burton,Alp 7.0,alp 7 0,1995,1995,Burton,,,,yes,
SENDIT_ONLY,burton,Amp 4,amp 4,1995,1995,Burton,,,,yes,
SENDIT_ONLY,burton,Amp 5,amp 5,1995,1995,Burton,,,,yes,
SENDIT_ONLY,burton,Amp 6,amp 6,1995,1995,Burton,,,,yes,
SENDIT_ONLY,burton,Asym Air 54,asym air 54,1995,1995,Burton,,,,yes,
SENDIT_ONLY,burton,Asym Air 64,asym air 64,1995,1995,Burton,,,,yes,
SENDIT_ONLY,burton,Contact 49,contact 49,1995,1995,Burton,,,,yes,
SENDIT_ONLY,burton,Contact 52,contact 52,1995,1995,Burton,,,,yes,
SENDIT_ONLY,burton,Kelly 68,kelly 68,1995,1995,Burton,,,,yes,
MATCH,burton,The 152,the,1995,1995,Burton,The 152,,,enrich,
SENDIT_ONLY,burton,Twin 39,twin 39,1995,1995,Burton,,,,yes,
SENDIT_ONLY,burton,Twin 47,twin 47,1995,1995,Burton,,,,yes,
SENDIT_ONLY,burton,Twin 53,twin 53,1995,1995,Burton,,,,yes,
SENDIT_ONLY,burton,Twin 58,twin 58,1994,1995,Burton,,,,yes,
SENDIT_ONLY,burton,Air 1.1,air 1 1,1994,1994,Burton,,,,yes,
SENDIT_ONLY,burton,Air 3.1,air 3 1,1994,1994,Burton,,,,yes,
SENDIT_ONLY,burton,Air 4.1,air 4 1,1993,1994,Burton,,,,yes,
SENDIT_ONLY,burton,Air 5.1,air 5 1,1992,1994,Burton,,,,yes,
SENDIT_ONLY,burton,Air 5.5,air 5 5,1994,1994,Burton,,,,yes,
SENDIT_ONLY,burton,Air 6.1,air 6 1,1992,1994,Burton,,,,yes,
SENDIT_ONLY,burton,Air 6.6,air 6 6,1994,1994,Burton,,,,yes,
SENDIT_ONLY,burton,Air 7.8,air 7 8,1994,1994,Burton,,,,yes,
FUZZY,burton,Asym Air 5,asym air 5,1993,1994,Burton,Asym Air,"fuzzy to ""Asym Air""",,no,
FUZZY,burton,Asym Air 6,asym air 6,1993,1994,Burton,Asym Air,"fuzzy to ""Asym Air""",,no,
MATCH,burton,Brushie,brushie,1993,1994,Burton,Brushie,,,enrich,
MATCH,burton,Haakon Air,haakon air,1994,1994,Burton,Haakon Air,,,enrich,
MATCH,burton,Kelly Air,kelly air,1992,1994,Burton,Kelly Air,,,enrich,
SENDIT_ONLY,burton,M 5.0,m 5 0,1992,1994,Burton,,,,yes,
SENDIT_ONLY,burton,M 6.0,m 6 0,1992,1994,Burton,,,,yes,
SENDIT_ONLY,burton,PJ 4.9s,pj 4 9s,1992,1994,Burton,,,,yes,
SENDIT_ONLY,burton,PJ 5.3,pj 5 3,1994,1994,Burton,,,,yes,
SENDIT_ONLY,burton,PJ 6.0,pj 6 0,1994,1994,Burton,,,,yes,
SENDIT_ONLY,burton,PJ 7.0,pj 7 0,1994,1994,Burton,,,,yes,
SENDIT_ONLY,burton,Slopestyle,slopestyle,1994,1994,Burton,,,,yes,
SENDIT_ONLY,burton,Stat 5,stat 5,1994,1994,Burton,,,,yes,
SENDIT_ONLY,burton,Stat 6,stat 6,1994,1994,Burton,,,,yes,
SENDIT_ONLY,burton,Twin 64,twin 64,1994,1994,Burton,,,,yes,
SENDIT_ONLY,burton,Air 3.0,air 3 0,1993,1993,Burton,,,,yes,
MATCH,burton,Kelly Slopestyle,kelly slopestyle,1993,1993,Burton,Kelly Slopestyle,,,enrich,
SENDIT_ONLY,burton,PJ 5.6,pj 5 6,1993,1993,Burton,,,,yes,
SENDIT_ONLY,burton,PJ 6.3,pj 6 3,1993,1993,Burton,,,,yes,
SENDIT_ONLY,burton,PJ 7.3,pj 7 3,1993,1993,Burton,,,,yes,
SENDIT_ONLY,burton,Air 2.8,air 2 8,1992,1992,Burton,,,,yes,
MATCH,burton,Asym Air,asym air,1992,1992,Burton,Asym Air,,,enrich,
SENDIT_ONLY,burton,Kelly Extreme,kelly extreme,1991,1992,Burton,,,,yes,
SENDIT_ONLY,burton,Micro Kelly,micro kelly,1991,1992,Burton,,,,yes,
SENDIT_ONLY,burton,PJ 5.4,pj 5 4,1992,1992,Burton,,,,yes,
SENDIT_ONLY,burton,PJ 6.2,pj 6 2,1992,1992,Burton,,,,yes,
SENDIT_ONLY,burton,PJ 7.1,pj 7 1,1992,1992,Burton,,,,yes,
SENDIT_ONLY,burton,Air 3,air 3,1991,1991,Burton,,,,yes,
SENDIT_ONLY,burton,Air 5,air 5,1991,1991,Burton,,,,yes,
SENDIT_ONLY,burton,Air 6,air 6,1991,1991,Burton,,,,yes,
SENDIT_ONLY,burton,Burton Air,burton air,1991,1991,Burton,,,,yes,
SENDIT_ONLY,burton,Kelly,kelly,1991,1991,Burton,,,,yes,
SENDIT_ONLY,burton,M5,m5,1990,1991,Burton,,,,yes,
SENDIT_ONLY,burton,M6,m6,1990,1991,Burton,,,,yes,
SENDIT_ONLY,burton,PJ5,pj5,1991,1991,Burton,,,,yes,
SENDIT_ONLY,burton,PJ5s,pj5s,1991,1991,Burton,,,,yes,
SENDIT_ONLY,burton,PJ6,pj6,1991,1991,Burton,,,,yes,
SENDIT_ONLY,burton,PJ7,pj7,1991,1991,Burton,,,,yes,
MATCH,burton,Air,air,1988,1990,Burton,Air,,,enrich,
SENDIT_ONLY,burton,Craig Kelly Mystery Air,craig kelly mystery air,1990,1990,Burton,,,,yes,
SENDIT_ONLY,burton,Free 3,free 3,1990,1990,Burton,,,,yes,
SENDIT_ONLY,burton,Free 5,free 5,1990,1990,Burton,,,,yes,
SENDIT_ONLY,burton,Free 6,free 6,1990,1990,Burton,,,,yes,
SENDIT_ONLY,burton,Kelly Micro Air,kelly micro air,1990,1990,Burton,,,,yes,
SENDIT_ONLY,burton,M8,m8,1990,1990,Burton,,,,yes,
MATCH,burton,PJ,pj,1990,1990,Burton,PJ,sendit earlier than ours (1992),,enrich,
MATCH,burton,Cruise 135,cruise,1989,1989,Burton,Cruise,,,enrich,
MATCH,burton,Mystery Air,mystery air,1989,1989,Burton,Mystery Air,,,enrich,
FUZZY,burton,Safari Comp I,safari comp i,1989,1989,Burton,Safari Comp,"fuzzy to ""Safari Comp""",,no,
FUZZY,burton,Safari Comp II,safari comp ii,1989,1989,Burton,Safari Comp,"fuzzy to ""Safari Comp""",,no,
SENDIT_ONLY,burton,Safari Comp III,safari comp iii,1989,1989,Burton,,,,yes,
MATCH,burton,Cruzer 165,cruzer,1987,1988,Burton,Cruzer,,,enrich,
MATCH,burton,Elite 130,elite,1987,1988,Burton,Elite,,,enrich,
SENDIT_ONLY,burton,Safari 175 Free Riding Stock,safari free riding stock,1988,1988,Burton,,,,yes,
SENDIT_ONLY,burton,Safari 175 Racing Stock,safari racing stock,1988,1988,Burton,,,,yes,
SENDIT_ONLY,burton,Safari 185 Downhill Stock,safari downhill stock,1988,1988,Burton,,,,yes,
MATCH,burton,Woody,woody,1986,1988,Burton,Woody,sendit earlier than ours (1987),,enrich,
SENDIT_ONLY,burton,Express 175,express,1987,1987,Burton,,,,yes,
SENDIT_ONLY,burton,Backhill,backhill,1982,1986,Burton,,,,yes,
FUZZY,burton,Cruiser 165,cruiser,1986,1986,Burton,Cruise,"fuzzy to ""Cruise""",,no,
MATCH,burton,Performer,performer,1983,1986,Burton,Performer,,,enrich,
MATCH,burton,Performer Elite,performer elite,1985,1986,Burton,Performer Elite,,,enrich,
SENDIT_ONLY,burton,Backyard,backyard,1982,1984,Burton,,,,yes,
SENDIT_ONLY,burton,Competition Performer,competition performer,1984,1984,Burton,,,,yes,
FUZZY,burton,Powdergun,powdergun,1983,1983,Burton,Powder Gun,"fuzzy to ""Powder Gun""",,no,
FUZZY,burton,Backhill (BBI),backhill bbi,1979,1981,Burton,Backhill (BB1),"fuzzy to ""Backhill (BB1)""",,no,
MATCH,burton,Backyard (BBII),backyard bbii,1979,1981,Burton,Backyard (BBII),,,enrich,
MATCH,capita,AERONAUT,aeronaut,2026,2026,CAPiTA,Aeronaut,,,enrich,
MATCH,capita,BIRDS OF A FEATHER,birds of a feather,2026,2026,CAPiTA,Birds of a Feather,,,enrich,
SENDIT_ONLY,capita,CHILDREN OF THE GNAR,children of the gnar,2026,2026,CAPiTA,,,,yes,
SENDIT_ONLY,capita,CHILDREN OF THE POW,children of the pow,2026,2026,CAPiTA,,,,yes,
SENDIT_ONLY,capita,D.O.A.,d o a,2026,2026,CAPiTA,,,,yes,
SENDIT_ONLY,capita,D.O.A. 154 Benny Milam LTD,d o a benny milam,2026,2026,CAPiTA,,,,yes,
SENDIT_ONLY,capita,DARK HORSE,dark horse,2026,2026,CAPiTA,,,,yes,
SENDIT_ONLY,capita,Darkhorse 154 Austin Vizz LTD,darkhorse austin vizz,2026,2026,CAPiTA,,,,yes,
MATCH,capita,INDOOR SURVIVAL,indoor survival,2026,2026,CAPiTA,Indoor Survival,,,enrich,
SENDIT_ONLY,capita,JESS KIMURA MINI,jess kimura,2026,2026,CAPiTA,,,,yes,
MATCH,capita,KAZU KOKUBO PRO,kazu kokubo pro,2026,2026,CAPiTA,Kazu Kokubo Pro,,,enrich,
MATCH,capita,MEGA DEATH,mega death,2026,2026,CAPiTA,Mega Death,,,enrich,
SENDIT_ONLY,capita,MEGA MERC,mega merc,2026,2026,CAPiTA,,,,yes,
SENDIT_ONLY,capita,MEGA SPLIT,mega,2026,2026,CAPiTA,,,,yes,
MATCH,capita,MERCURY,mercury,2026,2026,CAPiTA,Mercury,,,enrich,
SENDIT_ONLY,capita,MIA BROOKES PRO,mia brookes pro,2026,2026,CAPiTA,,,,yes,
SENDIT_ONLY,capita,MICRO MINI,micro,2026,2026,CAPiTA,,,,yes,
SENDIT_ONLY,capita,Navigator 158 Miles Fallon LTD,navigator miles fallon,2026,2026,CAPiTA,,,,yes,
MATCH,capita,NAVIGATOR SPLIT,navigator,2026,2026,CAPiTA,Navigator,,,enrich,
SENDIT_ONLY,capita,NAVIGATOR WMN SPLIT,navigator wmn,2026,2026,CAPiTA,,,,yes,
MATCH,capita,OUTERSPACE LIVING,outerspace living,2026,2026,CAPiTA,Outerspace Living,,,enrich,
MATCH,capita,PARADISE,paradise,2026,2026,CAPiTA,Paradise,,,enrich,
SENDIT_ONLY,capita,PATHFINDER,pathfinder,2026,2026,CAPiTA,,,,yes,
SENDIT_ONLY,capita,SB POWDER GLIDER,sb powder glider,2026,2026,CAPiTA,,,,yes,
SENDIT_ONLY,capita,SB POWDER RACERS,sb powder racers,2026,2026,CAPiTA,,,,yes,
SENDIT_ONLY,capita,SB POWDER TWIN,sb powder twin,2026,2026,CAPiTA,,,,yes,
SENDIT_ONLY,capita,SB RESORT TWIN,sb resort twin,2026,2026,CAPiTA,,,,yes,
SENDIT_ONLY,capita,SB SLUSH SLASHERS,sb slush slashers,2026,2026,CAPiTA,,,,yes,
FUZZY,capita,SB STAIRMASTER,sb stairmaster,2026,2026,CAPiTA,Stairmaster,"fuzzy to ""Stairmaster""",,no,
SENDIT_ONLY,capita,SCOTT STEVENS MINI,scott stevens,2026,2026,CAPiTA,,,,yes,
MATCH,capita,SPACE METAL FANTASY,space metal fantasy,2026,2026,CAPiTA,Space Metal Fantasy,,,enrich,
FUZZY,capita,SUPER D.O.A.,super d o a,2026,2026,CAPiTA,Super DOA,"fuzzy to ""Super DOA""",,no,
FUZZY,capita,THE BLACK SNOWBOARD OF DEATH,the black snowboard of death,2026,2026,CAPiTA,Black Snowboard of Death,"fuzzy to ""Black Snowboard of Death""",,no,
SENDIT_ONLY,capita,THE EQUALIZER BY JESS KIMURA,the equalizer by jess kimura,2026,2026,CAPiTA,,,,yes,
SENDIT_ONLY,capita,THE MATRIARCH,the matriarch,2026,2026,CAPiTA,,,,yes,
SENDIT_ONLY,capita,THE NAVIGATOR,the navigator,2026,2026,CAPiTA,,,,yes,
SENDIT_ONLY,capita,THE NAVIGATOR WMN,the navigator wmn,2026,2026,CAPiTA,,,,yes,
MATCH,capita,ULTRAFEAR,ultrafear,2026,2026,CAPiTA,Ultrafear,,,enrich,
SENDIT_ONLY,cardiff,Bonsai Enduro Classic,bonsai enduro classic,2026,2026,Cardiff,,,,yes,
SENDIT_ONLY,cardiff,Crane Enduro,crane enduro,2025,2026,Cardiff,,,,yes,
SENDIT_ONLY,cardiff,Crane Pro Carbon Splitboard,crane pro,2026,2026,Cardiff,,,,yes,
SENDIT_ONLY,cardiff,Goat Enduro,goat enduro,2025,2026,Cardiff,,,,yes,
MATCH,cardiff,Goat Pro Carbon,goat,2026,2026,Cardiff,Goat,,,enrich,
SENDIT_ONLY,cardiff,Goat Pro Carbon Splitboard,goat pro,2026,2026,Cardiff,,,,yes,
MATCH,cardiff,Lynx,lynx,2026,2026,Cardiff,Lynx,,,enrich,
SENDIT_ONLY,cardiff,Powgoda Enduro,powgoda enduro,2026,2026,Cardiff,,,,yes,
MATCH,cardiff,Powgoda Pro Carbon,powgoda,2026,2026,Cardiff,Powgoda,,,enrich,
SENDIT_ONLY,cardiff,Powgoda Pro Carbon Splitboard,powgoda pro,2025,2026,Cardiff,,,,yes,
SENDIT_ONLY,cardiff,Swell Enduro,swell enduro,2025,2026,Cardiff,,,,yes,
SENDIT_ONLY,cardiff,The Skiff,the skiff,2026,2026,Cardiff,,,,yes,
SENDIT_ONLY,cardiff,Bonsai Enduro,bonsai enduro,2025,2025,Cardiff,,,,yes,
SENDIT_ONLY,cardiff,Trickshaw,trickshaw,2025,2025,Cardiff,,,,yes,
BRAND_NEW,chimera,Hermit 165W,hermit,2026,2026,,,brand not in v0.2,,no,
BRAND_NEW,chimera,Sceptre,sceptre,2026,2026,,,brand not in v0.2,,no,
BRAND_NEW,chimera,Sceptre Guide Series,sceptre guide,2026,2026,,,brand not in v0.2,,no,
BRAND_NEW,chimera,Shop Rat,shop rat,2026,2026,,,brand not in v0.2,,no,
BRAND_NEW,chimera,Shop Rat Guide Series,shop rat guide,2026,2026,,,brand not in v0.2,,no,
BRAND_NEW,chimera,Unicorn Chaser,unicorn chaser,2026,2026,,,brand not in v0.2,,no,
MATCH,coiler,Angrry,angrry,2026,2026,Coiler,Angrry,,,enrich,
SENDIT_ONLY,coiler,BX and BX Freeride,bx and bx freeride,2026,2026,Coiler,,,,yes,
MATCH,coiler,CONTRA,contra,2026,2026,Coiler,Contra,,,enrich,
MATCH,coiler,ExtremeCarve,extremecarve,2026,2026,Coiler,ExtremeCarve,,,enrich,
SENDIT_ONLY,coiler,Monster V2,monster v2,2026,2026,Coiler,,,,yes,
MATCH,coiler,Nirvana,nirvana,2026,2026,Coiler,Nirvana,,,enrich,
SENDIT_ONLY,coiler,Stubby V2,stubby v2,2026,2026,Coiler,,,,yes,
MATCH,coiler,VSR AM,vsr am,2026,2026,Coiler,VSR AM,,,enrich,
BRAND_NEW,dope,ALEX STATHIS SIGNATURE SERIES,alex stathis signature,2026,2026,,,brand not in v0.2,,no,
BRAND_NEW,dope,DON WHEELER SIGNATURE SERIES,don wheeler signature,2026,2026,,,brand not in v0.2,,no,
BRAND_NEW,dope,E-MAN ANDERSON SIGNATURE SERIES,e man anderson signature,2026,2026,,,brand not in v0.2,,no,
BRAND_NEW,dope,LAYNE TREETER SIGNATURE SERIES,layne treeter signature,2026,2026,,,brand not in v0.2,,no,
BRAND_NEW,dope,NO FEAR SIGNATURE SERIES,no fear signature,2026,2026,,,brand not in v0.2,,no,
SENDIT_ONLY,dinosaurs-will-die,"Duke, ""Nomad""",duke nomad,2026,2026,Dinosaurs Will Die,,,quoted-graphic,no,
SENDIT_ONLY,dinosaurs-will-die,"Kwon, ""Keenan vs. Keenan""",kwon keenan vs keenan,2026,2026,Dinosaurs Will Die,,,quoted-graphic,no,
SENDIT_ONLY,dinosaurs-will-die,maeT x Captain Jack's,maet x captain jack s,2026,2026,Dinosaurs Will Die,,,collab,no,
SENDIT_ONLY,dinosaurs-will-die,maeT x The Interior Plain Project,maet x the interior plain project,2026,2026,Dinosaurs Will Die,,,collab,no,
SENDIT_ONLY,dinosaurs-will-die,Pow Reaper x Snowboy,pow reaper x snowboy,2026,2026,Dinosaurs Will Die,,,collab,no,
SENDIT_ONLY,dinosaurs-will-die,"""BilBored"", by Estée Preda",bilbored by estee preda,2025,2025,Dinosaurs Will Die,,,quoted-graphic,no,
SENDIT_ONLY,dinosaurs-will-die,"Brat, ""Checkers""",brat checkers,2025,2025,Dinosaurs Will Die,,,quoted-graphic,no,
SENDIT_ONLY,dinosaurs-will-die,"Darrah, ""Waves""",darrah waves,2025,2025,Dinosaurs Will Die,,,quoted-graphic,no,
SENDIT_ONLY,dinosaurs-will-die,"Holce, ""Bicycle""",holce bicycle,2025,2025,Dinosaurs Will Die,,,quoted-graphic,no,
SENDIT_ONLY,dinosaurs-will-die,"Keenan's Board, ""Y2Keenan""",keenan s board y2keenan,2025,2025,Dinosaurs Will Die,,,quoted-graphic,no,
SENDIT_ONLY,dinosaurs-will-die,maeT x Modest Eyewear,maet x modest eyewear,2025,2025,Dinosaurs Will Die,,,collab,no,
SENDIT_ONLY,dinosaurs-will-die,maeTier x The Impaler,maetier x the impaler,2025,2025,Dinosaurs Will Die,,,collab,no,
SENDIT_ONLY,dinosaurs-will-die,"NeverNot, ""Fireball""",nevernot fireball,2025,2025,Dinosaurs Will Die,,,quoted-graphic,no,
SENDIT_ONLY,dinosaurs-will-die,"Perry, ""Timeline""",perry timeline,2025,2025,Dinosaurs Will Die,,,quoted-graphic,no,
SENDIT_ONLY,dinosaurs-will-die,"Pow Reaper, ""Death &""",pow reaper death,2025,2025,Dinosaurs Will Die,,,quoted-graphic,no,
SENDIT_ONLY,dinosaurs-will-die,"Rat, ""Hacker""",rat hacker,2025,2025,Dinosaurs Will Die,,,quoted-graphic,no,
SENDIT_ONLY,dinosaurs-will-die,"Wizard Stick, ""Cellar Dweller""",wizard stick cellar dweller,2025,2025,Dinosaurs Will Die,,,quoted-graphic,no,
SENDIT_ONLY,dinosaurs-will-die,"Darrah, ""Chessboard""",darrah chessboard,2024,2024,Dinosaurs Will Die,,,quoted-graphic,no,
SENDIT_ONLY,dinosaurs-will-die,"Holce, ""Sidewalk""",holce sidewalk,2024,2024,Dinosaurs Will Die,,,quoted-graphic,no,
SENDIT_ONLY,dinosaurs-will-die,"Keenan's Board, ""Battle""",keenan s board battle,2024,2024,Dinosaurs Will Die,,,quoted-graphic,no,
SENDIT_ONLY,dinosaurs-will-die,"NeverNot, ""Dumpster Fire""",nevernot dumpster fire,2024,2024,Dinosaurs Will Die,,,quoted-graphic,no,
SENDIT_ONLY,dinosaurs-will-die,"Perry, ""The Outcome""",perry the outcome,2024,2024,Dinosaurs Will Die,,,quoted-graphic,no,
SENDIT_ONLY,dinosaurs-will-die,"Pow Reaper, ""Pale Horse""",pow reaper pale horse,2024,2024,Dinosaurs Will Die,,,quoted-graphic,no,
