brand,model,first_year,brand_status,confidence,n_sightings,reasons,source_docId,source_url
Capita,Stair Master Extreme,2008,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708
Capita,Supernova,2017,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato_snowboard_katalog1617,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog1617
Capita,The Quiver Killers,2010,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato-snowboardkatalog_0910,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog_0910
Capita,Travis Parker Texas,2007,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato-snowboardkatalog0607,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0607
Capita,Volcom Stone X Pat Moore Pro,2017,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato_snowboard_katalog1617,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog1617
Capita,Warpspeed,2019,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201
DC,EMB,2023,existing-brand,likely,1,MODEL_NEW_CANDIDATE,methodmag_23-product_guide-lo,https://issuu.com/method_magazine/docs/methodmag_23-product_guide-lo
DC,Ikka,2010,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato-snowboardkatalog_0910,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog_0910
DC,Lauri,2010,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato-snowboardkatalog_0910,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog_0910
DC,Media Blitz,2016,existing-brand,likely,3,MODEL_NEW_CANDIDATE,181_boards_guide,https://issuu.com/method_magazine/docs/181_boards_guide
DC,Mega,2016,existing-brand,likely,2,MODEL_NEW_CANDIDATE,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201
DC,Space Echo,2018,existing-brand,likely,1,MODEL_NEW_CANDIDATE,181_boards_guide,https://issuu.com/method_magazine/docs/181_boards_guide
DC,TH,2019,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201
DC,Telegraph,2017,existing-brand,likely,1,MODEL_NEW_CANDIDATE,buyers_guide_17.1_issuu,https://issuu.com/method_magazine/docs/buyers_guide_17.1_issuu
DC,The 156,2019,existing-brand,likely,2,MODEL_NEW_CANDIDATE,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201
Elan,Answer,2005,existing-brand,verified,5,CONFIRMED_UNRESOLVED,blue-tomato-snowboardkatalog0405,
Elan,Artec 1.1,2005,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato-snowboardkatalog0405,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0405
Elan,Artec 1.2,2005,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato-snowboardkatalog0405,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0405
Elan,Artec 2.1,2006,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506
Elan,Artec 2.3,2006,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506
Elan,Artec 3.1,2007,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato-snowboardkatalog0607,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0607
Elan,Artec 3.3,2007,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato-snowboardkatalog0607,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0607
Elan,Artec 4.1,2008,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708
Elan,Artec 4.4,2008,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708
Elan,Artec Team,2007,existing-brand,likely,2,MODEL_NEW_CANDIDATE,blue-tomato-snowboardkatalog0607,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0607
Elan,Ascent,2006,existing-brand,verified,2,CONFIRMED_UNRESOLVED,blue-tomato-snowboard-katalog0506,
Elan,Aurora,2007,existing-brand,verified,4,CONFIRMED_UNRESOLVED,blue-tomato-snowboardkatalog0607,
Elan,Crest,2008,existing-brand,verified,1,CONFIRMED_UNRESOLVED,blue-tomato-snowboardkatalog0708,
Elan,El Grande,2007,existing-brand,verified,4,CONFIRMED_UNRESOLVED,blue-tomato-snowboardkatalog0607,
Elan,Endless,2005,existing-brand,verified,2,CONFIRMED_UNRESOLVED,blue-tomato-snowboardkatalog0405,
Elan,Hifi,2010,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato-snowboardkatalog_0910,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog_0910
Elan,Inverse,2005,existing-brand,verified,6,CONFIRMED_UNRESOLVED,blue-tomato-snowboardkatalog0405,
Elan,LeeLoo,2009,existing-brand,verified,1,CONFIRMED_UNRESOLVED,blue-tomato-snowboardkatalog0809,
Elan,Prodigy,2006,existing-brand,verified,5,CONFIRMED_UNRESOLVED,blue-tomato-snowboard-katalog0506,
Elan,Sense,2006,existing-brand,verified,1,CONFIRMED_UNRESOLVED,blue-tomato-snowboard-katalog0506,
Elan,Trinity,2006,existing-brand,verified,3,CONFIRMED_UNRESOLVED,blue-tomato-snowboard-katalog0506,
Elan,Vertigo,2005,existing-brand,verified,6,CONFIRMED_UNRESOLVED,blue-tomato-snowboardkatalog0405,
Elan,Zena,2009,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato-snowboardkatalog0809,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0809
F2,Airbase,2007,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato-snowboardkatalog0607,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0607
F2,Eagle,2004,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato-snowboardkatalog0405,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0405
F2,El Diablo,2008,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708
F2,Electra,2007,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato-snowboardkatalog0607,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0607
F2,Floater,2007,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato-snowboardkatalog0607,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0607
F2,Gimpl Pro,2005,existing-brand,likely,2,MODEL_NEW_CANDIDATE,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506
F2,Gothic,2005,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato-snowboardkatalog0405,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0405
F2,Legal,2005,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato-snowboardkatalog0405,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0405
F2,Myst,2005,existing-brand,likely,3,MODEL_NEW_CANDIDATE,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506
F2,Random,2006,existing-brand,likely,2,MODEL_NEW_CANDIDATE,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506
F2,Real,2006,existing-brand,likely,2,MODEL_NEW_CANDIDATE,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506
F2,Real Gold,2007,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato-snowboardkatalog0607,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0607
F2,Revo Airbase,2006,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506
F2,Sniper,2005,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato-snowboardkatalog0405,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0405
F2,Sonic,2004,existing-brand,likely,4,MODEL_NEW_CANDIDATE,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506
F2,Speedcross,2006,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506
F2,Speedster GTS,2007,existing-brand,likely,2,MODEL_NEW_CANDIDATE,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201
F2,Speedster SX,2005,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato-snowboardkatalog0405,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0405
F2,Spin Air,2005,existing-brand,likely,3,MODEL_NEW_CANDIDATE,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506
F2,Summit,2006,existing-brand,likely,2,MODEL_NEW_CANDIDATE,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506
Flow,Blackout,2017,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato_snowboard_katalog1617,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog1617
Flow,Chill,2016,existing-brand,likely,2,MODEL_NEW_CANDIDATE,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16
Flow,Rush,2017,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato_snowboard_katalog1617,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog1617
Flow,Viper,2016,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16
Flow,Whiteout,2016,existing-brand,likely,2,MODEL_NEW_CANDIDATE,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16
Forum,Jiblet,2007,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato-snowboardkatalog0607,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0607
Forum,Joni Malmi,2006,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506
GNU,Airblaster Pow,2019,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201
GNU,CHB,2009,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato-snowboardkatalog0809,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0809
GNU,Eco Choice,2017,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato_snowboard_katalog1617,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog1617
GNU,Eco Impossible,2016,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16
GNU,Finsanity,2017,existing-brand,likely,1,MODEL_NEW_CANDIDATE,buyers_guide_17.1_issuu,https://issuu.com/method_magazine/docs/buyers_guide_17.1_issuu
GNU,Forest Bailey Space Case,2017,existing-brand,likely,2,MODEL_NEW_CANDIDATE,buyers_guide_17.1_issuu,https://issuu.com/method_magazine/docs/buyers_guide_17.1_issuu
GNU,Horror Business,2016,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16
GNU,Hyak,2019,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201
GNU,RCC3,2023,existing-brand,likely,1,MODEL_NEW_CANDIDATE,methodmag_23-product_guide-lo,https://issuu.com/method_magazine/docs/methodmag_23-product_guide-lo
GNU,Smart Pickle,2016,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16
GNU,Space Out,2016,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16
Head,Disrupt Flocka,2016,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16
Head,Icon i.,2005,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato-snowboardkatalog0405,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0405
Head,Reveal Rocka,2016,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16
Hot,Blast GS,2005,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato-snowboardkatalog0405,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0405
Hot,Blast SL,2005,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato-snowboardkatalog0405,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0405
Jones,Apollo,2019,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201
K2,Bright Lite,2016,existing-brand,likely,2,MODEL_NEW_CANDIDATE,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16
K2,Daniel Franck Whales,2018,existing-brand,likely,1,MODEL_NEW_CANDIDATE,181_boards_guide,https://issuu.com/method_magazine/docs/181_boards_guide
K2,Split Bean,2019,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201
K2,Spotlite,2017,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato_snowboard_katalog1617,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog1617
Korua,Uber Egg,2023,existing-brand,likely,1,BRAND_NEW,methodmag_23-product_guide-lo,https://issuu.com/method_magazine/docs/methodmag_23-product_guide-lo
Lib Tech,BRD,2023,existing-brand,likely,1,MODEL_NEW_CANDIDATE,methodmag_23-product_guide-lo,https://issuu.com/method_magazine/docs/methodmag_23-product_guide-lo
Lib Tech,Black Pow Speedodeeps,2017,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato_snowboard_katalog1617,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog1617
Lib Tech,Box Knife,2019,existing-brand,likely,2,MODEL_NEW_CANDIDATE,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201
Lib Tech,Dark Knife,2016,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16
Lib Tech,Hot Knife,2016,existing-brand,likely,2,MODEL_NEW_CANDIDATE,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16
Lib Tech,Lost Mayhem Rnf,2019,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201
Lib Tech,Rasman,2025,existing-brand,likely,1,MODEL_NEW_CANDIDATE,method_vol_25-buyersguide-single_pages,https://issuu.com/method_magazine/docs/method_vol_25-buyersguide-single_pages
Lib Tech,Round Nose Fish,2017,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato_snowboard_katalog1617,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog1617
Lib Tech,SK8 Banana,2017,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato_snowboard_katalog1617,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog1617
Lib Tech,Skunk Ultra Ape,2017,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato_snowboard_katalog1617,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog1617
Lib Tech,Stump Ape,2019,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201
Lib Tech,Swiss Knife,2017,existing-brand,likely,2,MODEL_NEW_CANDIDATE,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201
Lib Tech,T-Rice Climax,2017,existing-brand,likely,2,MODEL_NEW_CANDIDATE,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201
Lib Tech,T-Rice Gold Member,2016,existing-brand,likely,2,MODEL_NEW_CANDIDATE,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201
Lib Tech,T-Rice Speedodeeps,2016,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16
Lib Tech,T-Rice Split,2016,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16
Lib Tech,T.Rice Climax,2017,existing-brand,likely,1,MODEL_NEW_CANDIDATE,buyers_guide_17.1_issuu,https://issuu.com/method_magazine/docs/buyers_guide_17.1_issuu
Lib Tech,Travis Rice Pro MTX,2008,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708
Lib Tech,Utility Knife,2017,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato_snowboard_katalog1617,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog1617
Lib Tech,Wingman,2016,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16
Lib Tech,Woodsmith Coho,2017,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato_snowboard_katalog1617,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog1617
Lobster,Artist Edition Danny Larsen,2019,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201
Lobster,Artist Edition Schoph,2019,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201
Lobster,Eiki Board,2016,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16
Lobster,Eiki Helgason Pro,2017,existing-brand,likely,2,MODEL_NEW_CANDIDATE,buyers_guide_17.1_issuu,https://issuu.com/method_magazine/docs/buyers_guide_17.1_issuu
Lobster,Halldor Helgason Pro,2017,existing-brand,likely,2,MODEL_NEW_CANDIDATE,buyers_guide_17.1_issuu,https://issuu.com/method_magazine/docs/buyers_guide_17.1_issuu
Lobster,Jib,2019,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201
Lobster,Jibb Board,2017,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato_snowboard_katalog1617,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog1617
Lobster,Jibboard,2016,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16
Lobster,Park,2019,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201
Lobster,Park Board,2017,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato_snowboard_katalog1617,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog1617
Lobster,Parkboard,2016,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16
Lobster,The Captain,2016,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16
Never Summer,Chairman X,2016,existing-brand,likely,2,MODEL_NEW_CANDIDATE,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16
Never Summer,Insta/Gator,2018,existing-brand,likely,1,MODEL_NEW_CANDIDATE,181_boards_guide,https://issuu.com/method_magazine/docs/181_boards_guide
Never Summer,Twenty Five X,2017,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato_snowboard_katalog1617,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog1617
Nidecker,Ora,2023,existing-brand,likely,1,MODEL_NEW_CANDIDATE,methodmag_23-product_guide-lo,https://issuu.com/method_magazine/docs/methodmag_23-product_guide-lo
Nitro,Ana Rumiha,2016,existing-brand,likely,2,MODEL_NEW_CANDIDATE,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16
Nitro,Anna Gasser Pro Model,2016,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16
Nitro,Chuck,2016,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16
Nitro,Dark Horse,2005,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato-snowboardkatalog0405,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0405
Nitro,Eero Heads Up,2008,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708
Nitro,Eero Pro Model,2010,existing-brand,likely,2,MODEL_NEW_CANDIDATE,blue-tomato-snowboardkatalog_0910,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog_0910
Nitro,GT Racing,1997,existing-brand,likely,1,MODEL_NEW_CANDIDATE,96-97-consumer-catalog-eng,https://issuu.com/nitrosnowboards/docs/96-97-consumer-catalog-eng
Nitro,Hazard,1997,existing-brand,likely,1,MODEL_NEW_CANDIDATE,96-97-consumer-catalog-eng,https://issuu.com/nitrosnowboards/docs/96-97-consumer-catalog-eng
Nitro,Hazard Grom,1997,existing-brand,likely,1,MODEL_NEW_CANDIDATE,96-97-consumer-catalog-eng,https://issuu.com/nitrosnowboards/docs/96-97-consumer-catalog-eng
Nitro,Misfit League,2007,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato-snowboardkatalog0607,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0607
Nitro,Outback,1997,existing-brand,likely,1,MODEL_NEW_CANDIDATE,96-97-consumer-catalog-eng,https://issuu.com/nitrosnowboards/docs/96-97-consumer-catalog-eng
Nitro,Pantera LX,2007,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato-snowboardkatalog0607,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0607
Nitro,Scorpion,1997,existing-brand,likely,1,MODEL_NEW_CANDIDATE,96-97-consumer-catalog-eng,https://issuu.com/nitrosnowboards/docs/96-97-consumer-catalog-eng
Nitro,Silje Norendal Pro,2017,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato_snowboard_katalog1617,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog1617
Nitro,Sub Zero,2010,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato-snowboardkatalog_0910,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog_0910
Nitro,T1 Legacy,2008,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato-snowboardkatalog0708,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0708
Nitro,Team Art Attack,2007,existing-brand,likely,2,MODEL_NEW_CANDIDATE,blue-tomato-snowboardkatalog0607,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0607
Nitro,Tour,1997,existing-brand,likely,1,MODEL_NEW_CANDIDATE,96-97-consumer-catalog-eng,https://issuu.com/nitrosnowboards/docs/96-97-consumer-catalog-eng
Nitro,V Carbon,1997,existing-brand,likely,1,MODEL_NEW_CANDIDATE,96-97-consumer-catalog-eng,https://issuu.com/nitrosnowboards/docs/96-97-consumer-catalog-eng
Nitro,V Series,1997,existing-brand,likely,1,MODEL_NEW_CANDIDATE,96-97-consumer-catalog-eng,https://issuu.com/nitrosnowboards/docs/96-97-consumer-catalog-eng
Nitro,Voltage,2005,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato-snowboardkatalog0405,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0405
Palmer,Clutch,2005,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato-snowboardkatalog0405,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0405
Palmer,Platinum Freeride DLX,2016,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16
Ride,Algorhythm,2025,existing-brand,likely,1,MODEL_NEW_CANDIDATE,method_vol_25-buyersguide-single_pages,https://issuu.com/method_magazine/docs/method_vol_25-buyersguide-single_pages
Ride,Assym Omg,2016,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16
Ride,Baretta,2016,existing-brand,likely,1,MODEL_NEW_CANDIDATE,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16
