edition_id,discipline,division,division_label,division_age_band,division_class,division_gender,event_name,place,rider_name,nationality,score_or_time,notes,sources,confidence,source_file,citation_status
mt-baker-legendary-banked-slalom--1995,banked-slalom,am,Amateur Men Ages 16-29 (ages 20-29 from 1994-2020),ages 16-29,amateur,men,,1,Drew Peters,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--1995,banked-slalom,am,Women Amateurs Ages 16-29,ages 16-29,amateur,women,,1,Dawn Fidler,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--1995,banked-slalom,groms,Next Gen Ages 11 & Under,ages 11 &,grom,unspecified,,1,Myles Genovese,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--1995,banked-slalom,juniors,Younger Amateurs Ages 16-19,ages 16-19,junior,unspecified,,1,Ryan Rowe,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--1995,banked-slalom,juniors,Juniors Ages 12-15,ages 12-15,junior,unspecified,,1,Cullen Brain,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--1995,banked-slalom,masters,Masters Men Ages 30-39,ages 30-39,masters,men,,1,Luke Edgar,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--1995,banked-slalom,masters,Masters Women Ages 30-39 (ages 30-44 from 1993-2020),ages 30-39,masters,women,,1,Debra Orth,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--1995,banked-slalom,pro,Pro Men All Ages,,pro,men,,1,Terje Haakonsen,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--1995,banked-slalom,pro,Pro Women All Ages,,pro,women,,1,Rachel Deryckx,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--1996,banked-slalom,am,Amateur Men Ages 16-29 (ages 20-29 from 1994-2020),ages 16-29,amateur,men,,1,Akasha Weisgarber,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--1996,banked-slalom,am,Women Amateurs Ages 16-29,ages 16-29,amateur,women,,1,Allison O'Brian,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--1996,banked-slalom,groms,Next Gen Ages 11 & Under,ages 11 &,grom,unspecified,,1,Kenny Neal,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--1996,banked-slalom,juniors,Younger Amateurs Ages 16-19,ages 16-19,junior,unspecified,,1,Kory Klouzer,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--1996,banked-slalom,juniors,Juniors Ages 12-15,ages 12-15,junior,unspecified,,1,Jakob Wilhelmson,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--1996,banked-slalom,masters,Masters Men Ages 30-39,ages 30-39,masters,men,,1,Luke Edgar,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--1996,banked-slalom,masters,Masters Women Ages 30-39 (ages 30-44 from 1993-2020),ages 30-39,masters,women,,1,Debra Orth,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--1996,banked-slalom,pro,Pro Men All Ages,,pro,men,,1,Terje Haakonsen,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--1996,banked-slalom,pro,Pro Women All Ages,,pro,women,,1,Karleen Jeffery,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--1997,banked-slalom,am,Amateur Men Ages 16-29 (ages 20-29 from 1994-2020),ages 16-29,amateur,men,,1,Jode Carlucci,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--1997,banked-slalom,am,Women Amateurs Ages 16-29,ages 16-29,amateur,women,,1,Allison O'Brian,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--1997,banked-slalom,groms,Next Gen Ages 11 & Under,ages 11 &,grom,unspecified,,1,Lucas DeBari,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--1997,banked-slalom,juniors,Younger Amateurs Ages 16-19,ages 16-19,junior,unspecified,,1,Kory Klouzer,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--1997,banked-slalom,juniors,Juniors Ages 12-15,ages 12-15,junior,unspecified,,1,Jakob Wilhelmson,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--1997,banked-slalom,masters,Masters Men Ages 30-39,ages 30-39,masters,men,,1,Jean Nerva,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--1997,banked-slalom,masters,Grand Masters Men Ages 50+,ages 50+,masters,men,,1,Jim Taylor,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--1997,banked-slalom,pro,Pro Men All Ages,,pro,men,,1,Rob Morrow,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--1997,banked-slalom,pro,Pro Women All Ages,,pro,women,,1,Karleen Jeffery,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--1998,banked-slalom,am,Amateur Men Ages 16-29 (ages 20-29 from 1994-2020),ages 16-29,amateur,men,,1,Matt Remine,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--1998,banked-slalom,am,Women Amateurs Ages 16-29,ages 16-29,amateur,women,,1,Jacqui Berg,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--1998,banked-slalom,groms,Next Gen Ages 11 & Under,ages 11 &,grom,unspecified,,1,Shaun White,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--1998,banked-slalom,juniors,Younger Amateurs Ages 16-19,ages 16-19,junior,unspecified,,1,Ryan Kelly,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--1998,banked-slalom,juniors,Juniors Ages 12-15,ages 12-15,junior,unspecified,,1,Javas Lehn,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--1998,banked-slalom,masters,Masters Men Ages 30-39,ages 30-39,masters,men,,1,Jean Nerva,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--1998,banked-slalom,masters,Grand Masters Men Ages 50+,ages 50+,masters,men,,1,Jim Taylor,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--1998,banked-slalom,pro,Pro Men All Ages,,pro,men,,1,Terje Haakonsen,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--1998,banked-slalom,pro,Pro Women All Ages,,pro,women,,1,Karleen Jeffery,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--1999,banked-slalom,am,Amateur Men Ages 16-29 (ages 20-29 from 1994-2020),ages 16-29,amateur,men,,1,J.J. Desormeaux,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--1999,banked-slalom,am,Women Amateurs Ages 16-29,ages 16-29,amateur,women,,1,Natasha Khan,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--1999,banked-slalom,groms,Next Gen Ages 11 & Under,ages 11 &,grom,unspecified,,1,Lucas DeBari,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--1999,banked-slalom,juniors,Younger Amateurs Ages 16-19,ages 16-19,junior,unspecified,,1,Jason Speer,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--1999,banked-slalom,juniors,Juniors Ages 12-15,ages 12-15,junior,unspecified,,1,Jay Kelly,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--1999,banked-slalom,masters,Masters Men Ages 30-39,ages 30-39,masters,men,,1,Dave Wray,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--1999,banked-slalom,masters,Grand Masters Men Ages 50+,ages 50+,masters,men,,1,Jim Taylor,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--1999,banked-slalom,pro,Pro Men All Ages,,pro,men,,1,Matt Goodwill,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--1999,banked-slalom,pro,Pro Women All Ages,,pro,women,,1,Karleen Jeffery,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--2000,banked-slalom,am,Amateur Men Ages 16-29 (ages 20-29 from 1994-2020),ages 16-29,amateur,men,,1,Andy Johnson,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--2000,banked-slalom,am,Women Amateurs Ages 16-29,ages 16-29,amateur,women,,1,Stacy Thomas,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--2000,banked-slalom,groms,Next Gen Ages 11 & Under,ages 11 &,grom,unspecified,,1,Nicky Larson,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--2000,banked-slalom,juniors,Younger Amateurs Ages 16-19,ages 16-19,junior,unspecified,,1,Jason Speer,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--2000,banked-slalom,juniors,Juniors Ages 12-15,ages 12-15,junior,unspecified,,1,Mathieu Crepel,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--2000,banked-slalom,masters,Masters Men Ages 30-39,ages 30-39,masters,men,,1,Garry Pendygrasse,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--2000,banked-slalom,masters,Grand Masters Men Ages 50+,ages 50+,masters,men,,1,Bruce Smith,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--2000,banked-slalom,pro,Pro Men All Ages,,pro,men,,1,Terje Haakonsen,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--2000,banked-slalom,pro,Pro Women All Ages,,pro,women,,1,Victoria Jealouse,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--2001,banked-slalom,am,Amateur Men Ages 16-29 (ages 20-29 from 1994-2020),ages 16-29,amateur,men,,1,Kyle Phillips,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--2001,banked-slalom,am,Women Amateurs Ages 16-29,ages 16-29,amateur,women,,1,Krisi Dill,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--2001,banked-slalom,groms,Next Gen Ages 11 & Under,ages 11 &,grom,unspecified,,1,Roger Carver,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--2001,banked-slalom,juniors,Younger Amateurs Ages 16-19,ages 16-19,junior,unspecified,,1,Blair Habenicht,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--2001,banked-slalom,juniors,Juniors Ages 12-15,ages 12-15,junior,unspecified,,1,Taylor Galt,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--2001,banked-slalom,masters,Masters Men Ages 30-39,ages 30-39,masters,men,,1,Shannon Melhuse,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--2001,banked-slalom,masters,Grand Masters Men Ages 50+,ages 50+,masters,men,,1,Mike Cotes,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--2001,banked-slalom,pro,Pro Men All Ages,,pro,men,,1,Temple Cummins,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--2001,banked-slalom,pro,Pro Women All Ages,,pro,women,,1,Barrett Christy,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--2002,banked-slalom,am,Amateur Men Ages 16-29 (ages 20-29 from 1994-2020),ages 16-29,amateur,men,,1,Bobby Hickman,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--2002,banked-slalom,am,Women Amateurs Ages 16-29,ages 16-29,amateur,women,,1,Mechille Kiss,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--2002,banked-slalom,groms,Next Gen Ages 11 & Under,ages 11 &,grom,unspecified,,1,Blake Eddington,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--2002,banked-slalom,juniors,Younger Amateurs Ages 16-19,ages 16-19,junior,unspecified,,1,Dillon Candelaria,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--2002,banked-slalom,juniors,Juniors Ages 12-15,ages 12-15,junior,unspecified,,1,Lucas DeBari,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--2002,banked-slalom,masters,Pro Men Masters Ages 40-49,ages 40-49,masters,men,,1,Shannon Melhuse,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--2002,banked-slalom,masters,Masters Men Ages 30-39,ages 30-39,masters,men,,1,Mike Cotes,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--2002,banked-slalom,masters,Masters Women Ages 30-39 (ages 30-44 from 1993-2020),ages 30-39,masters,women,,1,Jen Tofte,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--2002,banked-slalom,masters,Grand Masters Men Ages 50+,ages 50+,masters,men,,1,Rob Skala,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--2002,banked-slalom,pro,Pro Men All Ages,,pro,men,,1,Xavier Deleru,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--2002,banked-slalom,pro,Pro Women All Ages,,pro,women,,1,Manuela Pesko,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--2003,banked-slalom,am,Amateur Men Ages 16-29 (ages 20-29 from 1994-2020),ages 16-29,amateur,men,,1,Darin Bryant,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--2003,banked-slalom,am,Women Amateurs Ages 16-29,ages 16-29,amateur,women,,1,Kelsey Galt,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--2003,banked-slalom,groms,Next Gen Ages 11 & Under,ages 11 &,grom,unspecified,,1,Logan Beaulieu,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--2003,banked-slalom,juniors,Younger Amateurs Ages 16-19,ages 16-19,junior,unspecified,,1,Wallace Westfeldt,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--2003,banked-slalom,juniors,Juniors Ages 12-15,ages 12-15,junior,unspecified,,1,Sammy Luebke,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--2003,banked-slalom,masters,Pro Men Masters Ages 40-49,ages 40-49,masters,men,,1,Christian Robertson,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--2003,banked-slalom,masters,Masters Men Ages 30-39,ages 30-39,masters,men,,1,Robert Mann,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--2003,banked-slalom,masters,Masters Women Ages 30-39 (ages 30-44 from 1993-2020),ages 30-39,masters,women,,1,Jen Tofte,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--2003,banked-slalom,masters,Mid Masters Men Ages 40-49,ages 40-49,masters,men,,1,Scott Liska,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--2003,banked-slalom,masters,Grand Masters Men Ages 50+,ages 50+,masters,men,,1,Joe Cummins,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--2003,banked-slalom,pro,Pro Men All Ages,,pro,men,,1,Terje Haakonsen,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--2003,banked-slalom,pro,Pro Women All Ages,,pro,women,,1,Tanja Frieden,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--2004,banked-slalom,am,Amateur Men Ages 16-29 (ages 20-29 from 1994-2020),ages 16-29,amateur,men,,1,Ryan Kelly,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--2004,banked-slalom,am,Women Amateurs Ages 16-29,ages 16-29,amateur,women,,1,Spencer O'Brian,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--2004,banked-slalom,juniors,Younger Amateurs Ages 16-19,ages 16-19,junior,unspecified,,1,Aaron Robinson,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--2004,banked-slalom,juniors,Juniors Ages 12-15,ages 12-15,junior,unspecified,,1,Roger Carver,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--2004,banked-slalom,masters,Pro Men Masters Ages 40-49,ages 40-49,masters,men,,1,Tom Burt,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--2004,banked-slalom,masters,Masters Men Ages 30-39,ages 30-39,masters,men,,1,Jeff Hambelton,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--2004,banked-slalom,masters,Masters Women Ages 30-39 (ages 30-44 from 1993-2020),ages 30-39,masters,women,,1,Dawn Lambert,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--2004,banked-slalom,masters,Mid Masters Men Ages 40-49,ages 40-49,masters,men,,1,Randy Haugen,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--2004,banked-slalom,pro,Pro Men All Ages,,pro,men,,1,Terje Haakonsen,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--2004,banked-slalom,pro,Pro Women All Ages,,pro,women,,1,Stacy Thomas,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--2006,banked-slalom,am,Amateur Men Ages 16-29 (ages 20-29 from 1994-2020),ages 16-29,amateur,men,,1,Skye Allsop,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--2006,banked-slalom,am,Women Amateurs Ages 16-29,ages 16-29,amateur,women,,1,Regina Lind,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--2006,banked-slalom,groms,Next Gen Ages 11 & Under,ages 11 &,grom,unspecified,,1,A.J. Muss,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--2006,banked-slalom,juniors,Younger Amateurs Ages 16-19,ages 16-19,junior,unspecified,,1,Aaron Robinson,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--2006,banked-slalom,juniors,Juniors Ages 12-15,ages 12-15,junior,unspecified,,1,Logan Beaulieu,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--2006,banked-slalom,masters,Pro Men Masters Ages 40-49,ages 40-49,masters,men,,1,Jason Troth,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--2006,banked-slalom,masters,Masters Men Ages 30-39,ages 30-39,masters,men,,1,Brian Bozack,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--2006,banked-slalom,masters,Masters Women Ages 30-39 (ages 30-44 from 1993-2020),ages 30-39,masters,women,,1,Julia Carlson,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--2006,banked-slalom,masters,Mid Masters Men Ages 40-49,ages 40-49,masters,men,,1,Randy Haugen,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--2006,banked-slalom,masters,Grand Masters Men Ages 50+,ages 50+,masters,men,,1,JT Taylor,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--2006,banked-slalom,pro,Pro Men All Ages,,pro,men,,1,Temple Cummins,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--2006,banked-slalom,pro,Pro Women All Ages,,pro,women,,1,Victoria Jealouse,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--2007,banked-slalom,am,Amateur Men Ages 16-29 (ages 20-29 from 1994-2020),ages 16-29,amateur,men,,1,Chris Coralline,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--2007,banked-slalom,am,Women Amateurs Ages 16-29,ages 16-29,amateur,women,,1,Regina Lind,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--2007,banked-slalom,groms,Next Gen Ages 11 & Under,ages 11 &,grom,unspecified,,1,Hanky Kennedy,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--2007,banked-slalom,juniors,Younger Amateurs Ages 16-19,ages 16-19,junior,unspecified,,1,Roger Carver,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--2007,banked-slalom,juniors,Juniors Ages 12-15,ages 12-15,junior,unspecified,,1,Harry Kearney,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--2007,banked-slalom,masters,Pro Men Masters Ages 40-49,ages 40-49,masters,men,,1,Carl Cowtan,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--2007,banked-slalom,masters,Masters Men Ages 30-39,ages 30-39,masters,men,,1,Jeff Caldwell,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--2007,banked-slalom,masters,Masters Women Ages 30-39 (ages 30-44 from 1993-2020),ages 30-39,masters,women,,1,Annie Fast,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--2007,banked-slalom,masters,Mid Masters Men Ages 40-49,ages 40-49,masters,men,,1,Randy Haugen,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--2007,banked-slalom,masters,Grand Masters Men Ages 50+,ages 50+,masters,men,,1,JT Taylor,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--2007,banked-slalom,masters,SUPER MASTERS AGES 60+,ages 60+,masters,unspecified,,1,Larry Freeman,,,"[v0.3 correction: the Honor Roll's masters table renders 7 cells against 8 headers for 18 of its 28 year rows, so the trailing name is shifted one column left. The Mid Masters Women cell is present and empty, which places the omission at Grand Masters Women, making this a Super Masters 60+ win. The archived per-division finals pages for 2008 and 2011 show the same riders in Super Masters, which corroborates the reading.]",https://lbs.mtbaker.us/results/honor-roll/,likely,wave2-baker-grassroots,live-source
mt-baker-legendary-banked-slalom--2007,banked-slalom,pro,Pro Men All Ages,,pro,men,,1,Lucas DeBari,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots,live-source
