edition_id,series_id,year,edition_label,start_date,end_date,venue,city,country,disciplines,status,status_note,notes,sources,confidence,source_file
fis-snowboard-junior-world-championships--2002,fis-snowboard-junior-world-championships,2002,2002 FIS Snowboard Junior World Championships,2002-04-05,2002-04-07,"Ounasvaara, Rovaniemi",Rovaniemi,Finland,parallel-giant-slalom | halfpipe | boardercross,held,,,https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=2002&categorycode=WJC,verified,olympics-fis
fis-snowboard-junior-world-championships--2003,fis-snowboard-junior-world-championships,2003,2003 FIS Snowboard Junior World Championships,2003-02-12,2003-02-15,Prato Nevoso,"Prato Nevoso, Piedmont",Italy,boardercross | halfpipe | parallel-giant-slalom,held,,,https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=2003&categorycode=WJC,verified,olympics-fis
fis-snowboard-junior-world-championships--2004,fis-snowboard-junior-world-championships,2004,2004 FIS Snowboard Junior World Championships,2004-02-11,2004-02-14,Klinovec (CZE) and Oberwiesenthal (GER),Klinovec and Oberwiesenthal,multiple,parallel-giant-slalom | halfpipe | boardercross | big-air,held,,"Split across two neighbouring venues either side of the Czech-German border: Klinovec 11-13 Feb (2xPGS 2xHP), Oberwiesenthal 12-14 Feb (2xSBX 2xBA).",https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=2004&categorycode=WJC,verified,olympics-fis
fis-snowboard-junior-world-championships--2005,fis-snowboard-junior-world-championships,2005,2005 FIS Snowboard Junior World Championships,2005-04-21,2005-04-24,Zermatt,Zermatt,Switzerland,big-air | boardercross | halfpipe | parallel-giant-slalom,held,,,https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=2005&categorycode=WJC,verified,olympics-fis
fis-snowboard-junior-world-championships--2006,fis-snowboard-junior-world-championships,2006,2006 FIS Snowboard Junior World Championships,2006-02-03,2006-02-06,Vivaldi Park,Hongcheon,South Korea,boardercross | halfpipe | big-air | parallel-giant-slalom,held,,,https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=2006&categorycode=WJC,verified,olympics-fis
fis-snowboard-junior-world-championships--2007,fis-snowboard-junior-world-championships,2007,2007 FIS Snowboard Junior World Championships,2007-04-11,2007-04-13,Bad Gastein,Bad Gastein,Austria,boardercross | parallel-giant-slalom | parallel-slalom | big-air,held,,,https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=2007&categorycode=WJC,verified,olympics-fis
fis-snowboard-junior-world-championships--2008,fis-snowboard-junior-world-championships,2008,2008 FIS Snowboard Junior World Championships,2008-03-16,2008-03-23,Chiesa in Valmalenco,"Chiesa in Valmalenco, Lombardy",Italy,slopestyle | halfpipe | big-air | parallel-giant-slalom | parallel-slalom,held,,,https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=2008&categorycode=WJC,verified,olympics-fis
fis-snowboard-junior-world-championships--2009,fis-snowboard-junior-world-championships,2009,2009 FIS Snowboard Junior World Championships,2009-03-01,2009-03-07,Nagano,Nagano,Japan,boardercross | parallel-giant-slalom | parallel-slalom | halfpipe,held,,,https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=2009&categorycode=WJC,verified,olympics-fis
fis-snowboard-junior-world-championships--2010,fis-snowboard-junior-world-championships,2010,2010 FIS Snowboard Junior World Championships,2010-08-20,2010-08-31,Otago,Otago,New Zealand,slopestyle | boardercross | halfpipe | parallel-giant-slalom | parallel-slalom | big-air,held,,"Held in the southern-hemisphere winter, August 2010.",https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=2010&categorycode=WJC,verified,olympics-fis
fis-snowboard-junior-world-championships--2011,fis-snowboard-junior-world-championships,2011,2011 FIS Snowboard Junior World Championships,2011-03-28,2011-04-04,Chiesa in Valmalenco,"Chiesa in Valmalenco, Lombardy",Italy,,held,,,https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=2011&categorycode=WJC,verified,olympics-fis
fis-snowboard-junior-world-championships--2012,fis-snowboard-junior-world-championships,2012,2012 FIS Snowboard Junior World Championships,2012-03-23,2012-04-01,Sierra Nevada,"Sierra Nevada, Andalusia",Spain,boardercross | halfpipe | parallel-giant-slalom | parallel-slalom | slopestyle,held,,,https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=2012&categorycode=WJC,verified,olympics-fis
fis-snowboard-junior-world-championships--2013,fis-snowboard-junior-world-championships,2013,2013 FIS Snowboard Junior World Championships,2013-02-28,2013-03-11,Erzurum,Erzurum,Turkey,halfpipe | parallel-giant-slalom | parallel-slalom | slopestyle | boardercross,held,,,https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=2013&categorycode=WJC,verified,olympics-fis
fis-snowboard-junior-world-championships--2014,fis-snowboard-junior-world-championships,2014,2014 FIS Snowboard Junior World Championships,2014-03-24,2014-04-03,Chiesa in Valmalenco,"Chiesa in Valmalenco, Lombardy",Italy,parallel-giant-slalom | parallel-slalom | halfpipe | slopestyle | big-air | boardercross,held,,,https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=2014&categorycode=WJC,verified,olympics-fis
fis-snowboard-junior-world-championships--2015,fis-snowboard-junior-world-championships,2015,2015 FIS Snowboard Junior World Championships,2015-03-06,2015-03-16,Yabuli,"Yabuli, Heilongjiang",China,,held,,,https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=2015&categorycode=WJC,verified,olympics-fis
fis-snowboard-junior-world-championships--2016,fis-snowboard-junior-world-championships,2016,2016 FIS Snowboard Junior World Championships,2016-03-26,2016-04-06,Seiser Alm (ITA) and Rogla (SLO),Seiser Alm and Rogla,multiple,slopestyle | big-air | parallel-giant-slalom | parallel-slalom | boardercross | team,held,,"Two venues: Seiser Alm 26-30 Mar (2xSS 2xBA), Rogla 2-6 Apr (2xPGS 2xPSL 2xSBX 2xBXT).",https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=2016&categorycode=WJC,verified,olympics-fis
fis-snowboard-junior-world-championships--2017,fis-snowboard-junior-world-championships,2017,2017 FIS Snowboard Junior World Championships,2017-02-18,2017-04-01,"Klinovec (CZE), Laax (SUI), Spindleruv Mlyn (CZE)","Klinovec, Laax, Spindleruv Mlyn",multiple,boardercross | team | parallel-giant-slalom | parallel-slalom | halfpipe | slopestyle | big-air,held,,"Three venues: Klinovec 18-21 Feb (SBX, BXT, PGS, PSL), Laax 20 Mar (HP), Spindleruv Mlyn 29 Mar - 1 Apr (SS, BA).",https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=2017&categorycode=WJC,verified,olympics-fis
fis-snowboard-junior-world-championships--2018,fis-snowboard-junior-world-championships,2018,2018 FIS Snowboard Junior World Championships,2018-08-24,2018-09-06,Cardrona,"Cardrona, Otago",New Zealand,big-air | boardercross | team | slopestyle | halfpipe | parallel-giant-slalom | parallel-slalom,held,,Southern-hemisphere edition. FIS files this event under seasoncode 2018 despite the August/September 2018 dates - flagged as a season-coding quirk rather than a date error.,https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=2018&categorycode=WJC,likely,olympics-fis
fis-snowboard-junior-world-championships--2019,fis-snowboard-junior-world-championships,2019,2019 FIS Snowboard Junior World Championships,2019-01-26,2019-04-14,"Leysin (SUI), Rogla (SLO), Reiteralm (AUT), Klaeppen (SWE)","Leysin, Rogla, Reiteralm, Klaeppen",multiple,,held,,"Four venues: Leysin 26-27 Jan, Rogla 29 Mar - 5 Apr, Reiteralm 31 Mar - 3 Apr, Klaeppen 4-14 Apr. Discipline split per venue not recorded here.",https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=2019&categorycode=WJC,likely,olympics-fis
fis-snowboard-junior-world-championships--2020,fis-snowboard-junior-world-championships,2020,2020 FIS Snowboard Junior World Championships,2020-03-23,2020-04-01,St. Lary (FRA) and Lachtal (AUT),St. Lary and Lachtal,multiple,,unconfirmed,Listed on the FIS calendar but held during the March 2020 COVID-19 shutdown; not confirmed as run.,"Two venues listed on the FIS calendar: St. Lary 23-25 Mar 2020, Lachtal 27 Mar - 1 Apr 2020. Both fall inside the COVID-19 shutdown of European competition; whether they were actually run has NOT been verified. See open_questions.",https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=2020&categorycode=WJC,likely,olympics-fis
fis-snowboard-junior-world-championships--2021,fis-snowboard-junior-world-championships,2021,2021 FIS Snowboard Junior World Championships,2020-12-19,2021-03-28,Lachtal (AUT) and Krasnoyarsk (RUS),Lachtal and Krasnoyarsk,multiple,parallel-giant-slalom | parallel-slalom,held,,"Two venues: Lachtal 19-21 Dec 2020 (parallel events, held in the calendar year before the edition year), Krasnoyarsk 15-28 Mar 2021.",https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=2021&categorycode=WJC,likely,olympics-fis
fis-snowboard-junior-world-championships--2022,fis-snowboard-junior-world-championships,2022,2022 FIS Snowboard Junior World Championships,2022-03-06,2022-04-04,"Leysin (SUI), Veysonnaz (SUI), Chiesa in Valmalenco (ITA)","Leysin, Veysonnaz, Chiesa in Valmalenco",multiple,halfpipe | big-air | slopestyle | boardercross | parallel-giant-slalom | parallel-slalom | team,held,,"Three venues: Leysin 6-13 Mar (HP, BA, SS), Veysonnaz 29 Mar - 1 Apr (SBX), Chiesa in Valmalenco 29 Mar - 4 Apr (PGS, PSL, BXT, PRT).",https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=2022&categorycode=WJC,verified,olympics-fis
fis-snowboard-junior-world-championships--2023,fis-snowboard-junior-world-championships,2023,2023 FIS Snowboard Junior World Championships,2023-03-22,2023-09-08,"Bansko (BUL), Passo San Pellegrino (ITA), Cardrona (NZL)","Bansko, Passo San Pellegrino, Cardrona",multiple,,held,,"Three venues listed under FIS seasoncode 2023: Bansko 22-27 Mar 2023, Passo San Pellegrino 30-31 Mar 2023, Cardrona 28 Aug - 8 Sep 2023. Whether the Cardrona leg belongs to this edition or to the following one is unresolved - see open_questions.",https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=2023&categorycode=WJC,likely,olympics-fis
fis-snowboard-junior-world-championships--2024,fis-snowboard-junior-world-championships,2024,2024 FIS Snowboard Junior World Championships,2024-03-22,2024-04-07,"Lachtal (AUT), Livigno/Mottolino (ITA), Gudauri (GEO)","Lachtal, Livigno, Gudauri",multiple,parallel-giant-slalom | parallel-slalom | team | slopestyle | big-air | boardercross,held,,"Three venues: Lachtal 22-24 Mar (PGS, PSL, PRT), Livigno/Mottolino 22-30 Mar (SS, BA), Gudauri 3-7 Apr (SBX, BXT).",https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=2024&categorycode=WJC,verified,olympics-fis
fis-snowboard-junior-world-championships--2025,fis-snowboard-junior-world-championships,2025,2025 FIS Snowboard Junior World Championships,2025-03-04,2025-04-13,Zakopane/Suche (POL) and Isola 2000 (FRA),Zakopane and Isola 2000,multiple,,held,,"Two venues: Zakopane/Suche 4-6 Mar 2025, Isola 2000 11-13 Apr 2025.",https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=2025&categorycode=WJC,likely,olympics-fis
fis-snowboard-junior-world-championships--2026,fis-snowboard-junior-world-championships,2026,2026 FIS Snowboard Junior World Championships,2026-02-26,2026-03-29,"Calgary (CAN), St. Moritz (SUI), Folgaria (ITA)","Calgary, St. Moritz, Folgaria",multiple,slopestyle | big-air | halfpipe | team | boardercross | parallel-giant-slalom | parallel-slalom,held,,"Three venues: Calgary 26 Feb - 7 Mar (SS, BA, HP, ST), St. Moritz 13-16 Mar (SBX, BXT), Folgaria 27-29 Mar (PGS, PSL, PRT). Most recent edition as of September 2026.",https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=2026&categorycode=WJC,verified,olympics-fis
fis-snowboard-world-championships--1996,fis-snowboard-world-championships,1996,1996 FIS Snowboarding World Championships,1996-01-24,1996-01-28,Lienz,Lienz,Austria,halfpipe | giant-slalom | parallel-slalom,held,,First FIS Snowboard World Championships. FIS calendar entry reads 'Lienz WSC 2xHP 2xGS 2xPSL'.,https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=1996&categorycode=WSC,verified,olympics-fis
fis-snowboard-world-championships--1997,fis-snowboard-world-championships,1997,1997 FIS Snowboarding World Championships,1997-01-21,1997-01-26,San Candido (Innichen),San Candido,Italy,giant-slalom | slalom | halfpipe | parallel-slalom | boardercross,held,,Held in consecutive years with 1996 before the championships settled into a biennial cycle. FIS entry: '2xGS 2xSL 2xHP 2xPSL 2xSBX'.,https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=1997&categorycode=WSC,verified,olympics-fis
fis-snowboard-world-championships--1999,fis-snowboard-world-championships,1999,1999 FIS Snowboarding World Championships,1999-01-12,1999-01-17,Berchtesgaden,Berchtesgaden,Germany,giant-slalom | parallel-giant-slalom | parallel-slalom | halfpipe | boardercross,held,,FIS calendar gives 12-17 Jan 1999; the English Wikipedia article gives 12-19 January. FIS date used here.,https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=1999&categorycode=WSC,verified,olympics-fis
fis-snowboard-world-championships--2001,fis-snowboard-world-championships,2001,2001 FIS Snowboarding World Championships,2001-01-23,2001-01-28,Madonna di Campiglio,Madonna di Campiglio,Italy,giant-slalom | parallel-giant-slalom | parallel-slalom | halfpipe | boardercross,held,,FIS calendar gives 23-28 Jan 2001; English Wikipedia gives 22-28 January. FIS date used here.,https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=2001&categorycode=WSC,verified,olympics-fis
fis-snowboard-world-championships--2003,fis-snowboard-world-championships,2003,2003 FIS Snowboarding World Championships,2003-01-12,2003-01-19,Kreischberg,"Kreischberg, Styria",Austria,parallel-giant-slalom | parallel-slalom | halfpipe | boardercross | big-air,held,,Big air added to the world championship programme. FIS entry: '2xPGS 2xPSL 2xHP 2xSBX BA'.,https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=2003&categorycode=WSC,verified,olympics-fis
fis-snowboard-world-championships--2005,fis-snowboard-world-championships,2005,2005 FIS Snowboarding World Championships,2005-01-15,2005-01-23,Whistler,"Whistler, British Columbia",Canada,boardercross | parallel-giant-slalom | parallel-slalom | halfpipe | big-air,held,,FIS calendar gives 15-23 Jan 2005; English Wikipedia gives 16-22 January. FIS date used here.,https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=2005&categorycode=WSC,verified,olympics-fis
fis-snowboard-world-championships--2007,fis-snowboard-world-championships,2007,2007 FIS Snowboarding World Championships,2007-01-14,2007-01-20,Arosa,Arosa,Switzerland,boardercross | parallel-giant-slalom | parallel-slalom | halfpipe | big-air,held,,,https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=2007&categorycode=WSC,verified,olympics-fis
fis-snowboard-world-championships--2009,fis-snowboard-world-championships,2009,2009 FIS Snowboarding World Championships,2009-01-15,2009-01-25,Gangwon,Gangwon Province,South Korea,boardercross | parallel-giant-slalom | parallel-slalom | halfpipe | big-air,held,,FIS calendar gives 15-25 Jan 2009; English Wikipedia gives 17-24 January. FIS date used here.,https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=2009&categorycode=WSC,verified,olympics-fis
fis-snowboard-world-championships--2011,fis-snowboard-world-championships,2011,2011 FIS Snowboarding World Championships,2011-01-14,2011-01-23,La Molina,"La Molina, Catalonia",Spain,boardercross | halfpipe | parallel-giant-slalom | parallel-slalom | slopestyle | big-air,held,,Slopestyle added to the world championship programme. FIS entry: '2xSBX 2xHP 2xPGS 2xPSL 2xSS BA'.,https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=2011&categorycode=WSC,verified,olympics-fis
fis-snowboard-world-championships--2013,fis-snowboard-world-championships,2013,2013 FIS Snowboarding World Championships,2013-01-17,2013-01-27,Stoneham,"Stoneham-et-Tewkesbury, Quebec",Canada,slopestyle | halfpipe | boardercross | parallel-giant-slalom | parallel-slalom | big-air,held,,FIS calendar gives 17-27 Jan 2013; English Wikipedia gives 18-27 January. FIS date used here.,https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=2013&categorycode=WSC,verified,olympics-fis
fis-snowboard-world-championships--2015,fis-snowboard-world-championships,2015,2015 FIS Snowboarding World Championships,2015-01-15,2015-01-25,Kreischberg,"Kreischberg, Styria",Austria,boardercross | halfpipe | slopestyle | parallel-slalom | parallel-giant-slalom | big-air,held,,First edition run jointly with the FIS Freestyle World Ski Championships.,https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=2015&categorycode=WSC,verified,olympics-fis
fis-snowboard-world-championships--2017,fis-snowboard-world-championships,2017,2017 FIS Snowboarding World Championships,2017-03-07,2017-03-19,Sierra Nevada,"Sierra Nevada, Andalusia",Spain,slopestyle | halfpipe | boardercross | big-air | parallel-giant-slalom | parallel-slalom | team,held,,First world championships held in March rather than January. FIS entry includes BXT (team snowboard cross).,https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=2017&categorycode=WSC,verified,olympics-fis
fis-snowboard-world-championships--2019,fis-snowboard-world-championships,2019,2019 FIS Snowboarding World Championships,2019-01-31,2019-02-10,Park City,"Park City, Utah",United States,boardercross | parallel-giant-slalom | parallel-slalom | big-air | halfpipe | slopestyle | team,held,,FIS lists the host as Park City; English Wikipedia describes the host as Utah (Park City and Solitude). FIS dates 31 Jan - 10 Feb 2019 used here; Wikipedia gives 1-10 February.,https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=2019&categorycode=WSC,verified,olympics-fis
fis-snowboard-world-championships--2021,fis-snowboard-world-championships,2021,2021 FIS Snowboarding World Championships,2021-02-09,2021-03-16,,"Idre Fjall (SWE), Rogla (SLO), Aspen, Colorado (USA)",multiple,boardercross | team | parallel-giant-slalom | parallel-slalom | halfpipe | slopestyle | big-air,held,,"Split across three venues in three countries: snowboard cross and team cross at Idre Fjall, Sweden 9-12 Feb 2021; parallel giant slalom and parallel slalom at Rogla, Slovenia 1-2 Mar 2021; halfpipe, slopestyle and big air at Aspen, USA 7-16 Mar 2021. Start and end dates span the whole championship.",https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=2021&categorycode=WSC,verified,olympics-fis
fis-snowboard-world-championships--2023,fis-snowboard-world-championships,2023,2023 FIS Snowboarding World Championships,2023-02-19,2023-03-05,Bakuriani,Bakuriani,Georgia,parallel-giant-slalom | parallel-slalom | slopestyle | halfpipe | boardercross | big-air | team,held,,FIS calendar gives 19 Feb - 5 Mar 2023; English Wikipedia gives 19 February - 4 March. FIS date used here.,https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=2023&categorycode=WSC,verified,olympics-fis
fis-snowboard-world-championships--2025,fis-snowboard-world-championships,2025,2025 FIS Snowboarding World Championships,2025-03-16,2025-03-30,Engadin,Engadin (St. Moritz region),Switzerland,parallel-giant-slalom | slopestyle | parallel-slalom | big-air | boardercross | halfpipe | team,held,,Most recent completed world championships as of September 2026. FIS calendar gives 16-30 Mar 2025; English Wikipedia gives 18-30 March. FIS date used here.,https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=2025&categorycode=WSC,verified,olympics-fis
fis-snowboard-world-cup--1995,fis-snowboard-world-cup,1995,1994/95 FIS Snowboard World Cup season,1994-11-24,1995-02-26,,,multiple,,held,,"Inaugural season. FIS calendar lists 9 event weekends: Zell am See/Kaprun (AUT), Pitztal (AUT), Les Deux Alpes (FRA), San Candido (ITA), Hindelang-Oberjoch (GER), Alts (JPN), Mt. Bachelor OR (USA), Breckenridge CO (USA), Calgary (CAN). FIS calendar lists 9 World Cup event weekends for this season. Counts are of calendar rows (each row can carry several races) and include any events later cancelled; they have not been reconciled against results actually run. Row represents the whole season, keyed to the season end year, not a single stop.",https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=1995&categorycode=WC,verified,olympics-fis
fis-snowboard-world-cup--1996,fis-snowboard-world-cup,1996,1995/96 FIS Snowboard World Cup season,1995-11-21,1996-03-17,,,multiple,,held,,"FIS calendar lists 16 event weekends across Europe, Japan and North America. FIS calendar lists 16 World Cup event weekends for this season. Counts are of calendar rows (each row can carry several races) and include any events later cancelled; they have not been reconciled against results actually run. Row represents the whole season, keyed to the season end year, not a single stop.",https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=1996&categorycode=WC,verified,olympics-fis
fis-snowboard-world-cup--1997,fis-snowboard-world-cup,1997,1996/97 FIS Snowboard World Cup season,1996-11-23,1997-03-16,,,multiple,,held,,"FIS calendar lists 16 World Cup event weekends for this season. Counts are of calendar rows (each row can carry several races) and include any events later cancelled; they have not been reconciled against results actually run. Row represents the whole season, keyed to the season end year, not a single stop.",https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=1997&categorycode=WC,verified,olympics-fis
fis-snowboard-world-cup--1998,fis-snowboard-world-cup,1998,1997/98 FIS Snowboard World Cup season,1997-11-13,1998-03-14,,,multiple,,held,,"Olympic season (Nagano 1998). FIS calendar lists 15 World Cup event weekends for this season. Counts are of calendar rows (each row can carry several races) and include any events later cancelled; they have not been reconciled against results actually run. Row represents the whole season, keyed to the season end year, not a single stop.",https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=1998&categorycode=WC,verified,olympics-fis
fis-snowboard-world-cup--1999,fis-snowboard-world-cup,1999,1998/99 FIS Snowboard World Cup season,1998-11-13,1999-03-14,,,multiple,,held,,"FIS calendar lists 16 World Cup event weekends for this season. Counts are of calendar rows (each row can carry several races) and include any events later cancelled; they have not been reconciled against results actually run. Row represents the whole season, keyed to the season end year, not a single stop.",https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=1999&categorycode=WC,verified,olympics-fis
fis-snowboard-world-cup--2000,fis-snowboard-world-cup,2000,1999/00 FIS Snowboard World Cup season,1999-11-27,2000-03-18,,,multiple,,held,,"FIS calendar lists 20 World Cup event weekends for this season. Counts are of calendar rows (each row can carry several races) and include any events later cancelled; they have not been reconciled against results actually run. Row represents the whole season, keyed to the season end year, not a single stop.",https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=2000&categorycode=WC,verified,olympics-fis
fis-snowboard-world-cup--2001,fis-snowboard-world-cup,2001,2000/01 FIS Snowboard World Cup season,2000-11-17,2001-03-17,,,multiple,,held,,"FIS calendar lists 20 World Cup event weekends for this season. Counts are of calendar rows (each row can carry several races) and include any events later cancelled; they have not been reconciled against results actually run. Row represents the whole season, keyed to the season end year, not a single stop.",https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=2001&categorycode=WC,verified,olympics-fis
fis-snowboard-world-cup--2002,fis-snowboard-world-cup,2002,2001/02 FIS Snowboard World Cup season,2001-09-06,2002-03-23,,,multiple,,held,,"First season to open in the southern-hemisphere/glacier window in September. Olympic season (Salt Lake City 2002). FIS calendar lists 16 World Cup event weekends for this season. Counts are of calendar rows (each row can carry several races) and include any events later cancelled; they have not been reconciled against results actually run. Row represents the whole season, keyed to the season end year, not a single stop.",https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=2002&categorycode=WC,verified,olympics-fis
fis-snowboard-world-cup--2003,fis-snowboard-world-cup,2003,2002/03 FIS Snowboard World Cup season,2002-09-12,2003-03-16,,,multiple,,held,,"FIS calendar lists 18 World Cup event weekends for this season. Counts are of calendar rows (each row can carry several races) and include any events later cancelled; they have not been reconciled against results actually run. Row represents the whole season, keyed to the season end year, not a single stop.",https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=2003&categorycode=WC,verified,olympics-fis
fis-snowboard-world-cup--2004,fis-snowboard-world-cup,2004,2003/04 FIS Snowboard World Cup season,2003-09-12,2004-03-14,,,multiple,,held,,"Season opened at Valle Nevado (CHI) and closed at Bardonecchia (ITA). FIS calendar lists 23 World Cup event weekends for this season. Counts are of calendar rows (each row can carry several races) and include any events later cancelled; they have not been reconciled against results actually run. Row represents the whole season, keyed to the season end year, not a single stop.",https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=2004&categorycode=WC,verified,olympics-fis
fis-snowboard-world-cup--2005,fis-snowboard-world-cup,2005,2004/05 FIS Snowboard World Cup season,2004-09-16,2005-03-19,,,multiple,,held,,"FIS calendar lists 25 World Cup event weekends for this season. Counts are of calendar rows (each row can carry several races) and include any events later cancelled; they have not been reconciled against results actually run. Row represents the whole season, keyed to the season end year, not a single stop.",https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=2005&categorycode=WC,verified,olympics-fis
fis-snowboard-world-cup--2006,fis-snowboard-world-cup,2006,2005/06 FIS Snowboard World Cup season,2005-09-14,2006-03-19,,,multiple,,held,,"Olympic season (Torino 2006). FIS calendar lists 24 World Cup event weekends for this season. Counts are of calendar rows (each row can carry several races) and include any events later cancelled; they have not been reconciled against results actually run. Row represents the whole season, keyed to the season end year, not a single stop.",https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=2006&categorycode=WC,verified,olympics-fis
fis-snowboard-world-cup--2007,fis-snowboard-world-cup,2007,2006/07 FIS Snowboard World Cup season,2006-10-13,2007-03-18,,,multiple,,held,,"FIS calendar lists 18 World Cup event weekends for this season. Counts are of calendar rows (each row can carry several races) and include any events later cancelled; they have not been reconciled against results actually run. Row represents the whole season, keyed to the season end year, not a single stop.",https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=2007&categorycode=WC,verified,olympics-fis
fis-snowboard-world-cup--2008,fis-snowboard-world-cup,2008,2007/08 FIS Snowboard World Cup season,2007-08-31,2008-03-16,,,multiple,,held,,"FIS calendar lists 26 World Cup event weekends for this season. Counts are of calendar rows (each row can carry several races) and include any events later cancelled; they have not been reconciled against results actually run. Row represents the whole season, keyed to the season end year, not a single stop.",https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=2008&categorycode=WC,verified,olympics-fis
fis-snowboard-world-cup--2009,fis-snowboard-world-cup,2009,2008/09 FIS Snowboard World Cup season,2008-09-06,2009-03-22,,,multiple,,held,,"FIS calendar lists 24 World Cup event weekends for this season. Counts are of calendar rows (each row can carry several races) and include any events later cancelled; they have not been reconciled against results actually run. Row represents the whole season, keyed to the season end year, not a single stop.",https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=2009&categorycode=WC,verified,olympics-fis
fis-snowboard-world-cup--2010,fis-snowboard-world-cup,2010,2009/10 FIS Snowboard World Cup season,2009-08-25,2010-03-21,,,multiple,,held,,"Olympic season (Vancouver 2010). FIS calendar lists 22 World Cup event weekends for this season. Counts are of calendar rows (each row can carry several races) and include any events later cancelled; they have not been reconciled against results actually run. Row represents the whole season, keyed to the season end year, not a single stop.",https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=2010&categorycode=WC,verified,olympics-fis
