id,external_ref,name,series_id,year,start_date,end_date,event_type,description,community_status,catalog_status,catalog_status_note,date_precision,venue_name,city,country,disciplines,sources,confidence
canada-winter-games-snowboarding--2007,canada-winter-games-snowboarding--2007,Snowboarding at the 2007 Canada Winter Games,canada-winter-games-snowboarding,2007,2007,,contest,Games ran 23 February to 10 March 2007; snowboarding shared Mt Sima with alpine and freestyle skiing. First Canada Games held north of 60. Snowboard competition dates and disciplines not sourced.,unverified,held,,year,Mt Sima,Whitehorse,Canada,{},"{""https://en.wikipedia.org/wiki/2007_Canada_Winter_Games""}",likely
canada-winter-games-snowboarding--2011,canada-winter-games-snowboarding--2011,Snowboarding at the 2011 Canada Winter Games,canada-winter-games-snowboarding,2011,2011-02-20,2011-02-25,contest,"Six medal events, men's and women's in each of three disciplines.",verified,held,,day,Ski Martock,Halifax,Canada,"{""parallel-giant-slalom"",""halfpipe"",""boardercross""}","{""https://en.wikipedia.org/wiki/Snowboarding_at_the_2011_Canada_Winter_Games""}",verified
canada-winter-games-snowboarding--2015,canada-winter-games-snowboarding--2015,Snowboarding at the 2015 Canada Winter Games,canada-winter-games-snowboarding,2015,2015,,contest,"Games ran 12 February to 1 March 2015 in Prince George, BC, with snowboarding on the sport programme. Snowboard venue, dates and disciplines not sourced.",unverified,held,,year,,Prince George,Canada,{},"{""https://en.wikipedia.org/wiki/2015_Canada_Winter_Games""}",likely
canada-winter-games-snowboarding--2019,canada-winter-games-snowboarding--2019,Snowboarding at the 2019 Canada Winter Games,canada-winter-games-snowboarding,2019,2019,,contest,Games ran 15 February to 3 March 2019. Snowboarding split between Canyon Ski Resort and WinSport's Canada Olympic Park near Calgary. Snowboard competition dates and disciplines not sourced.,unverified,held,,year,Canyon Ski Resort and WinSport Canada Olympic Park,Red Deer,Canada,{},"{""https://en.wikipedia.org/wiki/2019_Canada_Winter_Games""}",likely
canada-winter-games-snowboarding--2023,canada-winter-games-snowboarding--2023,Snowboarding at the 2023 Canada Winter Games,canada-winter-games-snowboarding,2023,2023,,contest,Games ran 18 February to 5 March 2023 in Prince Edward Island. Snowboarding shared the Brookvale venue with biathlon and cross-country skiing. Snowboard competition dates and disciplines not sourced.,unverified,held,,year,Mark Arendz Provincial Ski Park,Brookvale,Canada,{},"{""https://en.wikipedia.org/wiki/2023_Canada_Winter_Games""}",likely
circuito-bichos--2009,circuito-bichos--2009,Circuito Bichos 2009,circuito-bichos,2009,2009-07-23,2009-09-13,contest,"Four dated rounds: boardercross at Farellones (23 Jul), slopestyle at El Colorado (24 Jul), downhill at Valle Nevado (12 Sep) and slopestyle at Valle Nevado (13 Sep). Under-18 only, in three age categories: Saltamontes, Grillos and Pulgas. Run by Anden alongside the professional Circuito RSS, which had seven confirmed events in 2009.",verified,held,,day,,,Chile,"{""boardercross"",""slopestyle"",""downhill""}","{""https://www.worldsnowboardfederation.org/chile-snowboard-events-2009/""}",verified
dirksen-derby--2007,dirksen-derby--2007,Dirksen Derby 1,dirksen-derby,2007,2007-12-01,2007-12-01,contest,"Total racers: 35. First edition, postponed twice before running on December 1, 2007. The organiser's history page gives 35 racers; the Bend Source reports 58 racers and $1,160 raised for Tyler Eklund - sources disagree.",verified,held,,day,Mt. Bachelor,"Bend, Oregon",USA,"{""banked-slalom""}","{""https://www.dirksenderby.com/Race/DirksenDerby/Page-23"",""https://www.dirksenderby.com/Race/DirksenDerby/Page-10""}",verified
dirksen-derby--2008,dirksen-derby--2008,Dirksen Derby 2,dirksen-derby,2008,2008-12-14,2008-12-14,contest,Total racers: 65. Held on opening day at Mt. Bachelor.,verified,held,,day,Mt. Bachelor,"Bend, Oregon",USA,"{""banked-slalom""}","{""https://www.dirksenderby.com/Race/DirksenDerby/Page-22"",""https://www.dirksenderby.com/Race/DirksenDerby/Page-10""}",verified
dirksen-derby--2009,dirksen-derby--2009,Dirksen Derby 3,dirksen-derby,2009,2009-12-13,2009-12-13,contest,Total racers: 174.,verified,held,,day,Mt. Bachelor,"Bend, Oregon",USA,"{""banked-slalom""}","{""https://www.dirksenderby.com/Race/DirksenDerby/Page-21"",""https://www.dirksenderby.com/Race/DirksenDerby/Page-10""}",verified
dirksen-derby--2010,dirksen-derby--2010,Dirksen Derby 4,dirksen-derby,2010,2010-12-11,2010-12-12,contest,Total racers: 158.,verified,held,,day,Mt. Bachelor,"Bend, Oregon",USA,"{""banked-slalom""}","{""https://www.dirksenderby.com/Race/DirksenDerby/Page-20"",""https://www.dirksenderby.com/Race/DirksenDerby/Page-10""}",verified
dirksen-derby--2011,dirksen-derby--2011,Dirksen Derby 5,dirksen-derby,2011,2011-12-17,2011-12-18,contest,Total racers: 303.,verified,held,,day,Mt. Bachelor,"Bend, Oregon",USA,"{""banked-slalom""}","{""https://www.dirksenderby.com/Race/DirksenDerby/Page-19"",""https://www.dirksenderby.com/Race/DirksenDerby/Page-10""}",verified
dirksen-derby--2012,dirksen-derby--2012,Dirksen Derby 6,dirksen-derby,2012,2012-12-14,2012-12-16,contest,Total racers: 468.,verified,held,,day,"Carousel Chair, Mt. Bachelor","Bend, Oregon",USA,"{""banked-slalom""}","{""https://www.dirksenderby.com/Race/DirksenDerby/Page-18"",""https://www.dirksenderby.com/Race/DirksenDerby/Page-10""}",verified
dirksen-derby--2013,dirksen-derby--2013,Dirksen Derby 7,dirksen-derby,2013,2013-12-13,2013-12-15,contest,Total racers: 473.,verified,held,,day,"Little Pine Chair, Mt. Bachelor","Bend, Oregon",USA,"{""banked-slalom""}","{""https://www.dirksenderby.com/Race/DirksenDerby/Page-17"",""https://www.dirksenderby.com/Race/DirksenDerby/Page-10""}",verified
dirksen-derby--2014,dirksen-derby--2014,Dirksen Derby 8,dirksen-derby,2014,2014-12-12,2014-12-14,contest,Total racers: 498.,verified,held,,day,Mt. Bachelor,"Bend, Oregon",USA,"{""banked-slalom""}","{""https://www.dirksenderby.com/Race/DirksenDerby/Page-16"",""https://www.dirksenderby.com/Race/DirksenDerby/Page-10""}",verified
dirksen-derby--2015,dirksen-derby--2015,Dirksen Derby 9,dirksen-derby,2015,2015-12-11,2015-12-13,contest,Total racers: 607.,verified,held,,day,"Carousel Chair, Mt. Bachelor","Bend, Oregon",USA,"{""banked-slalom""}","{""https://www.dirksenderby.com/Race/DirksenDerby/Page-15"",""https://www.dirksenderby.com/Race/DirksenDerby/Page-10""}",verified
dirksen-derby--2017-b,dirksen-derby--2017-b,Dirksen Derby 10,dirksen-derby,2017,2017-12-15,2017-12-17,contest,Total racers: 540. No numbered Dirksen Derby ran in December 2016; the Dirksen Derby Night Session at Hoodoo in March 2017 sits between DD9 and DD10 in the organiser's history.,verified,held,,day,"Sunrise Lodge, Mt. Bachelor","Bend, Oregon",USA,"{""banked-slalom""}","{""https://www.dirksenderby.com/Race/DirksenDerby/Page-14"",""https://www.dirksenderby.com/Race/DirksenDerby/Page-10""}",verified
dirksen-derby--2017-a,dirksen-derby--2017-a,Dirksen Derby Night Session,dirksen-derby,2017,2017-03-24,2017-03-25,contest,"A one-off night-racing edition held at Hoodoo, not at Mt. Bachelor, and listed separately from the numbered editions in the organiser's history ('DD NS'). 89 racers. It falls in the 2016-17 season, in which no numbered December Derby was run.",verified,held,,day,Hoodoo Ski Area,"Sisters, Oregon",USA,"{""banked-slalom""}","{""https://www.dirksenderby.com/Race/DirksenDerby/Page-24"",""https://www.dirksenderby.com/Race/DirksenDerby/Page-10""}",verified
dirksen-derby--2018,dirksen-derby--2018,Dirksen Derby 11,dirksen-derby,2018,2018-12-14,2018-12-16,contest,Total racers: 405.,verified,held,,day,"Sunrise Lodge, Mt. Bachelor","Bend, Oregon",USA,"{""banked-slalom""}","{""https://www.dirksenderby.com/Race/DirksenDerby/Page-13"",""https://www.dirksenderby.com/Race/DirksenDerby/Page-10""}",verified
dirksen-derby--2019,dirksen-derby--2019,Dirksen Derby 12,dirksen-derby,2019,2019-12-13,2019-12-15,contest,Total racers: 407.,verified,held,,day,Mt. Bachelor,"Bend, Oregon",USA,"{""banked-slalom""}","{""https://www.dirksenderby.com/Race/DirksenDerby/Page-12"",""https://www.dirksenderby.com/Race/DirksenDerby/Page-10""}",verified
dirksen-derby--2020,dirksen-derby--2020,Dirksen Derby 13,dirksen-derby,2020,2020-11-24,2020-12-18,contest,"Total racers: 83. Run as a virtual event on Instagram over several weeks rather than as a mass-start race weekend, during the COVID-19 pandemic. 83 competitors.",verified,held,,day,Virtual (Instagram),,USA,"{""banked-slalom""}","{""https://www.dirksenderby.com/Race/DirksenDerby/Page-11"",""https://www.dirksenderby.com/Race/DirksenDerby/Page-10""}",verified
dirksen-derby--2021,dirksen-derby--2021,Dirksen Derby 14,dirksen-derby,2021,2021-12-17,2021-12-19,contest,Total racers: 425.,verified,held,,day,"Red Chair, Mt. Bachelor","Bend, Oregon",USA,"{""banked-slalom""}","{""https://www.dirksenderby.com/Race/DirksenDerby/Page-9"",""https://www.dirksenderby.com/Race/DirksenDerby/Page-10""}",verified
dirksen-derby--2022,dirksen-derby--2022,Dirksen Derby 15,dirksen-derby,2022,2022-12-16,2022-12-18,contest,Total racers: 498.,verified,held,,day,"Skyliner Chair, Mt. Bachelor","Bend, Oregon",USA,"{""banked-slalom""}","{""https://www.dirksenderby.com/Race/DirksenDerby/Page-8"",""https://www.dirksenderby.com/Race/DirksenDerby/Page-10""}",verified
dirksen-derby--2023,dirksen-derby--2023,Dirksen Derby 16,dirksen-derby,2023,2023-12-15,2023-12-17,contest,Total racers: 503.,verified,held,,day,"The Cone / Ed's Garden, Mt. Bachelor","Bend, Oregon",USA,"{""banked-slalom""}","{""https://www.dirksenderby.com/Race/DirksenDerby/Page-27"",""https://www.dirksenderby.com/Race/DirksenDerby/Page-10""}",verified
dirksen-derby--2024,dirksen-derby--2024,Dirksen Derby 17,dirksen-derby,2024,2024-12-20,2024-12-22,contest,Total racers: 499.,verified,held,,day,"Lower Flying Dutchman (Old Family Cross), Mt. Bachelor","Bend, Oregon",USA,"{""banked-slalom""}","{""https://www.dirksenderby.com/Race/DirksenDerby/Page-28"",""https://www.dirksenderby.com/Race/DirksenDerby/Page-10""}",verified
dirksen-derby--2025,dirksen-derby--2025,Dirksen Derby 18,dirksen-derby,2025,2025-12-19,2025-12-21,contest,"Over 500 participants across 24 divisions, ages 6 to 76, including elite, yogi, mini-shred and 'older & wiser' categories. Held on Mt. Bachelor's lower mountain.",unverified,held,,day,Mt. Bachelor,"Bend, Oregon",USA,"{""banked-slalom""}","{""https://bendmagazine.com/event/dirksen-derby-18-snowboard-rally-race/2025-12-21/"",""https://www.dirksenderby.com/Race/DirksenDerby/Page-10""}",likely
european-world-snowboarding-championships--1987,european-world-snowboarding-championships--1987,1987 European World Snowboarding Championships,european-world-snowboarding-championships,1987,1987-01,1987-01,contest,"Sources say only that 'Europeans host their own World Championships in January at Livigno, Italy and St. Moritz, Switzerland.' It is not clear from any source opened whether this was one championship split across two venues or two separate events. No dates, no format and no podium found.",unverified,held,,month,Livigno / St. Moritz,,multiple,{},"{""https://www.snowboarder.com/news/snowboard-history-timeline-part-21980s"",""https://www.carvers.it/storia-inglese/"",""https://snowboarding8090.com/history/""}",likely
fis-snowboard-junior-world-championships--1997,fis-snowboard-junior-world-championships--1997,1997 FIS Snowboard Junior World Championships,fis-snowboard-junior-world-championships,1997,1997-02-22,1997-02-23,contest,First FIS Snowboard Junior World Championships. FIS entry '2xGS 2xHP'.,verified,held,,day,Corno alle Scale,"Corno alle Scale, Emilia-Romagna",Italy,"{""giant-slalom"",""halfpipe""}","{""https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=1997&categorycode=WJC""}",verified
fis-snowboard-junior-world-championships--1998,fis-snowboard-junior-world-championships--1998,1998 FIS Snowboard Junior World Championships,fis-snowboard-junior-world-championships,1998,1998-01-24,1998-01-25,contest,,verified,held,,day,Chamrousse,Chamrousse,France,"{""giant-slalom"",""halfpipe""}","{""https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=1998&categorycode=WJC""}",verified
fis-snowboard-junior-world-championships--1999,fis-snowboard-junior-world-championships--1999,1999 FIS Snowboard Junior World Championships,fis-snowboard-junior-world-championships,1999,1999-02-27,1999-02-28,contest,,verified,held,,day,Seiser Alm,Seiser Alm / Alpe di Siusi,Italy,"{""parallel-giant-slalom"",""halfpipe""}","{""https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=1999&categorycode=WJC""}",verified
fis-snowboard-junior-world-championships--2000,fis-snowboard-junior-world-championships--2000,2000 FIS Snowboard Junior World Championships,fis-snowboard-junior-world-championships,2000,2000-02-10,2000-02-13,contest,,verified,held,,day,Berchtesgaden,Berchtesgaden,Germany,"{""parallel-giant-slalom"",""halfpipe"",""parallel-slalom""}","{""https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=2000&categorycode=WJC""}",verified
fis-snowboard-junior-world-championships--2001,fis-snowboard-junior-world-championships--2001,2001 FIS Snowboard Junior World Championships,fis-snowboard-junior-world-championships,2001,2001-03-08,2001-03-10,contest,,verified,held,,day,Nassfeld-Hermagor,Nassfeld / Hermagor,Austria,"{""parallel-giant-slalom"",""parallel-slalom"",""halfpipe""}","{""https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=2001&categorycode=WJC""}",verified
fis-snowboard-junior-world-championships--2002,fis-snowboard-junior-world-championships--2002,2002 FIS Snowboard Junior World Championships,fis-snowboard-junior-world-championships,2002,2002-04-05,2002-04-07,contest,,verified,held,,day,"Ounasvaara, Rovaniemi",Rovaniemi,Finland,"{""parallel-giant-slalom"",""halfpipe"",""boardercross""}","{""https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=2002&categorycode=WJC""}",verified
fis-snowboard-junior-world-championships--2003,fis-snowboard-junior-world-championships--2003,2003 FIS Snowboard Junior World Championships,fis-snowboard-junior-world-championships,2003,2003-02-12,2003-02-15,contest,,verified,held,,day,Prato Nevoso,"Prato Nevoso, Piedmont",Italy,"{""boardercross"",""halfpipe"",""parallel-giant-slalom""}","{""https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=2003&categorycode=WJC""}",verified
fis-snowboard-junior-world-championships--2004,fis-snowboard-junior-world-championships--2004,2004 FIS Snowboard Junior World Championships,fis-snowboard-junior-world-championships,2004,2004-02-11,2004-02-14,contest,"Split across two neighbouring venues either side of the Czech-German border: Klinovec 11-13 Feb (2xPGS 2xHP), Oberwiesenthal 12-14 Feb (2xSBX 2xBA).",verified,held,,day,Klinovec (CZE) and Oberwiesenthal (GER),Klinovec and Oberwiesenthal,multiple,"{""parallel-giant-slalom"",""halfpipe"",""boardercross"",""big-air""}","{""https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=2004&categorycode=WJC""}",verified
fis-snowboard-junior-world-championships--2005,fis-snowboard-junior-world-championships--2005,2005 FIS Snowboard Junior World Championships,fis-snowboard-junior-world-championships,2005,2005-04-21,2005-04-24,contest,,verified,held,,day,Zermatt,Zermatt,Switzerland,"{""big-air"",""boardercross"",""halfpipe"",""parallel-giant-slalom""}","{""https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=2005&categorycode=WJC""}",verified
fis-snowboard-junior-world-championships--2006,fis-snowboard-junior-world-championships--2006,2006 FIS Snowboard Junior World Championships,fis-snowboard-junior-world-championships,2006,2006-02-03,2006-02-06,contest,,verified,held,,day,Vivaldi Park,Hongcheon,South Korea,"{""boardercross"",""halfpipe"",""big-air"",""parallel-giant-slalom""}","{""https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=2006&categorycode=WJC""}",verified
fis-snowboard-junior-world-championships--2007,fis-snowboard-junior-world-championships--2007,2007 FIS Snowboard Junior World Championships,fis-snowboard-junior-world-championships,2007,2007-04-11,2007-04-13,contest,,verified,held,,day,Bad Gastein,Bad Gastein,Austria,"{""boardercross"",""parallel-giant-slalom"",""parallel-slalom"",""big-air""}","{""https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=2007&categorycode=WJC""}",verified
fis-snowboard-junior-world-championships--2008,fis-snowboard-junior-world-championships--2008,2008 FIS Snowboard Junior World Championships,fis-snowboard-junior-world-championships,2008,2008-03-16,2008-03-23,contest,,verified,held,,day,Chiesa in Valmalenco,"Chiesa in Valmalenco, Lombardy",Italy,"{""slopestyle"",""halfpipe"",""big-air"",""parallel-giant-slalom"",""parallel-slalom""}","{""https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=2008&categorycode=WJC""}",verified
fis-snowboard-junior-world-championships--2009,fis-snowboard-junior-world-championships--2009,2009 FIS Snowboard Junior World Championships,fis-snowboard-junior-world-championships,2009,2009-03-01,2009-03-07,contest,,verified,held,,day,Nagano,Nagano,Japan,"{""boardercross"",""parallel-giant-slalom"",""parallel-slalom"",""halfpipe""}","{""https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=2009&categorycode=WJC""}",verified
fis-snowboard-junior-world-championships--2010,fis-snowboard-junior-world-championships--2010,2010 FIS Snowboard Junior World Championships,fis-snowboard-junior-world-championships,2010,2010-08-20,2010-08-31,contest,"Held in the southern-hemisphere winter, August 2010.",verified,held,,day,Otago,Otago,New Zealand,"{""slopestyle"",""boardercross"",""halfpipe"",""parallel-giant-slalom"",""parallel-slalom"",""big-air""}","{""https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=2010&categorycode=WJC""}",verified
fis-snowboard-junior-world-championships--2011,fis-snowboard-junior-world-championships--2011,2011 FIS Snowboard Junior World Championships,fis-snowboard-junior-world-championships,2011,2011-03-28,2011-04-04,contest,,verified,held,,day,Chiesa in Valmalenco,"Chiesa in Valmalenco, Lombardy",Italy,{},"{""https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=2011&categorycode=WJC""}",verified
fis-snowboard-junior-world-championships--2012,fis-snowboard-junior-world-championships--2012,2012 FIS Snowboard Junior World Championships,fis-snowboard-junior-world-championships,2012,2012-03-23,2012-04-01,contest,,verified,held,,day,Sierra Nevada,"Sierra Nevada, Andalusia",Spain,"{""boardercross"",""halfpipe"",""parallel-giant-slalom"",""parallel-slalom"",""slopestyle""}","{""https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=2012&categorycode=WJC""}",verified
fis-snowboard-junior-world-championships--2013,fis-snowboard-junior-world-championships--2013,2013 FIS Snowboard Junior World Championships,fis-snowboard-junior-world-championships,2013,2013-02-28,2013-03-11,contest,,verified,held,,day,Erzurum,Erzurum,Turkey,"{""halfpipe"",""parallel-giant-slalom"",""parallel-slalom"",""slopestyle"",""boardercross""}","{""https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=2013&categorycode=WJC""}",verified
fis-snowboard-junior-world-championships--2014,fis-snowboard-junior-world-championships--2014,2014 FIS Snowboard Junior World Championships,fis-snowboard-junior-world-championships,2014,2014-03-24,2014-04-03,contest,,verified,held,,day,Chiesa in Valmalenco,"Chiesa in Valmalenco, Lombardy",Italy,"{""parallel-giant-slalom"",""parallel-slalom"",""halfpipe"",""slopestyle"",""big-air"",""boardercross""}","{""https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=2014&categorycode=WJC""}",verified
fis-snowboard-junior-world-championships--2015,fis-snowboard-junior-world-championships--2015,2015 FIS Snowboard Junior World Championships,fis-snowboard-junior-world-championships,2015,2015-03-06,2015-03-16,contest,,verified,held,,day,Yabuli,"Yabuli, Heilongjiang",China,{},"{""https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=2015&categorycode=WJC""}",verified
fis-snowboard-junior-world-championships--2016,fis-snowboard-junior-world-championships--2016,2016 FIS Snowboard Junior World Championships,fis-snowboard-junior-world-championships,2016,2016-03-26,2016-04-06,contest,"Two venues: Seiser Alm 26-30 Mar (2xSS 2xBA), Rogla 2-6 Apr (2xPGS 2xPSL 2xSBX 2xBXT).",verified,held,,day,Seiser Alm (ITA) and Rogla (SLO),Seiser Alm and Rogla,multiple,"{""slopestyle"",""big-air"",""parallel-giant-slalom"",""parallel-slalom"",""boardercross"",""team""}","{""https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=2016&categorycode=WJC""}",verified
fis-snowboard-junior-world-championships--2017,fis-snowboard-junior-world-championships--2017,2017 FIS Snowboard Junior World Championships,fis-snowboard-junior-world-championships,2017,2017-02-18,2017-04-01,contest,"Three venues: Klinovec 18-21 Feb (SBX, BXT, PGS, PSL), Laax 20 Mar (HP), Spindleruv Mlyn 29 Mar - 1 Apr (SS, BA).",verified,held,,day,"Klinovec (CZE), Laax (SUI), Spindleruv Mlyn (CZE)","Klinovec, Laax, Spindleruv Mlyn",multiple,"{""boardercross"",""team"",""parallel-giant-slalom"",""parallel-slalom"",""halfpipe"",""slopestyle"",""big-air""}","{""https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=2017&categorycode=WJC""}",verified
fis-snowboard-junior-world-championships--2018,fis-snowboard-junior-world-championships--2018,2018 FIS Snowboard Junior World Championships,fis-snowboard-junior-world-championships,2018,2018-08-24,2018-09-06,contest,Southern-hemisphere edition. FIS files this event under seasoncode 2018 despite the August/September 2018 dates - flagged as a season-coding quirk rather than a date error.,unverified,held,,day,Cardrona,"Cardrona, Otago",New Zealand,"{""big-air"",""boardercross"",""team"",""slopestyle"",""halfpipe"",""parallel-giant-slalom"",""parallel-slalom""}","{""https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=2018&categorycode=WJC""}",likely
fis-snowboard-junior-world-championships--2019,fis-snowboard-junior-world-championships--2019,2019 FIS Snowboard Junior World Championships,fis-snowboard-junior-world-championships,2019,2019-01-26,2019-04-14,contest,"Four venues: Leysin 26-27 Jan, Rogla 29 Mar - 5 Apr, Reiteralm 31 Mar - 3 Apr, Klaeppen 4-14 Apr. Discipline split per venue not recorded here.",unverified,held,,day,"Leysin (SUI), Rogla (SLO), Reiteralm (AUT), Klaeppen (SWE)","Leysin, Rogla, Reiteralm, Klaeppen",multiple,{},"{""https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=2019&categorycode=WJC""}",likely
fis-snowboard-junior-world-championships--2020,fis-snowboard-junior-world-championships--2020,2020 FIS Snowboard Junior World Championships,fis-snowboard-junior-world-championships,2020,2020-03-23,2020-04-01,contest,"Two venues listed on the FIS calendar: St. Lary 23-25 Mar 2020, Lachtal 27 Mar - 1 Apr 2020. Both fall inside the COVID-19 shutdown of European competition; whether they were actually run has NOT been verified. See open_questions.",unverified,unconfirmed,Listed on the FIS calendar but held during the March 2020 COVID-19 shutdown; not confirmed as run.,day,St. Lary (FRA) and Lachtal (AUT),St. Lary and Lachtal,multiple,{},"{""https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=2020&categorycode=WJC""}",likely
fis-snowboard-junior-world-championships--2021,fis-snowboard-junior-world-championships--2021,2021 FIS Snowboard Junior World Championships,fis-snowboard-junior-world-championships,2021,2020-12-19,2021-03-28,contest,"Two venues: Lachtal 19-21 Dec 2020 (parallel events, held in the calendar year before the edition year), Krasnoyarsk 15-28 Mar 2021.",unverified,held,,day,Lachtal (AUT) and Krasnoyarsk (RUS),Lachtal and Krasnoyarsk,multiple,"{""parallel-giant-slalom"",""parallel-slalom""}","{""https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=2021&categorycode=WJC""}",likely
fis-snowboard-junior-world-championships--2022,fis-snowboard-junior-world-championships--2022,2022 FIS Snowboard Junior World Championships,fis-snowboard-junior-world-championships,2022,2022-03-06,2022-04-04,contest,"Three venues: Leysin 6-13 Mar (HP, BA, SS), Veysonnaz 29 Mar - 1 Apr (SBX), Chiesa in Valmalenco 29 Mar - 4 Apr (PGS, PSL, BXT, PRT).",verified,held,,day,"Leysin (SUI), Veysonnaz (SUI), Chiesa in Valmalenco (ITA)","Leysin, Veysonnaz, Chiesa in Valmalenco",multiple,"{""halfpipe"",""big-air"",""slopestyle"",""boardercross"",""parallel-giant-slalom"",""parallel-slalom"",""team""}","{""https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=2022&categorycode=WJC""}",verified
fis-snowboard-junior-world-championships--2023,fis-snowboard-junior-world-championships--2023,2023 FIS Snowboard Junior World Championships,fis-snowboard-junior-world-championships,2023,2023-03-22,2023-09-08,contest,"Three venues listed under FIS seasoncode 2023: Bansko 22-27 Mar 2023, Passo San Pellegrino 30-31 Mar 2023, Cardrona 28 Aug - 8 Sep 2023. Whether the Cardrona leg belongs to this edition or to the following one is unresolved - see open_questions.",unverified,held,,day,"Bansko (BUL), Passo San Pellegrino (ITA), Cardrona (NZL)","Bansko, Passo San Pellegrino, Cardrona",multiple,{},"{""https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=2023&categorycode=WJC""}",likely
fis-snowboard-junior-world-championships--2024,fis-snowboard-junior-world-championships--2024,2024 FIS Snowboard Junior World Championships,fis-snowboard-junior-world-championships,2024,2024-03-22,2024-04-07,contest,"Three venues: Lachtal 22-24 Mar (PGS, PSL, PRT), Livigno/Mottolino 22-30 Mar (SS, BA), Gudauri 3-7 Apr (SBX, BXT).",verified,held,,day,"Lachtal (AUT), Livigno/Mottolino (ITA), Gudauri (GEO)","Lachtal, Livigno, Gudauri",multiple,"{""parallel-giant-slalom"",""parallel-slalom"",""team"",""slopestyle"",""big-air"",""boardercross""}","{""https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=2024&categorycode=WJC""}",verified
fis-snowboard-junior-world-championships--2025,fis-snowboard-junior-world-championships--2025,2025 FIS Snowboard Junior World Championships,fis-snowboard-junior-world-championships,2025,2025-03-04,2025-04-13,contest,"Two venues: Zakopane/Suche 4-6 Mar 2025, Isola 2000 11-13 Apr 2025.",unverified,held,,day,Zakopane/Suche (POL) and Isola 2000 (FRA),Zakopane and Isola 2000,multiple,{},"{""https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=2025&categorycode=WJC""}",likely
fis-snowboard-junior-world-championships--2026,fis-snowboard-junior-world-championships--2026,2026 FIS Snowboard Junior World Championships,fis-snowboard-junior-world-championships,2026,2026-02-26,2026-03-29,contest,"Three venues: Calgary 26 Feb - 7 Mar (SS, BA, HP, ST), St. Moritz 13-16 Mar (SBX, BXT), Folgaria 27-29 Mar (PGS, PSL, PRT). Most recent edition as of September 2026.",verified,held,,day,"Calgary (CAN), St. Moritz (SUI), Folgaria (ITA)","Calgary, St. Moritz, Folgaria",multiple,"{""slopestyle"",""big-air"",""halfpipe"",""team"",""boardercross"",""parallel-giant-slalom"",""parallel-slalom""}","{""https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=2026&categorycode=WJC""}",verified
fis-snowboard-world-championships--1996,fis-snowboard-world-championships--1996,1996 FIS Snowboarding World Championships,fis-snowboard-world-championships,1996,1996-01-24,1996-01-28,contest,First FIS Snowboard World Championships. FIS calendar entry reads 'Lienz WSC 2xHP 2xGS 2xPSL'.,verified,held,,day,Lienz,Lienz,Austria,"{""halfpipe"",""giant-slalom"",""parallel-slalom""}","{""https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=1996&categorycode=WSC""}",verified
