model_id,brand_id,brand_name,model_name,first_year,year_basis,last_year,year_note,category,pro_rider,series_or_family,confidence,notes,sources
elan--radon,elan,Elan,Radon,2008,earliest_sourced,2009,Seen on brand site (Wayback) 200709-200812; may predate first snapshot,unknown,,,likely,Site slug 'radon'.,https://web.archive.org/web/200709/http://www.elansnowboards.com/ | https://web.archive.org/web/200812/http://www.elansnowboards.com/
elan--stella,elan,Elan,Stella,2008,earliest_sourced,2009,Seen on brand site (Wayback) 200709-200812; may predate first snapshot,unknown,,,likely,Site slug 'stella'.,https://web.archive.org/web/200709/http://www.elansnowboards.com/ | https://web.archive.org/web/200812/http://www.elansnowboards.com/
elan--tempest,elan,Elan,Tempest,2008,earliest_sourced,2009,Seen on brand site (Wayback) 200709-200812; may predate first snapshot,unknown,,,likely,Site slug 'tempest'.,https://web.archive.org/web/200709/http://www.elansnowboards.com/ | https://web.archive.org/web/200812/http://www.elansnowboards.com/
elan--union,elan,Elan,Union,2008,earliest_sourced,2009,Seen on brand site (Wayback) 200709-200812; may predate first snapshot,unknown,,,likely,Site slug 'union'.,https://web.archive.org/web/200709/http://www.elansnowboards.com/ | https://web.archive.org/web/200812/http://www.elansnowboards.com/
elan--unity,elan,Elan,Unity,2008,earliest_sourced,2009,Seen on brand site (Wayback) 200709-200812; may predate first snapshot,unknown,,,likely,Site slug 'unity'.,https://web.archive.org/web/200709/http://www.elansnowboards.com/ | https://web.archive.org/web/200812/http://www.elansnowboards.com/
elan--xenon,elan,Elan,Xenon,2008,earliest_sourced,2009,Seen on brand site (Wayback) 200709-200812; may predate first snapshot,unknown,,,likely,Site slug 'xenon'. xenon-x variant folded.,https://web.archive.org/web/200709/http://www.elansnowboards.com/ | https://web.archive.org/web/200812/http://www.elansnowboards.com/
elan--hi-fi,elan,Elan,Hi-Fi,2010,earliest_sourced,2011,Confirmed in SnowDB catalog archive for model years 2010-2011 (archive covers 2008-2012 only; run may extend outside that window).,unknown,,,likely,,https://www.snowdb.com/catalog/elan
elan--leeloo,elan,Elan,LeeLoo,2010,earliest_sourced,2012,Confirmed in SnowDB catalog archive for model years 2010-2012 (archive covers 2008-2012 only; run may extend outside that window).,unknown,,,likely,Women's; Leeloo R.,https://www.snowdb.com/catalog/elan
elan--wave-rider,elan,Elan,Wave Rider,2011,earliest_sourced,2012,Confirmed in SnowDB catalog archive for model years 2011-2012 (archive covers 2008-2012 only; run may extend outside that window).,unknown,,,likely,,https://www.snowdb.com/catalog/elan
elan--aero,elan,Elan,Aero,2012,earliest_sourced,2012,Confirmed in SnowDB catalog archive for model years 2012-2012 (archive covers 2008-2012 only; run may extend outside that window).,unknown,,,likely,,https://www.snowdb.com/catalog/elan
elan--r-a-m,elan,Elan,R.A.M.,2012,earliest_sourced,2012,Confirmed in SnowDB catalog archive for model years 2012-2012 (archive covers 2008-2012 only; run may extend outside that window).,unknown,,,likely,,https://www.snowdb.com/catalog/elan
endeavor--bod,endeavor,Endeavor,BOD,2009,introduced,2020,,all-mountain,,,verified,,https://www.shayboarder.com/2008/08/industry-profile-endeavor-snowboards-founder-max-jenke.html | https://thegoodride.com/snowboard-reviews/endeavor-bod-2020-snowboard-review/
endeavor--live,endeavor,Endeavor,Live,2009,introduced,2020,In 2008-09 line per founder interview; last sourced 2020,freestyle,,,verified,Full-camber directional twin.,https://www.shayboarder.com/2008/08/industry-profile-endeavor-snowboards-founder-max-jenke.html | https://thegoodride.com/snowboard-reviews/endeavor-live-2020-snowboard-review/
endeavor--maverick,endeavor,Endeavor,Maverick,2018,introduced,2026,,all-mountain,,,verified,,https://thegoodride.com/snowboard-reviews/endeavor-maverick-2018-2020-snowboard-review/ | https://www.senditdb.com/brands/endeavor
endeavor--scout,endeavor,Endeavor,Scout,2018,introduced,2020,,all-mountain,,,likely,,https://thegoodride.com/snowboard-reviews/endeavor-scout-2018-2020-snowboard-review/
endeavor--archetype,endeavor,Endeavor,Archetype,2020,introduced,2024,,powder,,,likely,Swallowtail; women's version 2024.,https://thegoodride.com/snowboard-reviews/endeavor-archetype-2020-snowboard-review/ | https://thegoodride.com/snowboard-reviews/endeavor-womens-archetype-2024-snowboard-review-by-steph-w/
endeavor--clout,endeavor,Endeavor,Clout,2020,introduced,,Single year sourced,freestyle,,,likely,,https://thegoodride.com/snowboard-reviews/endeavor-clout-2020-snowboard-review/
endeavor--pioneer,endeavor,Endeavor,Pioneer,2020,introduced,,Single year sourced,freeride,,,likely,,https://thegoodride.com/snowboard-reviews/endeavor-pioneer-2020-snowboard-review/
endeavor--ranger,endeavor,Endeavor,Ranger,2020,introduced,,Single year sourced,all-mountain,,,likely,,https://thegoodride.com/snowboard-reviews/endeavor-ranger-2020-snowboard-review/
f2--speedster-rs,f2,F2,Speedster RS,1998,earliest_sourced,2002,"Brand raceboard page (Wayback Jan 2000, MY2000) cites Nagano 1998 Olympic giant slalom gold and silver on the Speedster RS, so the model existed by MY1998; site slug 'SpeedsterRS' seen 200102-200111 (to MY2002)",alpine,,,verified,Race board (giant slalom). Nagano 1998 GS medals per brand page.,https://web.archive.org/web/20000110180826/http://www.f2.com/snowboards/raboards.htm | https://web.archive.org/web/200111/http://www.f2.com/
f2--beamer-tcs,f2,F2,Beamer TCS,2000,earliest_sourced,2001,Listed on brand site (Wayback) for MY2000; slug page 200102 (MY2001),alpine,,,verified,"Listed on the MY2000 raceboards page. Site slug 'BeamerTCS' 200102; the path survey flagged it as possibly a binding, but the brand page lists it among race boards.",https://web.archive.org/web/20000110180826/http://www.f2.com/snowboards/raboards.htm | https://web.archive.org/web/200102/http://www.f2.com/
f2--boxer,f2,F2,Boxer,2000,earliest_sourced,2001,Listed on brand site (Wayback) for MY2000; slug page continues to 200104 (MY2001),powder,,,verified,'Powder gun' on the MY2000 freeride/soul boards page. Site slug 'Boxer' 200005-200104.,https://web.archive.org/web/20000110194437/http://www.f2.com/snowboards/soulbds.htm | https://web.archive.org/web/200104/http://www.f2.com/
f2--cruiser,f2,F2,Cruiser,2000,earliest_sourced,2000,Listed on brand site (Wayback) for MY2000,freeride,,,verified,MY2000 freeride/soul boards page.,https://web.archive.org/web/20000110194437/http://www.f2.com/snowboards/soulbds.htm
f2--duke,f2,F2,Duke,2000,earliest_sourced,2000,Listed on brand site (Wayback) for MY2000,freeride,,,verified,MY2000 freeride/soul boards page.,https://web.archive.org/web/20000110194437/http://www.f2.com/snowboards/soulbds.htm
f2--mic,f2,F2,Mic,2000,earliest_sourced,2000,Listed on brand site (Wayback) for MY2000,kids,,,verified,Kids board on the MY2000 freeride/soul boards page.,https://web.archive.org/web/20000110194437/http://www.f2.com/snowboards/soulbds.htm
f2--speedster-sl,f2,F2,Speedster SL,2000,earliest_sourced,2002,Listed on brand site (Wayback) for MY2000; slug page continues to 200111 (MY2002),alpine,,,verified,Slalom race board. Site slug 'SpeedsterSL' seen 200102-200111.,https://web.archive.org/web/20000110180826/http://www.f2.com/snowboards/raboards.htm | https://web.archive.org/web/200111/http://www.f2.com/
f2--allride,f2,F2,Allride,2001,earliest_sourced,2001,Seen on brand site (Wayback) 200011-200104; may predate,unknown,,,likely,Site slug 'Allride'.,https://web.archive.org/web/200011/http://www.f2.com/ | https://web.archive.org/web/200104/http://www.f2.com/
f2--breezer,f2,F2,Breezer,2001,earliest_sourced,2001,Seen on brand site (Wayback) 200102-200104; may predate,unknown,,,likely,Site slug 'Breezer'.,https://web.archive.org/web/200102/http://www.f2.com/ | https://web.archive.org/web/200104/http://www.f2.com/
f2--carve,f2,F2,Carve,2001,earliest_sourced,2001,Seen on brand site (Wayback) 200102-200102; may predate,unknown,,,likely,Site slug 'Carve'.,https://web.archive.org/web/200102/http://www.f2.com/
f2--crossride,f2,F2,Crossride,2001,earliest_sourced,2002,Seen on brand site (Wayback) 200102-200108; may predate,unknown,,,likely,Site slug 'Crossride'.,https://web.archive.org/web/200102/http://www.f2.com/ | https://web.archive.org/web/200108/http://www.f2.com/
f2--eliminator,f2,F2,Eliminator,2001,earliest_sourced,2026,Seen on brand site (Wayback) 200102-200110; may predate,unknown,,,verified,Site slug 'Eliminator'.,https://web.archive.org/web/200102/http://www.f2.com/ | https://web.archive.org/web/200110/http://www.f2.com/ | https://www.senditdb.com/brands/f2
f2--fatcarve,f2,F2,Fatcarve,2001,earliest_sourced,2001,Seen on brand site (Wayback) 200102-200107; may predate,unknown,,,likely,Site slug 'Fatcarve'.,https://web.archive.org/web/200102/http://www.f2.com/ | https://web.archive.org/web/200107/http://www.f2.com/
f2--glide,f2,F2,Glide,2001,earliest_sourced,2001,Seen on brand site (Wayback) 200102-200107; may predate,unknown,,,likely,Site slug 'Glide'.,https://web.archive.org/web/200102/http://www.f2.com/ | https://web.archive.org/web/200107/http://www.f2.com/
f2--lightglide,f2,F2,Lightglide,2001,earliest_sourced,2002,Seen on brand site (Wayback) 200102-200110; may predate,unknown,,,likely,Site slug 'lightglide'.,https://web.archive.org/web/200102/http://www.f2.com/ | https://web.archive.org/web/200110/http://www.f2.com/
f2--roadster-iii,f2,F2,Roadster III,2001,earliest_sourced,2001,Seen on brand site (Wayback) 200102-200102; may predate,unknown,,,likely,Site slug 'RoadsterIII'. A plain 'roadster' slug follows in 200110-200111 (see Roadster row).,https://web.archive.org/web/200102/http://www.f2.com/
f2--shorty,f2,F2,Shorty,2001,earliest_sourced,2002,Seen on brand site (Wayback) 200102-200108; may predate,unknown,,,likely,Site slug 'Shorty'.,https://web.archive.org/web/200102/http://www.f2.com/ | https://web.archive.org/web/200108/http://www.f2.com/
f2--silberpfeil,f2,F2,Silberpfeil,2001,earliest_sourced,2026,Seen on brand site (Wayback) 200102-200108; may predate,unknown,,,verified,Site slug 'Siberpfeil / Silberpf'. German 'silver arrow'.,https://web.archive.org/web/200102/http://www.f2.com/ | https://web.archive.org/web/200108/http://www.f2.com/ | https://www.senditdb.com/brands/f2
f2--speed-gts,f2,F2,Speed GTS,2001,earliest_sourced,2001,Seen on brand site (Wayback) 200102-200107; may predate,unknown,,,likely,Site slug 'SpeedGTS'.,https://web.archive.org/web/200102/http://www.f2.com/ | https://web.archive.org/web/200107/http://www.f2.com/
f2--speedride,f2,F2,Speedride,2001,earliest_sourced,2002,Seen on brand site (Wayback) 200102-200108; may predate,unknown,,,likely,Site slug 'Speedride'.,https://web.archive.org/web/200102/http://www.f2.com/ | https://web.archive.org/web/200108/http://www.f2.com/
f2--superglide,f2,F2,Superglide,2001,earliest_sourced,2002,Seen on brand site (Wayback) 200102-200111; may predate,unknown,,,likely,Site slug 'Superglide'.,https://web.archive.org/web/200102/http://www.f2.com/ | https://web.archive.org/web/200111/http://www.f2.com/
f2--roadster,f2,F2,Roadster,2002,earliest_sourced,2002,Seen on brand site (Wayback) 200110-200111; may predate,unknown,,,likely,Site slug 'roadster'. Follows the 'RoadsterIII' page of 200102; may be the same family renamed.,https://web.archive.org/web/200110/http://www.f2.com/ | https://web.archive.org/web/200111/http://www.f2.com/
f2--wideglide,f2,F2,Wideglide,2002,earliest_sourced,2002,Seen on brand site (Wayback) 200110-200111; may predate,unknown,,,likely,Site slug 'wideglide'. Glide-family wide board; from the late-2001 slug list.,https://web.archive.org/web/200110/http://www.f2.com/ | https://web.archive.org/web/200111/http://www.f2.com/
fanatic--ultra-boa,fanatic,Fanatic,Ultra Boa,1990,introduced,1990,TWS buyer's guide issue dated Oct of the prior calendar year (Oct 1989 issue = model year 1990).,unknown,,,likely,,https://archive.org/details/tws-89-93
fanatic--ultra-mamba,fanatic,Fanatic,Ultra Mamba,1990,introduced,1990,TWS buyer's guide issue dated Oct of the prior calendar year (Oct 1989 issue = model year 1990).,unknown,,,likely,,https://archive.org/details/tws-89-93
fanatic--ultra-viper,fanatic,Fanatic,Ultra Viper,1990,introduced,1990,TWS buyer's guide issue dated Oct of the prior calendar year (Oct 1989 issue = model year 1990).,unknown,,,likely,,https://archive.org/details/tws-89-93
flite--predator,flite,Flite,Predator,1988,introduced,1990,,freestyle,,,verified,Predator 163 halfpipe/freestyle (paired with Wavehog 153).,https://archive.org/details/ISM-87-91 | https://archive.org/details/tws-89-93
flite--rocket,flite,Flite,Rocket,1988,introduced,1988,ISM buyer's guide (issue for the following winter season).,all-mountain,,,likely,Rocket 140/150 beginner/intermediate.,https://archive.org/details/ISM-87-91
flite--ufo,flite,Flite,UFO,1988,introduced,1990,,alpine,,,verified,"UFO Slalom 160/170, $419 (ISM 1988); still listed 1990.",https://archive.org/details/ISM-87-91 | https://archive.org/details/tws-89-93 | https://www.michigansnowboardmuseum.com/the-neon-era--other-80s-decks.html
flite--wavehog,flite,Flite,Wavehog,1988,introduced,1988,ISM buyer's guide (issue for the following winter season).,freestyle,,,likely,Wavehog 153 halfpipe freestyle board.,https://archive.org/details/ISM-87-91
flite--weapon,flite,Flite,Weapon,1988,introduced,1990,,alpine,,,verified,"Weapon 180/200 GS/downhill board, $439.",https://archive.org/details/ISM-87-91 | https://archive.org/details/tws-89-93
flite--bongo,flite,Flite,Bongo,1990,introduced,1990,TWS buyer's guide issue dated Oct of the prior calendar year (Oct 1989 issue = model year 1990).,freestyle,,,likely,,https://archive.org/details/tws-89-93
flow--lotus,flow,Flow,Lotus,2004,earliest_sourced,2009,Seen on brand site (Wayback) 200310-200808; may predate first snapshot,unknown,,,likely,Site slug 'Lotus'. Women's board.,https://web.archive.org/web/200310/http://www.flow.com/ | https://web.archive.org/web/200808/http://www.flow.com/
flow--diskord,flow,Flow,Diskord,2007,earliest_sourced,2009,Confirmed in SnowDB catalog archive for model years 2008-2009 (archive covers 2008-2012 only; run may extend outside that window). | Seen on brand site (Wayback) 200608-200812; may predate first snapshot,unknown,,,verified,Site slug 'diskord'.,https://www.snowdb.com/catalog/flow | https://web.archive.org/web/200608/http://www.flow.com/ | https://web.archive.org/web/200812/http://www.flow.com/
flow--elation,flow,Flow,Elation,2007,earliest_sourced,2012,Confirmed in SnowDB catalog archive for model years 2008-2012 (archive covers 2008-2012 only; run may extend outside that window). | Seen on brand site (Wayback) 200608-200812; may predate first snapshot,unknown,,,verified,Women's. | Site slug 'elation'.,https://www.snowdb.com/catalog/flow | https://web.archive.org/web/200608/http://www.flow.com/ | https://web.archive.org/web/200812/http://www.flow.com/
flow--infinia,flow,Flow,Infinia,2007,earliest_sourced,2010,Confirmed in SnowDB catalog archive for model years 2008-2010 (archive covers 2008-2012 only; run may extend outside that window). | Seen on brand site (Wayback) 200608-200812; may predate first snapshot,unknown,,,verified,Site slug 'infinia'.,https://www.snowdb.com/catalog/flow | https://web.archive.org/web/200608/http://www.flow.com/ | https://web.archive.org/web/200812/http://www.flow.com/
flow--infinite,flow,Flow,Infinite,2007,earliest_sourced,2012,Confirmed in SnowDB catalog archive for model years 2008-2012 (archive covers 2008-2012 only; run may extend outside that window). | Seen on brand site (Wayback) 200608-200812; may predate first snapshot,unknown,,,verified,"Infinite WX, I-Rock, PopCam variants. | Site slug 'infinite'. infinite-wx (women's) variant 200708-200812 folded.",https://www.snowdb.com/catalog/flow | https://web.archive.org/web/200608/http://www.flow.com/ | https://web.archive.org/web/200812/http://www.flow.com/
flow--micron,flow,Flow,Micron,2007,earliest_sourced,2009,Seen on brand site (Wayback) 200608-200812; may predate first snapshot,kids,,,likely,Site slug 'micron'.,https://web.archive.org/web/200608/http://www.flow.com/ | https://web.archive.org/web/200812/http://www.flow.com/
flow--myriad,flow,Flow,Myriad,2007,earliest_sourced,2012,Confirmed in SnowDB catalog archive for model years 2008-2012 (archive covers 2008-2012 only; run may extend outside that window). | Seen on brand site (Wayback) 200608-200812; may predate first snapshot,unknown,,,verified,Site slug 'myriad'.,https://www.snowdb.com/catalog/flow | https://web.archive.org/web/200608/http://www.flow.com/ | https://web.archive.org/web/200812/http://www.flow.com/
flow--quantum,flow,Flow,Quantum,2007,earliest_sourced,2012,Confirmed in SnowDB catalog archive for model years 2008-2012 (archive covers 2008-2012 only; run may extend outside that window). | Seen on brand site (Wayback) 200608-200812; may predate first snapshot,unknown,,,verified,Site slug 'quantum'.,https://www.snowdb.com/catalog/flow | https://web.archive.org/web/200608/http://www.flow.com/ | https://web.archive.org/web/200812/http://www.flow.com/
flow--solitude,flow,Flow,Solitude,2007,earliest_sourced,2012,Confirmed in SnowDB catalog archive for model years 2008-2012 (archive covers 2008-2012 only; run may extend outside that window). | Seen on brand site (Wayback) 200608-200812; may predate first snapshot,unknown,,,verified,Site slug 'solitude'. solitude-wx (women's) variant 200708-200812 folded.,https://www.snowdb.com/catalog/flow | https://web.archive.org/web/200608/http://www.flow.com/ | https://web.archive.org/web/200812/http://www.flow.com/
flow--strike,flow,Flow,Strike,2007,earliest_sourced,2010,Confirmed in SnowDB catalog archive for model years 2008-2010 (archive covers 2008-2012 only; run may extend outside that window). | Seen on brand site (Wayback) 200608-200812; may predate first snapshot,unknown,,,verified,Site slug 'strike'.,https://www.snowdb.com/catalog/flow | https://web.archive.org/web/200608/http://www.flow.com/ | https://web.archive.org/web/200812/http://www.flow.com/
flow--bliss,flow,Flow,Bliss,2008,earliest_sourced,2012,Confirmed in SnowDB catalog archive for model years 2008-2012 (archive covers 2008-2012 only; run may extend outside that window). | Seen on brand site (Wayback) 200708-200812; may predate first snapshot,unknown,,,verified,Women's. | Site slug 'bliss'.,https://www.snowdb.com/catalog/flow | https://web.archive.org/web/200708/http://www.flow.com/ | https://web.archive.org/web/200812/http://www.flow.com/
flow--era,flow,Flow,Era,2008,earliest_sourced,2012,Confirmed in SnowDB catalog archive for model years 2008-2012 (archive covers 2008-2012 only; run may extend outside that window). | Seen on brand site (Wayback) 200708-200812; may predate first snapshot,unknown,,,verified,Site slug 'era'.,https://www.snowdb.com/catalog/flow | https://web.archive.org/web/200708/http://www.flow.com/ | https://web.archive.org/web/200812/http://www.flow.com/
flow--jewel,flow,Flow,Jewel,2008,earliest_sourced,2012,Confirmed in SnowDB catalog archive for model years 2008-2012 (archive covers 2008-2012 only; run may extend outside that window). | Seen on brand site (Wayback) 200708-200812; may predate first snapshot,unknown,,,verified,Women's. | Site slug 'jewel'.,https://www.snowdb.com/catalog/flow | https://web.archive.org/web/200708/http://www.flow.com/ | https://web.archive.org/web/200812/http://www.flow.com/
flow--merc,flow,Flow,Merc,2008,earliest_sourced,2012,Confirmed in SnowDB catalog archive for model years 2008-2012 (archive covers 2008-2012 only; run may extend outside that window). | Seen on brand site (Wayback) 200708-200812; may predate first snapshot,unknown,,,verified,Name later used by Nidecker (Flow's owner) for a 2026-27 board. | Site slug 'merc'.,https://www.snowdb.com/catalog/flow | https://web.archive.org/web/200708/http://www.flow.com/ | https://web.archive.org/web/200812/http://www.flow.com/
flow--micron-mini,flow,Flow,Micron Mini,2008,earliest_sourced,2012,Confirmed in SnowDB catalog archive for model years 2008-2012 (archive covers 2008-2012 only; run may extend outside that window). | Seen on brand site (Wayback) 200708-200812; may predate first snapshot,kids,,Micron,verified,Site slug 'micron-mini'.,https://www.snowdb.com/catalog/flow | https://web.archive.org/web/200708/http://www.flow.com/ | https://web.archive.org/web/200812/http://www.flow.com/
flow--team,flow,Flow,Team,2008,earliest_sourced,2011,Confirmed in SnowDB catalog archive for model years 2008-2011 (archive covers 2008-2012 only; run may extend outside that window).,unknown,,,likely,Listed as 'The Team' 2008-09.,https://www.snowdb.com/catalog/flow
flow--team-micron,flow,Flow,Team Micron,2008,earliest_sourced,2012,Confirmed in SnowDB catalog archive for model years 2008-2012 (archive covers 2008-2012 only; run may extend outside that window).,kids,,,likely,Micron Team.,https://www.snowdb.com/catalog/flow
flow--venus,flow,Flow,Venus,2008,earliest_sourced,2012,Confirmed in SnowDB catalog archive for model years 2008-2012 (archive covers 2008-2012 only; run may extend outside that window). | Seen on brand site (Wayback) 200708-200812; may predate first snapshot,unknown,,,verified,Women's; name later used by Nidecker (2027). | Site slug 'venus'.,https://www.snowdb.com/catalog/flow | https://web.archive.org/web/200708/http://www.flow.com/ | https://web.archive.org/web/200812/http://www.flow.com/
flow--wx,flow,Flow,WX,2008,earliest_sourced,2010,Confirmed in SnowDB catalog archive for model years 2008-2010 (archive covers 2008-2012 only; run may extend outside that window).,unknown,,,likely,,https://www.snowdb.com/catalog/flow
flow--bff,flow,Flow,BFF,2010,earliest_sourced,2010,Confirmed in SnowDB catalog archive for model years 2010-2010 (archive covers 2008-2012 only; run may extend outside that window).,unknown,,,likely,,https://www.snowdb.com/catalog/flow
flow--rhythm,flow,Flow,Rhythm,2010,earliest_sourced,2010,Confirmed in SnowDB catalog archive for model years 2010-2010 (archive covers 2008-2012 only; run may extend outside that window).,unknown,,,likely,,https://www.snowdb.com/catalog/flow
flow--verve,flow,Flow,Verve,2010,earliest_sourced,2012,Confirmed in SnowDB catalog archive for model years 2010-2012 (archive covers 2008-2012 only; run may extend outside that window).,unknown,,,likely,,https://www.snowdb.com/catalog/flow
flow--drifter,flow,Flow,Drifter,2012,earliest_sourced,2012,Confirmed in SnowDB catalog archive for model years 2012-2012 (archive covers 2008-2012 only; run may extend outside that window).,unknown,,,likely,,https://www.snowdb.com/catalog/flow
flow--shifty,flow,Flow,Shifty,2012,earliest_sourced,2012,Confirmed in SnowDB catalog archive for model years 2012-2012 (archive covers 2008-2012 only; run may extend outside that window).,unknown,,,likely,,https://www.snowdb.com/catalog/flow
forum--jp-walker,forum,Forum,JP Walker,2003,earliest_sourced,2005,First confirmed model year 2003; reissued by the revived brand 2026. Continuous run not confirmed. | Seen on brand site (Wayback) 200308-200503; may predate first snapshot; Listed by name on the Aug 2003 boards index headed 'FORUM SNOWBOARDS 2004',freestyle,JP Walker,,verified,"JP Walker pro model; TransWorld 'What the pros are rockin' (Oct 2002) has Walker on the 'Forum JP Walker 154/147'. The revived Forum sells a 'JP Walker' and 'JP Walker Legend Series' (evo 2026, forumsnow.com). | Site slug 'jp_walker'.",https://www.snowboarder.com/news/what-the-pros-are-rockin-jp-walker | https://www.evo.com/snowboards/forum-jp-walker-snowboard | https://forumsnow.com/products/forum-jp-walker-legend-series-snowboard-154 | https://web.archive.org/web/200308/http://www.forumsnowboards.com/ | https://web.archive.org/web/200503/http://www.forumsnowboards.com/
forum--bjorn-leines,forum,Forum,Bjorn Leines,2004,earliest_sourced,2005,Seen on brand site (Wayback) 200308-200503; may predate first snapshot; Listed by name on the Aug 2003 boards index headed 'FORUM SNOWBOARDS 2004',unknown,Bjorn Leines,,verified,Site slug 'bjorn_leines'.,https://web.archive.org/web/200308/http://www.forumsnowboards.com/ | https://web.archive.org/web/200503/http://www.forumsnowboards.com/
forum--destroyer,forum,Forum,Destroyer,2004,earliest_sourced,2026,Confirmed in SnowDB catalog archive for model years 2008-2012 (archive covers 2008-2012 only; run may extend outside that window). | Seen on brand site (Wayback) 200308-200504; may predate first snapshot; Listed by name on the Aug 2003 boards index headed 'FORUM SNOWBOARDS 2004',freestyle,,,verified,"Best-selling Forum park/all-mountain board; The-House history mentions burlap inlays. Variants LTD/TK/PM (2008), Chillydog, DoubleDog. | Site slug 'destroyer'.",https://www.snowdb.com/catalog/forum | https://whitelines.com/brands/forum | https://www.the-house.com/portal/forum-company-history/ | https://web.archive.org/web/200308/http://www.forumsnowboards.com/ | https://web.archive.org/web/200504/http://www.forumsnowboards.com/ | https://www.senditdb.com/brands/forum
forum--devun-walsh,forum,Forum,Devun Walsh,2004,earliest_sourced,2005,Confirmed model year 2004; other years not confirmed. | Seen on brand site (Wayback) 200308-200504; may predate first snapshot; Listed by name on the Aug 2003 boards index headed 'FORUM SNOWBOARDS 2004',freestyle,Devun Walsh,,verified,"Devun Walsh pro model in 153/157.5/161 (TransWorld, Oct 2003). | Site slug 'devun_walsh'.",https://www.snowboarder.com/transworld-snowboarding-archive/what-the-pros-are-rockin-devun-walsh | https://web.archive.org/web/200308/http://www.forumsnowboards.com/ | https://web.archive.org/web/200504/http://www.forumsnowboards.com/
forum--elite,forum,Forum,Elite,2004,earliest_sourced,2005,Seen on brand site (Wayback) 200308-200503; may predate first snapshot; Listed by name on the Aug 2003 boards index headed 'FORUM SNOWBOARDS 2004',unknown,,,verified,Site slug 'elite'.,https://web.archive.org/web/200308/http://www.forumsnowboards.com/ | https://web.archive.org/web/200503/http://www.forumsnowboards.com/
forum--f-10,forum,Forum,F-10,2004,earliest_sourced,2005,Seen on brand site (Wayback) 200308-200503; may predate first snapshot; Listed by name on the Aug 2003 boards index headed 'FORUM SNOWBOARDS 2004',unknown,,,verified,Site slug 'f_10'.,https://web.archive.org/web/200308/http://www.forumsnowboards.com/ | https://web.archive.org/web/200503/http://www.forumsnowboards.com/
forum--mini-destroyer,forum,Forum,Mini Destroyer,2004,earliest_sourced,2005,Seen on brand site (Wayback) 200308-200503; may predate first snapshot; Listed by name on the Aug 2003 boards index headed 'FORUM SNOWBOARDS 2004',kids,,Destroyer,verified,Site slug 'mini_destroyer'.,https://web.archive.org/web/200308/http://www.forumsnowboards.com/ | https://web.archive.org/web/200503/http://www.forumsnowboards.com/
forum--mini-pro,forum,Forum,Mini Pro,2004,earliest_sourced,2005,Seen on brand site (Wayback) 200308-200505; may predate first snapshot; Listed by name on the Aug 2003 boards index headed 'FORUM SNOWBOARDS 2004',kids,,,verified,"Site slug 'mini_pro'. 2004-05 rider-graphic variants mini_pro_bj / _dw / _jp / _pl (Leines, Walsh, Walker, Line) folded.",https://web.archive.org/web/200308/http://www.forumsnowboards.com/ | https://web.archive.org/web/200505/http://www.forumsnowboards.com/
forum--peter-line,forum,Forum,Peter Line,2004,earliest_sourced,2005,Seen on brand site (Wayback) 200308-200503; may predate first snapshot; Listed by name on the Aug 2003 boards index headed 'FORUM SNOWBOARDS 2004',unknown,Peter Line,,verified,Site slug 'peter_line'.,https://web.archive.org/web/200308/http://www.forumsnowboards.com/ | https://web.archive.org/web/200503/http://www.forumsnowboards.com/
forum--raider,forum,Forum,Raider,2004,earliest_sourced,2009,Confirmed in SnowDB catalog archive for model years 2008-2009 (archive covers 2008-2012 only; run may extend outside that window). | Seen on brand site (Wayback) 200308-200504; may predate first snapshot; Listed by name on the Aug 2003 boards index headed 'FORUM SNOWBOARDS 2004',all-mountain,,,verified,Site slug 'raider'.,https://www.snowdb.com/catalog/forum | https://web.archive.org/web/200308/http://www.forumsnowboards.com/ | https://web.archive.org/web/200504/http://www.forumsnowboards.com/
forum--recon,forum,Forum,Recon,2004,earliest_sourced,2026,Confirmed in SnowDB catalog archive for model years 2008-2012 (archive covers 2008-2012 only; run may extend outside that window). | Seen on brand site (Wayback) 200308-200504; may predate first snapshot; Listed by name on the Aug 2003 boards index headed 'FORUM SNOWBOARDS 2004',all-mountain,,,verified,Site slug 'recon'. womens_recon variant 200408-200504 folded (women's version).,https://www.snowdb.com/catalog/forum | https://web.archive.org/web/200308/http://www.forumsnowboards.com/ | https://web.archive.org/web/200504/http://www.forumsnowboards.com/ | https://www.senditdb.com/brands/forum
forum--star,forum,Forum,Star,2004,earliest_sourced,2012,Confirmed in SnowDB catalog archive for model years 2008-2012 (archive covers 2008-2012 only; run may extend outside that window). | Seen on brand site (Wayback) 200308-200504; may predate first snapshot; Listed by name on the Aug 2003 boards index headed 'FORUM SNOWBOARDS 2004',unknown,,,verified,Women's. | Site slug 'star'.,https://www.snowdb.com/catalog/forum | https://web.archive.org/web/200308/http://www.forumsnowboards.com/ | https://web.archive.org/web/200504/http://www.forumsnowboards.com/
forum--street-dweller,forum,Forum,Street Dweller,2004,earliest_sourced,2005,Seen on brand site (Wayback) 200311-200503; may predate first snapshot,unknown,,,likely,Site slug 'street_dweller'.,https://web.archive.org/web/200311/http://www.forumsnowboards.com/ | https://web.archive.org/web/200503/http://www.forumsnowboards.com/
