id,brand,model,model_year,shape,image_url,external_ref,community_status,added_by,created_at
949bb001-815b-4b26-8f68-2b556de0e6e9,Borealis,Horizon,2025,,,catalog:borealis--horizon,unverified,,2026-09-04T18:50:02.038797+00:00
5cd7bf9c-ff92-4059-8e12-8a45ea00bab7,Borealis,Koi,2026,,,catalog:borealis--koi,unverified,,2026-09-04T18:50:02.038797+00:00
6b21ebe7-028c-4cf1-9f1c-234ccbb64c08,Borealis,Leviathan,2026,,,catalog:borealis--leviathan,unverified,,2026-09-04T18:50:02.038797+00:00
056f492d-0559-43ca-bfd8-402243334f4c,Borealis,Marauder,2026,,,catalog:borealis--marauder,unverified,,2026-09-04T18:50:02.038797+00:00
f84da0d5-7b4d-4102-a186-f6e367494965,Borealis,Pilot Fish,2027,,,catalog:borealis--pilot-fish,unverified,,2026-09-04T18:50:02.038797+00:00
58055b2f-7071-4cb7-8a5d-363c140cad4c,Borealis,Ramen Express Splitboard,2027,,,catalog:borealis--ramen-express-splitboard,unverified,,2026-09-04T18:50:02.038797+00:00
30296611-f91f-4e1b-9519-551d121d47f9,Borealis,Reactor,2027,,,catalog:borealis--reactor,unverified,,2026-09-04T18:50:02.038797+00:00
9e9bd0d1-7058-4786-9d79-743a9fd3d75d,Borealis,Tundra,2026,,,catalog:borealis--tundra,unverified,,2026-09-04T18:50:02.038797+00:00
6c7fe595-22de-4cbc-93e9-c98fbad35ff0,Burton,3D Daily Driver,2023,,,catalog:burton--3d-daily-driver,unverified,,2026-09-02T23:05:13.572077+00:00
78bdcdb7-88c2-4647-ada2-8cb4b86e2bd0,Burton,3D Deep Daze,2023,,,catalog:burton--3d-deep-daze,verified,,2026-09-02T23:05:13.572077+00:00
1aa451c8-db4f-4a79-b2ed-b76d38678753,Burton,3D Double Dog,2023,,,catalog:burton--3d-double-dog,verified,,2026-09-02T23:05:13.572077+00:00
f53b6ddb-368c-4b7d-ab76-817c3c6b836b,Burton,3D Fish Directional Flat Top,2026,,,catalog:burton--3d-fish-directional-flat-top,unverified,,2026-09-04T18:50:01.363043+00:00
a215b493-1b1e-405f-8ea1-79b441184979,Burton,A Deck,1996,,,catalog:burton--a-deck,verified,,2026-09-02T23:05:13.572077+00:00
a28f22af-8a24-4fa5-b835-81f4c0cc3bc0,Burton,A Series,1998,,,catalog:burton--a-series,unverified,,2026-09-02T23:05:13.572077+00:00
d3fda843-e1ff-46a9-9825-2313f51cd591,Burton,After School Special,2011,,,catalog:burton--after-school-special,verified,,2026-09-02T23:05:13.572077+00:00
7de8d21b-8bd6-43ac-a1bd-f41b593d2933,Burton,Aftermath,2012,,,catalog:burton--aftermath,verified,,2026-09-02T23:05:13.572077+00:00
98a431c2-d515-4515-892c-3d27f14ca531,Burton,Air,1988,,,seed:linestry-research-2026-06,verified,,2026-06-19T05:24:20.410856+00:00
c9ebb610-1a93-42fb-9de3-21f6f02362a8,Burton,Air 1.1,1994,,,catalog:burton--air-1-1,unverified,,2026-09-04T18:50:01.363043+00:00
d52a46e7-b359-4548-8e34-062da875713d,Burton,Air 11,1995,,,catalog:burton--air-11,unverified,,2026-09-04T18:50:01.363043+00:00
b9e1c3fe-6bae-40c3-b2b6-aaac8c675363,Burton,Air 2.8,1992,,,catalog:burton--air-2-8,unverified,,2026-09-04T18:50:01.363043+00:00
0641739c-e138-4cbd-b667-ba0ccd0ba110,Burton,Air 29,1995,,,catalog:burton--air-29,unverified,,2026-09-04T18:50:01.363043+00:00
2cc9e5b3-ad33-46b0-a77a-83cbe5fcc3ce,Burton,Air 3,1991,,,catalog:burton--air-3,unverified,,2026-09-04T18:50:01.363043+00:00
ed15e018-346d-48d9-a69d-9859d4c50205,Burton,Air 3.0,1993,,,catalog:burton--air-3-0,unverified,,2026-09-04T18:50:01.363043+00:00
7b257dbc-0155-4fcd-894c-b8f2d1a6ab33,Burton,Air 3.1,1994,,,catalog:burton--air-3-1,unverified,,2026-09-04T18:50:01.363043+00:00
fe79827d-6045-4cb2-b172-b959fd594a65,Burton,Air 4.1,1993,,,catalog:burton--air-4-1,unverified,,2026-09-04T18:50:01.363043+00:00
51a2d895-f337-4f73-8b4e-57607d438314,Burton,Air 40,1995,,,catalog:burton--air-40,unverified,,2026-09-04T18:50:01.363043+00:00
5000a6f9-28a8-4b6d-be4e-c437e9812f02,Burton,Air 45,1995,,,catalog:burton--air-45,unverified,,2026-09-04T18:50:01.363043+00:00
4c830822-4827-48d0-af25-8cbb3efbb82a,Burton,Air 5,1991,,,catalog:burton--air-5,unverified,,2026-09-04T18:50:01.363043+00:00
2ba462fe-bbc9-42d9-aeaa-ff8038cee48b,Burton,Air 5.1,1992,,,catalog:burton--air-5-1,unverified,,2026-09-04T18:50:01.363043+00:00
9b24dfe7-3c33-48a9-99c2-d5636ba53a6d,Burton,Air 5.5,1994,,,catalog:burton--air-5-5,unverified,,2026-09-04T18:50:01.363043+00:00
e24e5931-fd50-4915-a3ac-aeef96b76342,Burton,Air 50,1995,,,catalog:burton--air-50,unverified,,2026-09-04T18:50:01.363043+00:00
86838d08-60d4-4a62-90d2-48215c7884e6,Burton,Air 55,1995,,,catalog:burton--air-55,unverified,,2026-09-04T18:50:01.363043+00:00
763f986c-c8b9-477b-b115-9e4e7586b8ca,Burton,Air 6,1991,,,catalog:burton--air-6,verified,,2026-09-04T18:50:01.363043+00:00
71cc00eb-89b2-4d53-8627-0c247ad9c212,Burton,Air 6.1,1992,,,catalog:burton--air-6-1,unverified,,2026-09-04T18:50:01.363043+00:00
f86b0b36-7dc2-4b86-be4e-2d432a00e624,Burton,Air 6.6,1994,,,catalog:burton--air-6-6,unverified,,2026-09-04T18:50:01.363043+00:00
5847f476-2b8d-4742-b8b8-dce6bd1cf752,Burton,Air 60,1995,,,catalog:burton--air-60,unverified,,2026-09-04T18:50:01.363043+00:00
a7b7af2c-d7ad-4adb-ba3b-14e6ae3637ba,Burton,Air 64,1995,,,catalog:burton--air-64,unverified,,2026-09-04T18:50:01.363043+00:00
e0f73674-b151-4c71-8987-b7e4fef17e59,Burton,Air 7.8,1994,,,catalog:burton--air-7-8,unverified,,2026-09-04T18:50:01.363043+00:00
ec324ed7-eb0f-4aa8-ae17-5d094bdc738d,Burton,Air 74,1995,,,catalog:burton--air-74,unverified,,2026-09-04T18:50:01.363043+00:00
9f75f7d0-2508-451a-a917-807ca3c8e142,Burton,Alekesam,2025,,,catalog:burton--alekesam,unverified,,2026-09-02T23:05:13.572077+00:00
a292fd06-710c-4f2d-9f43-7cab4a688b05,Burton,Alp,1995,,,catalog:burton--alp,verified,,2026-09-02T23:05:13.572077+00:00
ba999da2-06e4-473c-97d4-b9dfbebd123e,Burton,Alp 5.0,1995,,,catalog:burton--alp-5-0,unverified,,2026-09-04T18:50:01.363043+00:00
89315262-bbf7-4bcf-bca0-acea70116744,Burton,Alp 5.7,1995,,,catalog:burton--alp-5-7,unverified,,2026-09-04T18:50:01.363043+00:00
489c908d-178e-43d7-9768-12b2cee03f62,Burton,Alp 6.4,1995,,,catalog:burton--alp-6-4,unverified,,2026-09-04T18:50:01.363043+00:00
adff78d9-bdc5-432f-ab53-25dc06e891b9,Burton,Alp 7.0,1995,,,catalog:burton--alp-7-0,unverified,,2026-09-04T18:50:01.363043+00:00
abd058d3-99a9-4c9d-8f9a-4bebe09d9224,Burton,Alpha,2007,,,catalog:burton--alpha,verified,,2026-09-02T23:05:13.572077+00:00
8808aa87-b30c-4afb-9f98-c2d4474d2c22,Burton,Amp,1995,,,catalog:burton--amp,unverified,,2026-09-02T23:05:13.572077+00:00
17221f95-46c5-4bbe-b6e3-6da3634f0bef,Burton,Amp 4,1995,,,catalog:burton--amp-4,unverified,,2026-09-04T18:50:01.363043+00:00
e3b94a77-ea99-4931-89b6-d153e29521e6,Burton,Amp 5,1995,,,catalog:burton--amp-5,unverified,,2026-09-04T18:50:01.363043+00:00
400e19e6-b959-4fb8-b261-66728af8f7cb,Burton,Amp 6,1995,,,catalog:burton--amp-6,unverified,,2026-09-04T18:50:01.363043+00:00
7efb16d1-0c8c-4f49-8eb0-51f6b04403e9,Burton,Amplifier,2018,,,catalog:burton--amplifier,verified,,2026-09-02T23:05:13.572077+00:00
c329d4f4-9a87-44ec-9f34-88b0c402a9a8,Burton,Anti-Social,2013,,,catalog:burton--anti-social,verified,,2026-09-02T23:05:13.572077+00:00
7b6c1209-9391-48db-aa83-2e7ae12f5015,Burton,Antler,2013,,,catalog:burton--antler,verified,,2026-09-02T23:05:13.572077+00:00
4df307b6-4788-4e59-9b0b-5a1557b6e914,Burton,Artifact,2012,,,catalog:burton--artifact,verified,,2026-09-02T23:05:13.572077+00:00
cc0abaa2-1779-40d0-8c58-339d02bed8c6,Burton,Asym Air,1992,,,catalog:burton--asym-air,verified,,2026-09-02T23:05:13.572077+00:00
a33b4e65-5144-4633-a752-0c2aac9c2296,Burton,Asym Air 54,1995,,,catalog:burton--asym-air-54,unverified,,2026-09-04T18:50:01.363043+00:00
7bc523b8-c39a-4bbe-bf51-ee74def1af74,Burton,Asym Air 64,1995,,,catalog:burton--asym-air-64,unverified,,2026-09-04T18:50:01.363043+00:00
50384fb0-23b5-43cc-8d92-6df3cee58da1,Burton,Aura,2009,,,catalog:burton--aura,unverified,,2026-09-02T23:05:13.572077+00:00
84b5baa6-2078-4a1f-b7ce-1fa2534691e7,Burton,Backhill,1980,,,seed:linestry-research-2026-06,verified,,2026-06-19T05:24:20.410856+00:00
ae0656e1-1d10-4c98-8c6a-d7f3b15853ef,Burton,Backhill (BB1),1978,,,catalog:burton--backhill-bb1,verified,,2026-09-02T22:45:50.738206+00:00
d7a82b50-1e11-49a4-a6fd-87d83b4aa96f,Burton,Backseat Driver,2020,,,catalog:burton--backseat-driver,verified,,2026-09-02T23:05:13.572077+00:00
5ba72484-d92d-4974-8f2e-9a1c56468bf7,Burton,Backyard,1982,,,catalog:burton--backyard,verified,,2026-09-04T18:50:01.363043+00:00
001386d6-6005-4060-b5f3-7b3569122d96,Burton,Backyard (BBII),1979,,,catalog:burton--backyard-bbii,verified,,2026-09-02T23:05:13.572077+00:00
7d731a81-e808-43b9-bddf-d57a51b1727f,Burton,Balance,1996,,,catalog:burton--balance,unverified,,2026-09-02T23:05:13.572077+00:00
743d3863-94ec-4f2f-a778-c8dd6db1f6d9,Burton,Balance 52,1996,,,catalog:burton--balance-52,unverified,,2026-09-04T18:50:01.363043+00:00
f777d8ec-2ca8-4d41-8b80-92afc3f8a8bf,Burton,Balance 56,1997,,,catalog:burton--balance-56,unverified,,2026-09-04T18:50:01.363043+00:00
f34a27a9-5aea-406f-ac68-2fb1d02c1645,Burton,Baron,2004,,,catalog:burton--baron,unverified,,2026-09-02T23:05:13.572077+00:00
bc4293d0-91c9-41e2-bb6d-924478e3657b,Burton,Barracuda,2012,,,catalog:burton--barracuda,verified,,2026-09-02T23:05:13.572077+00:00
49415db5-f029-4fea-92cc-22e69a570f50,Burton,BBY,2009,,,catalog:burton--bby,unverified,,2026-09-02T23:05:13.572077+00:00
0ae43c71-0d9d-47ce-9809-5ee857fd75d6,Burton,Big Air,1996,,,catalog:burton--big-air,unverified,,2026-09-04T18:50:01.363043+00:00
417b2e95-6bd7-4642-a241-49d499137ded,Burton,Big Gulp,2021,,,catalog:burton--big-gulp,unverified,,2026-09-02T23:05:13.572077+00:00
ac6fdc1f-114b-4ccf-8f37-ad6eb863daa7,Burton,Blacktop,1994,,,catalog:burton--blacktop,verified,,2026-09-02T23:05:13.572077+00:00
02810d26-0b74-454c-b9da-a44a22f8ad3a,Burton,Blacktop Twin,1994,,,https://retrosnow.com/shop/burton/burton-94/burton-blacktop-twin-153/,verified,,2026-09-04T20:38:46.266408+00:00
a706fd0b-67b0-4a2c-8ff9-0c6bb434cd2f,Burton,Blender,2009,,,catalog:burton--blender,verified,,2026-09-02T23:05:13.572077+00:00
efa089e5-d61a-416c-98f5-bc536803b9f4,Burton,Blossom,2023,,,catalog:burton--blossom,verified,,2026-09-02T23:05:13.572077+00:00
141ba025-5f67-481c-b67f-b7157427184b,Burton,Blunt,2006,,,catalog:burton--blunt,verified,,2026-09-02T23:05:13.572077+00:00
63bb6ea5-979b-4a07-bc1d-c4bab35158d6,Burton,BMC,2001,,,catalog:burton--bmc,unverified,,2026-09-02T23:05:13.572077+00:00
ba8e5f53-71c0-4229-8b71-2d877f2b2a1c,Burton,Board Amazing,2011,,,catalog:burton--board-amazing,verified,,2026-09-02T23:05:13.572077+00:00
51249c2f-0b08-47b8-a1d1-bc62f6612d73,Burton,Board of Health,2012,,,catalog:burton--board-of-health,verified,,2026-09-02T23:05:13.572077+00:00
09883d8e-124c-4b2b-94c4-5a3dcb0c8f58,Burton,Bottom Feeder,2019,,,catalog:burton--bottom-feeder,unverified,,2026-09-02T23:05:13.572077+00:00
764374a9-d0da-4f95-b55d-8441e8d2daf3,Burton,Branch Manager,2017,,,catalog:burton--branch-manager,unverified,,2026-09-02T23:05:13.572077+00:00
ae791495-dcad-4c87-b64c-2208945c244c,Burton,Brushie,1993,,,catalog:burton--brushie,verified,,2026-09-02T23:05:13.572077+00:00
29006f28-967f-4af9-a0ed-51e8b682c19a,Burton,Brushie 53,1995,,,catalog:burton--brushie-53,unverified,,2026-09-04T18:50:01.363043+00:00
2fe7063e-b37c-4c42-9a0f-2917a8f88e15,Burton,Brushie Trout,1993,,,https://retrosnow.com/shop/burton/burton-93/burton-brushie-trout/,verified,,2026-09-04T20:38:46.266408+00:00
392d96b7-f6ff-43d9-a9f4-383957bb3baf,Burton,Bryan Iguchi 55,1996,,,catalog:burton--bryan-iguchi-55,unverified,,2026-09-04T18:50:01.363043+00:00
54a211ab-827b-46aa-8d3d-a0807dc4f058,Burton,Bullet,2001,,,catalog:burton--bullet,verified,,2026-09-02T23:05:13.572077+00:00
44f76d07-68e1-4658-91a8-239c964dd5a7,Burton,Burden,2012,,,catalog:burton--burden,verified,,2026-09-02T23:05:13.572077+00:00
4ff1bf86-5ec0-4ca6-9b0d-a1c3ca32dbfa,Burton,Burton Air,1991,,,catalog:burton--burton-air,unverified,,2026-09-04T18:50:01.363043+00:00
819811e6-c6b5-4d16-90fc-37df294e1ce0,Burton,Canyon,1999,,,catalog:burton--canyon,unverified,,2026-09-02T23:05:13.572077+00:00
9682bd7b-7dde-4b28-b917-2fed7f65217d,Burton,Cartographer,2023,,,catalog:burton--cartographer,verified,,2026-09-02T23:05:13.572077+00:00
10189937-538d-4074-a557-94ec40d7e6fc,Burton,Cascade,2001,,,catalog:burton--cascade,unverified,,2026-09-02T23:05:13.572077+00:00
687715fe-ae58-4f8e-9f48-5ff8900881fb,Burton,CB 40,1997,,,catalog:burton--cb-40,unverified,,2026-09-04T18:50:01.363043+00:00
ef6363e5-d694-4f65-8b5f-6b08ecd6974a,Burton,Charger,1999,,,catalog:burton--charger,unverified,,2026-09-02T23:05:13.572077+00:00
8bf3067a-06b2-4dc2-87a9-488f4ee142eb,Burton,Cheetah,2013,,,catalog:burton--cheetah,verified,,2026-09-02T23:05:13.572077+00:00
48bfe334-b022-4d19-9dbb-84007245870b,Burton,Chicklet,2005,,,catalog:burton--chicklet,verified,,2026-09-02T23:05:13.572077+00:00
efba3aab-a0ae-4afc-ab48-6f1bab1d7846,Burton,Chopper,1997,,,catalog:burton--chopper,verified,,2026-09-02T23:05:13.572077+00:00
e42ad07c-84b3-480c-80dd-53eae805fb0f,Burton,CK Nug,2016,,,catalog:burton--ck-nug,verified,,2026-09-02T23:05:13.572077+00:00
34851161-2047-4b09-b633-9e2b38903b12,Burton,Clash,2002,,,catalog:burton--clash,verified,,2026-09-02T23:05:13.572077+00:00
ea5b97a4-63dd-4659-aa7f-b041d268ffe0,Burton,Cloudsplitter,2014,,,catalog:burton--cloudsplitter,unverified,,2026-09-02T23:05:13.572077+00:00
5d1b2d3c-7eec-458a-8571-81270e09222a,Burton,Code,2003,,,catalog:burton--code,unverified,,2026-09-02T23:05:13.572077+00:00
d949b54e-4aec-45f7-8599-da7a0937fe46,Burton,Coil,2000,,,catalog:burton--coil,unverified,,2026-09-02T23:05:13.572077+00:00
45b70e89-3083-4622-b0c2-a81cbc0dccbf,Burton,Competition Performer,1984,,,catalog:burton--competition-performer,unverified,,2026-09-04T18:50:01.363043+00:00
719084b1-53d6-42ef-9e64-44f8c5d1cb36,Burton,Con Artist,2013,,,catalog:burton--con-artist,verified,,2026-09-02T23:05:13.572077+00:00
4d57c8c2-7d7b-4885-b35c-7e510b41b9f7,Burton,Contact,1995,,,catalog:burton--contact,unverified,,2026-09-02T23:05:13.572077+00:00
ed2ad51e-559d-4140-a81b-e4d0e23014f6,Burton,Contact 49,1995,,,catalog:burton--contact-49,unverified,,2026-09-04T18:50:01.363043+00:00
f6ae0508-89cf-4db9-b672-d486cfa3a904,Burton,Contact 52,1995,,,catalog:burton--contact-52,unverified,,2026-09-04T18:50:01.363043+00:00
a93467bc-631c-4ee8-948a-cf2d3004538e,Burton,Craig Kelly Air,1992,,,https://retrosnow.com/shop/burton/libtech-92-burton/burton-craig-kelly-air/,verified,,2026-09-04T20:38:46.266408+00:00
93751117-a189-46fc-8106-e9cc383fee92,Burton,Craig Kelly Mystery Air,1990,,,catalog:burton--craig-kelly-mystery-air,unverified,,2026-09-04T18:50:01.363043+00:00
154bfe16-ea6f-42fc-9921-555b7c7b4c40,Burton,Craig Kelly Pro Model,1994,,,https://retrosnow.com/shop/burton/burton-94/burton-craig-kelly-pro-model/,verified,,2026-09-04T20:38:46.266408+00:00
34e21942-3655-4abd-981b-aa38f81cd2c3,Burton,Cruise,1989,,,catalog:burton--cruise,verified,,2026-09-02T23:05:13.572077+00:00
9530e3e1-7f6e-47dc-a4fc-d53ac291076a,Burton,Cruzer,1980,,,seed:linestry-research-2026-06,verified,,2026-06-19T05:24:20.410856+00:00
b1,Burton,Custom,2018,,,seed:linestry-research-2026-06,verified,,2026-03-13T00:16:16.048193+00:00
bf6a609c-1d64-412b-bcf0-0cd12cd1a2e4,Burton,Custom 20th Anniversary,2016,,,catalog:burton--custom-20th-anniversary,verified,,2026-09-02T23:05:13.572077+00:00
813ea5c6-18c8-42fe-bd4d-26fdb3d9bd3a,Burton,Custom Smalls,2009,,,catalog:burton--custom-smalls,verified,,2026-09-02T23:05:13.572077+00:00
cec9ddf5-ce76-4ef0-a9d9-21131a4dc3c0,Burton,Custom X,2004,,,catalog:burton--custom-x,verified,,2026-09-02T23:05:13.572077+00:00
65be9972-e1f3-4735-b95c-8a27ae7bf3f3,Burton,Day Trader,2014,,,catalog:burton--day-trader,verified,,2026-09-02T23:05:13.572077+00:00
8bd6144c-3073-4fde-8cd3-7d2249fb8f76,Burton,Deep Thinker,2018,,,catalog:burton--deep-thinker,verified,,2026-09-02T23:05:13.572077+00:00
eb29b7db-893b-4d3e-90f8-3e5ebcffe799,Burton,Deja Vu,2011,,,catalog:burton--deja-vu,verified,,2026-09-02T23:05:13.572077+00:00
4906da81-164c-42df-ba8e-579e3fb1f42b,Burton,Descendant,2014,,,catalog:burton--descendant,verified,,2026-09-02T23:05:13.572077+00:00
3797ba02-4edf-4d57-8fb7-fe2ada2c6855,Burton,Deuce,2009,,,catalog:burton--deuce,verified,,2026-09-02T23:05:13.572077+00:00
d9a2742f-e9b5-490f-a136-b0c322992ebe,Burton,Dolphin,1996,,,catalog:burton--dolphin,verified,,2026-09-02T23:05:13.572077+00:00
006a6753-f469-42aa-a6df-bd869cf3d1ed,Burton,Dolphin 44,1996,,,catalog:burton--dolphin-44,unverified,,2026-09-04T18:50:01.363043+00:00
51697a20-bc1e-470c-a466-3f2461838f29,Burton,Dominant,2002,,,catalog:burton--dominant,verified,,2026-09-02T23:05:13.572077+00:00
514e04ae-4695-4308-96ca-8ec391499202,Burton,Dominant Grom,2008,,,catalog:burton--dominant-grom,unverified,,2026-09-02T23:05:13.572077+00:00
b2fd7b53-139e-4f93-98f8-5db3586e8364,Burton,Doom,2008,,,catalog:burton--doom,verified,,2026-09-02T23:05:13.572077+00:00
c40882f3-d01b-42b1-aa83-dc0fe5f5b647,Burton,Dragon,2002,,,catalog:burton--dragon,verified,,2026-09-02T23:05:13.572077+00:00
be16507c-b780-4cbc-b5be-d20016cbc720,Burton,Ducati Limited,2006,,,catalog:burton--ducati-limited,unverified,,2026-09-02T23:05:13.572077+00:00
e5405b62-ca69-4df6-b04a-d9c2fc1b0c1e,Burton,Dump Truck,2017,,,catalog:burton--dump-truck,verified,,2026-09-02T23:05:13.572077+00:00
108758e1-6879-44fe-9335-c81f08944028,Burton,Dunn,1999,,,catalog:burton--dunn,unverified,,2026-09-02T23:05:13.572077+00:00
3ee02e97-8472-467c-b3ee-592b29032524,Burton,Dunn 44,1997,,,catalog:burton--dunn-44,unverified,,2026-09-04T18:50:01.363043+00:00
7929e954-3c9b-47b0-ad4a-e03281191352,Burton,E Deck,1997,,,catalog:burton--e-deck,verified,,2026-09-02T23:05:13.572077+00:00
3869063d-25d6-4a41-a673-6a58c8ce8817,Burton,E Series,1998,,,catalog:burton--e-series,unverified,,2026-09-02T23:05:13.572077+00:00
dc422e06-8855-44ac-8ee1-b463b672e104,Burton,Easy Livin,2010,,,catalog:burton--easy-livin,verified,,2026-09-02T23:05:13.572077+00:00
7b13f010-7e24-4884-bb07-4f37da05810c,Burton,Econico,2009,,,catalog:burton--econico,unverified,,2026-09-02T23:05:13.572077+00:00
board_1788135239727_1o3mr,Burton,Elite 140,1985,,,,unverified,d644c90b-fe03-4148-b477-dc1a3aa3ad84,2026-08-31T00:14:40.811346+00:00
board_1781891034048_vjah5,Burton,Elite 150,1986,,,,unverified,0394914d-6ffd-4a18-aa1f-1aafee7ce53a,2026-06-19T17:43:54.766758+00:00
26e7b5ef-6b43-417b-8151-fec14cde338a,Burton,Express 175,1987,,,catalog:burton--express-175,unverified,,2026-09-04T18:50:01.363043+00:00
45fcb6de-5d9e-45b2-ba80-7b1539d95670,Burton,Face,2002,,,catalog:burton--face,unverified,,2026-09-02T23:05:13.572077+00:00
a16bff97-3b53-45e8-bf26-7179defe2530,Burton,Factory Prime,1995,,,catalog:burton--factory-prime,verified,,2026-09-02T23:05:13.572077+00:00
1b9e1279-1551-4b7a-bc25-15098f976a93,Burton,Family Tree 3D Channel Surfer Flat Top,2026,,,catalog:burton--family-tree-3d-channel-surfer-flat-top,unverified,,2026-09-04T18:50:01.363043+00:00
c21385b9-0bc1-44d3-a741-cf5d1f1b5a1b,Burton,Family Tree Alekesam Camber,2026,,,catalog:burton--family-tree-alekesam-camber,unverified,,2026-09-04T18:50:01.363043+00:00
f2c2dcad-eebb-4c79-a632-3b657052a453,Burton,Family Tree Backseat Driver Pow Surfing,2026,,,catalog:burton--family-tree-backseat-driver-pow-surfing,unverified,,2026-09-04T18:50:01.363043+00:00
ee128d5a-a0d9-416e-bc49-c237be06ee60,Burton,Family Tree Gril Master Camber,2026,,,catalog:burton--family-tree-gril-master-camber,unverified,,2026-09-04T18:50:01.363043+00:00
92be67d4-a991-40f6-8c71-2d5de80e448a,Burton,Family Tree High Fidelity Camber,2026,,,catalog:burton--family-tree-high-fidelity-camber,unverified,,2026-09-04T18:50:01.363043+00:00
12056b8f-fd35-432c-bd95-70d236f3ce46,Burton,Family Tree Hometown Hero Camber,2026,,,catalog:burton--family-tree-hometown-hero-camber,unverified,,2026-09-04T18:50:01.363043+00:00
a8fa3c9e-95fc-4c76-9d60-4f681370ecce,Burton,Family Tree Sketch Artist Camber,2026,,,catalog:burton--family-tree-sketch-artist-camber,unverified,,2026-09-04T18:50:01.363043+00:00
db6c4729-1c7c-4cc1-b23f-1d1974c38cba,Burton,Family Tree Smooth Operator Camber,2026,,,catalog:burton--family-tree-smooth-operator-camber,unverified,,2026-09-04T18:50:01.363043+00:00
93f054f3-c54a-4460-b3a5-e94b5184aee3,Burton,Farm,2009,,,catalog:burton--farm,verified,,2026-09-02T23:05:13.572077+00:00
2398eefe-023e-4607-b0f4-480c695589d7,Burton,Feather,2002,,,catalog:burton--feather,verified,,2026-09-02T23:05:13.572077+00:00
2b0c9692-56a5-4314-88b5-1b579576c4ff,Burton,Feelgood,2000,,,catalog:burton--feelgood,verified,,2026-09-02T23:05:13.572077+00:00
a78d76f7-8df1-4d00-8de7-06671813003e,Burton,Feelgood Smalls,2009,,,catalog:burton--feelgood-smalls,verified,,2026-09-02T23:05:13.572077+00:00
a4c9e0c3-6ea3-417f-a3ab-7809a00f2d72,Burton,Fiberglass Prototype,1977,,,catalog:burton--fiberglass-prototype,unverified,,2026-09-02T23:05:13.572077+00:00
cca5f8d3-3ffe-4771-8a48-a49b2a003783,Burton,First Cut,2023,,,catalog:burton--first-cut,unverified,,2026-09-02T23:05:13.572077+00:00
b2,Burton,Fish,2015,,,,verified,,2026-03-13T00:16:16.048193+00:00
24832aa5-24f1-4a2b-abcc-7582dcf2fec6,Burton,Fishcuit,2012,,,catalog:burton--fishcuit,verified,,2026-09-02T23:05:13.572077+00:00
957d8274-9456-45a1-b82f-4f3eda9017ee,Burton,Fix,2009,,,catalog:burton--fix,verified,,2026-09-02T23:05:13.572077+00:00
e7d7cd86-4513-4613-bfec-6dcd82f649e2,Burton,FL Project,1998,,,catalog:burton--fl-project,unverified,,2026-09-02T23:05:13.572077+00:00
b4,Burton,Flight Attendant,2019,,,seed:linestry-research-2026-06,verified,,2026-03-13T00:16:16.048193+00:00
1a46401e-056f-4511-a510-ae10a820fa75,Burton,Floater,1997,,,catalog:burton--floater,verified,,2026-09-02T23:05:13.572077+00:00
c545f8d9-9a22-4f28-8526-5993b0620911,Burton,Fluid,1999,,,catalog:burton--fluid,verified,,2026-09-02T23:05:13.572077+00:00
9d29cfab-2146-47e0-b5c7-812f0daf92bf,Burton,Flying V,2010,,,catalog:burton--flying-v,unverified,,2026-09-02T23:05:13.572077+00:00
3fe32931-08f9-4f3a-964a-0bae48b91832,Burton,Forager,2023,,,catalog:burton--forager,unverified,,2026-09-02T23:05:13.572077+00:00
7dfa7bc9-5c08-40ff-a0e0-6e37423a650e,Burton,Fortress,2011,,,catalog:burton--fortress,verified,,2026-09-02T23:05:13.572077+00:00
60c9f515-817d-4edd-9b90-9fcc17db8bad,Burton,Fragment Branch Manager Camber,2026,,,catalog:burton--fragment-branch-manager-camber,unverified,,2026-09-04T18:50:01.363043+00:00
70589686-c92c-47c3-8fe2-b2e0e97e5850,Burton,Free,1990,,,catalog:burton--free,verified,,2026-09-02T23:05:13.572077+00:00
0f4a693f-97cb-493d-bcff-ff1b8f989fbe,Burton,Free 3,1990,,,catalog:burton--free-3,unverified,,2026-09-04T18:50:01.363043+00:00
9aca9918-5a06-4972-a4de-deaa27031869,Burton,Free 5,1990,,,catalog:burton--free-5,unverified,,2026-09-04T18:50:01.363043+00:00
87b9b2e4-3d26-4154-84a6-6eca724b19ef,Burton,Free 6,1990,,,catalog:burton--free-6,unverified,,2026-09-04T18:50:01.363043+00:00
21d1913f-9d69-4e77-a4d0-a85e51aec012,Burton,Free Thinker,2018,,,catalog:burton--free-thinker,verified,,2026-09-02T23:05:13.572077+00:00
a23ca9d9-ba43-4299-b30e-8f23f574f8e9,Burton,Freebird,2011,,,catalog:burton--freebird,verified,,2026-09-02T23:05:13.572077+00:00
e8a6697c-c2e4-4643-8863-704cb10bc59a,Burton,Freedom,1999,,,catalog:burton--freedom,unverified,,2026-09-02T23:05:13.572077+00:00
8d0e5fa6-3345-483b-af66-55b17f9f40cc,Burton,Freedom 51,1997,,,catalog:burton--freedom-51,unverified,,2026-09-04T18:50:01.363043+00:00
7d350b26-99ef-4d89-9c4a-62bfc03e39ae,Burton,From Burton to the World,2026,,,catalog:burton--from-burton-to-the-world,unverified,,2026-09-04T18:50:01.363043+00:00
