model_id,brand_id,brand_name,model_name,first_year,year_basis,last_year,year_note,category,pro_rider,series_or_family,confidence,notes,sources
burton--aftermath,burton,Burton,Aftermath,2012,earliest_sourced,2013,Board Vault lists model years 2012-2013 | last_year = last model year seen in sources consulted; may have run longer.,freestyle,,,verified,Aftermath Squeezebox Early Release.,https://boardvault.net/snowboards/year/2012 | https://boardvault.net/snowboards/year/2013 | https://boardvault.net/snowboards/aftermath-2012 | https://www.snowdb.com/catalog/burton | https://www.snowboard-review.com/snowboard_reviews/c/burton/2012/
burton--artifact,burton,Burton,Artifact,2012,introduced,2012,last_year = last model year seen in sources consulted; may have run longer.,all-mountain,,,verified,Directional camber board listed in the 2012 hardgoods catalog OCR.,https://archive.org/details/burton-hardgoods-2014-d.-d.-teoli-jr.-a.-c.
burton--barracuda,burton,Burton,Barracuda,2012,earliest_sourced,2017,Board Vault lists model years 2012-2013 | last_year = last model year seen in sources consulted; may have run longer.,freeride,,,verified,Directional 15mm-taper freeride; Phil Frost x G Pen Barracuda (2017).,https://boardvault.net/snowboards/year/2012 | https://boardvault.net/snowboards/year/2013 | https://boardvault.net/snowboards/barracuda-2012 | https://www.snowdb.com/catalog/burton | https://archive.org/details/burton-hardgoods-2014-d.-d.-teoli-jr.-a.-c. | https://www.snowboard-review.com/snowboard_reviews/c/burton/2014/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2016/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2017/
burton--board-of-health,burton,Burton,Board of Health,2012,earliest_sourced,2012,Board Vault lists model years 2012 | last_year = last model year seen in sources consulted; may have run longer.,unknown,,,verified,Board Vault entries folded into this row: Meateaters Board of Health. | Meateaters series.,https://boardvault.net/snowboards/year/2012 | https://boardvault.net/snowboards/meateaters-board-health-2012 | https://www.snowdb.com/catalog/burton
burton--burden,burton,Burton,Burden,2012,earliest_sourced,2012,Board Vault lists model years 2012 | last_year = last model year seen in sources consulted; may have run longer.,unknown,,,verified,Board Vault entries folded into this row: Meateaters Burden. | Meateaters series.,https://boardvault.net/snowboards/year/2012 | https://boardvault.net/snowboards/meateaters-burden-2012 | https://www.snowdb.com/catalog/burton
burton--fishcuit,burton,Burton,Fishcuit,2012,introduced,2014,Board Vault lists model years 2013 | last_year = last model year seen in sources consulted; may have run longer.,powder,,Fish,verified,Short wide Fish-derived board.,https://boardvault.net/snowboards/year/2013 | https://boardvault.net/snowboards/fishcuit-2013 | https://www.snowdb.com/catalog/burton | https://www.snowboard-review.com/snowboard_reviews/c/burton/2014/
burton--genie,burton,Burton,Genie,2012,earliest_sourced,2018,Board Vault lists model years 2012-2013 | last_year = last model year seen in sources consulted; may have run longer.,all-mountain,,,verified,Women's beginner twin rocker.,https://boardvault.net/snowboards/year/2012 | https://boardvault.net/snowboards/year/2013 | https://boardvault.net/snowboards/genie-2012 | https://www.snowdb.com/catalog/burton | https://archive.org/details/burton-hardgoods-2014-d.-d.-teoli-jr.-a.-c. | https://www.snowboard-review.com/snowboard_reviews/c/burton/2018/
burton--harvest,burton,Burton,Harvest,2012,earliest_sourced,2013,Board Vault lists model years 2012-2013,unknown,,,likely,Board Vault entries folded into this row: Restricted Harvest.,https://boardvault.net/snowboards/year/2012 | https://boardvault.net/snowboards/year/2013 | https://boardvault.net/snowboards/restricted-harvest-2012
burton--honcho,burton,Burton,Honcho,2012,earliest_sourced,2013,Board Vault lists model years 2012-2013 | last_year = last model year seen in sources consulted; may have run longer.,all-mountain,,,verified,Directional mid-wide camber.,https://boardvault.net/snowboards/year/2012 | https://boardvault.net/snowboards/year/2013 | https://boardvault.net/snowboards/honcho-2012 | https://www.snowdb.com/catalog/burton | https://archive.org/details/burton-hardgoods-2014-d.-d.-teoli-jr.-a.-c.
burton--monkey-wrench,burton,Burton,Monkey Wrench,2012,earliest_sourced,2012,Board Vault lists model years 2012 | last_year = last model year seen in sources consulted; may have run longer.,freestyle,,,verified,Board Vault entries folded into this row: Restricted Monkeywrench. | Restricted series.,https://boardvault.net/snowboards/year/2012 | https://boardvault.net/snowboards/restricted-monkeywrench-2012 | https://www.snowdb.com/catalog/burton
burton--mr-nice-guy,burton,Burton,Mr. Nice Guy,2012,earliest_sourced,2013,Board Vault lists model years 2012-2013 | last_year = last model year seen in sources consulted; may have run longer.,freestyle,,,verified,"Board Vault entries folded into this row: Restricted Mr Nice Guy, Restricted Mr. Nice Guy. | Replaced the Love; Mr. Nice Guy Restricted in 2012.",https://boardvault.net/snowboards/year/2012 | https://boardvault.net/snowboards/year/2013 | https://boardvault.net/snowboards/restricted-mr-nice-guy-2012 | https://en.wikipedia.org/wiki/Burton_Snowboards | https://www.snowdb.com/catalog/burton | https://www.snowboard-review.com/snowboard_reviews/c/burton/2013/
burton--nugget,burton,Burton,Nugget,2012,earliest_sourced,2016,Board Vault lists model years 2012-2013 | last_year = last model year seen in sources consulted; may have run longer.,freestyle,,Nug,verified,Board Vault entries folded into this row: Restricted Nugget. | Women's Nug.,https://boardvault.net/snowboards/year/2012 | https://boardvault.net/snowboards/year/2013 | https://boardvault.net/snowboards/restricted-nugget-2012 | https://www.snowdb.com/catalog/burton | https://www.snowboard-review.com/snowboard_reviews/c/burton/2013/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2014/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2016/
burton--stone-hut,burton,Burton,Stone Hut,2012,introduced,2012,,powder,Jake Burton Carpenter,,verified,Jake Burton signature; 100 made at Craig's prototype facility; twin feel with powder nose; Jimi Hendrix 'Valleys of Neptune' art.,https://www.burton.com/blogs/the-burton-blog/what-are-burtons-rarest-snowboards/
burton--super-hero,burton,Burton,Super Hero,2012,earliest_sourced,2014,Board Vault lists model years 2012-2013 | last_year = last model year seen in sources consulted; may have run longer.,freestyle,,Hero,verified,Board Vault entries folded into this row: Super Hero Smalls. | Successor to the Hero; Super Hero Smalls.,https://boardvault.net/snowboards/year/2012 | https://boardvault.net/snowboards/year/2013 | https://boardvault.net/snowboards/super-hero-2012 | https://www.snowboard-review.com/snowboard_reviews/c/burton/2014/
burton--up-stick,burton,Burton,Up-Stick,2012,introduced,2012,last_year = last model year seen in sources consulted; may have run longer.,all-mountain,,,verified,Women's directional Springloaded board (2012 catalog OCR).,https://archive.org/details/burton-hardgoods-2014-d.-d.-teoli-jr.-a.-c.
burton--anti-social,burton,Burton,Anti-Social,2013,earliest_sourced,2019,Board Vault lists model years 2013 | last_year = last model year seen in sources consulted; may have run longer.,freestyle,,Family Tree,verified,Family Tree twin; Anti-Social Split (2017-2018).,https://boardvault.net/snowboards/year/2013 | https://boardvault.net/snowboards/anti-social-2013 | https://www.snowboard-review.com/snowboard_reviews/c/burton/2014/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2016/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2019/
burton--antler,burton,Burton,Antler,2013,earliest_sourced,2018,Board Vault lists model years 2013 | last_year = last model year seen in sources consulted; may have run longer.,all-mountain,,,verified,Directional freeride; Antler Flying V (2016).,https://boardvault.net/snowboards/year/2013 | https://boardvault.net/snowboards/antler-2013 | https://www.snowboard-review.com/snowboard_reviews/c/burton/2013/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2014/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2016/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2018/
burton--cheetah,burton,Burton,Cheetah,2013,earliest_sourced,2018,Board Vault lists model years 2013 | last_year = last model year seen in sources consulted; may have run longer.,freeride,,Family Tree,verified,Board Vault entries folded into this row: Family Tree Cheetah.,https://boardvault.net/snowboards/year/2013 | https://boardvault.net/snowboards/family-tree-cheetah-2013 | https://www.snowboard-review.com/snowboard_reviews/c/burton/2018/
burton--con-artist,burton,Burton,Con Artist,2013,earliest_sourced,2023,Board Vault lists model years 2013 | last_year = last model year seen in sources consulted; may have run longer.,powder,,Family Tree,verified,Board Vault entries folded into this row: Family Tree Con Artist. | Mystery Con Artist in 2023.,https://boardvault.net/snowboards/year/2013 | https://boardvault.net/snowboards/family-tree-con-artist-2013 | https://www.snowboard-review.com/snowboard_reviews/c/burton/2018/ | https://snowboardingprofiles.com/2023-burton-snowboards-overview
burton--juice-wagon,burton,Burton,Juice Wagon,2013,earliest_sourced,2014,Board Vault lists model years 2013 | last_year = last model year seen in sources consulted; may have run longer.,freeride,,,verified,Board Vault entries folded into this row: Family Tree Juice Wagon. | Directional freeride with Scott Lenhart graphics (2014).,https://boardvault.net/snowboards/year/2013 | https://boardvault.net/snowboards/family-tree-juice-wagon-2013 | https://www.snowboard-review.com/snowboard_reviews/c/burton/2013/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2014/ | https://www.burton.com/en-us/blogs/the-burton-blog/burton-archives-team-rider-favorites
burton--parkitect,burton,Burton,Parkitect,2013,earliest_sourced,2017,Board Vault lists model years 2013 | last_year = last model year seen in sources consulted; may have run longer.,freestyle,,,verified,Board Vault entries folded into this row: Restricted Parkitect. | Park board; 'South Parkitect' South Park collab in 2017.,https://boardvault.net/snowboards/year/2013 | https://boardvault.net/snowboards/restricted-parkitect-2013 | https://www.snowboard-review.com/snowboard_reviews/c/burton/2013/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2016/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2017/
burton--protest,burton,Burton,ProTest,2013,earliest_sourced,2014,Board Vault lists model years 2013 | last_year = last model year seen in sources consulted; may have run longer.,kids,,,verified,Board Vault entries folded into this row: Protest.,https://boardvault.net/snowboards/year/2013 | https://boardvault.net/snowboards/protest-2013 | https://www.snowboard-review.com/snowboard_reviews/c/burton/2014/
burton--root,burton,Burton,Root,2013,earliest_sourced,2013,Board Vault lists model years 2013,unknown,,,likely,,https://boardvault.net/snowboards/year/2013 | https://boardvault.net/snowboards/root-2013
burton--spliff,burton,Burton,Spliff,2013,earliest_sourced,2014,Board Vault lists model years 2013 | last_year = last model year seen in sources consulted; may have run longer.,unknown,,,verified,Board Vault entries folded into this row: Family Tree Spliff.,https://boardvault.net/snowboards/year/2013 | https://boardvault.net/snowboards/family-tree-spliff-2013 | https://www.snowboard-review.com/snowboard_reviews/c/burton/2014/
burton--sweet-tooth,burton,Burton,Sweet Tooth,2013,earliest_sourced,2014,Board Vault lists model years 2013 | last_year = last model year seen in sources consulted; may have run longer.,freestyle,,,verified,Women's.,https://boardvault.net/snowboards/year/2013 | https://boardvault.net/snowboards/sweet-tooth-2013 | https://www.snowboard-review.com/snowboard_reviews/c/burton/2014/
burton--cloudsplitter,burton,Burton,Cloudsplitter,2014,introduced,2014,last_year = last model year seen in sources consulted; may have run longer.,freeride,,,likely,,https://www.snowboard-review.com/snowboard_reviews/c/burton/2014/
burton--day-trader,burton,Burton,Day Trader,2014,introduced,2021,last_year = last model year seen in sources consulted; may have run longer.,powder,,Family Tree,verified,Family Tree tapered powder board; revived as Mystery Day Trader (2025).,https://www.snowboard-review.com/snowboard_reviews/c/burton/2014/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2016/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2021/
burton--descendant,burton,Burton,Descendant,2014,introduced,2021,last_year = last model year seen in sources consulted; may have run longer.,freestyle,,,verified,Park twin.,https://www.snowboard-review.com/snowboard_reviews/c/burton/2014/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2017/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2021/
burton--landlord,burton,Burton,Landlord,2014,introduced,2017,last_year = last model year seen in sources consulted; may have run longer.,freeride,,Family Tree,verified,Family Tree directional; Landlord Split (2017); Mystery Landlord (2020).,https://www.snowboard-review.com/snowboard_reviews/c/burton/2014/ | https://www.saltypeaks.com/2015-burton-snowboards-buyers-guide/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2016/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2017/
burton--lyric,burton,Burton,Lyric,2014,introduced,2014,last_year = last model year seen in sources consulted; may have run longer.,all-mountain,,,likely,Women's.,https://www.snowboard-review.com/snowboard_reviews/c/burton/2014/
burton--mystery-flying-v,burton,Burton,Mystery Flying V,2014,introduced,2014,last_year = last model year seen in sources consulted; may have run longer.,all-mountain,,,likely,,https://www.snowboard-review.com/snowboard_reviews/c/burton/2014/
burton--riglet,burton,Burton,Riglet,2014,introduced,2024,last_year = last model year seen in sources consulted; may have run longer.,kids,,,verified,Tiny beginner board with Riglet reel.,https://www.snowboard-review.com/snowboard_reviews/c/burton/2014/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2021/ | https://steepdb.com/b/burton/
burton--ripcord,burton,Burton,Ripcord,2014,introduced,2025,last_year = last model year seen in sources consulted; may have run longer.,all-mountain,,,verified,Beginner directional flat top.,https://www.snowboard-review.com/snowboard_reviews/c/burton/2014/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2021/ | https://snowboardingprofiles.com/2023-burton-snowboards-overview | https://blauerboardshop.com/blogs/snowboarding/2025-burton-snowboards-overview
burton--trick-pony,burton,Burton,Trick Pony,2014,introduced,2018,last_year = last model year seen in sources consulted; may have run longer.,freestyle,,,verified,,https://www.snowboard-review.com/snowboard_reviews/c/burton/2014/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2016/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2018/
burton--x9fv,burton,Burton,X9FV,2014,introduced,2014,last_year = last model year seen in sources consulted; may have run longer.,unknown,,,likely,Name as listed by snowboard-review.com.,https://www.snowboard-review.com/snowboard_reviews/c/burton/2014/
burton--flight-attendant,burton,Burton,Flight Attendant,2015,introduced,,Seen through 2024 line; may continue.,freeride,Nicolas Muller,Family Tree,verified,Nicolas Muller-designed directional (10mm taper) with camber and early-rise nose; launched in Family Tree 2015. Flight Attendant Split (2017-2023); Matt McCormick collab 2018.,https://www.evo.com/outlet/snowboards/burton-family-tree-flight-attendant-snowboard-2015 | https://www.saltypeaks.com/2015-burton-snowboards-buyers-guide/ | https://thegoodride.com/snowboard-reviews/burton-flight-attendant-2015-2020-snowboard-review/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2021/ | https://snowboardingprofiles.com/2023-burton-snowboards-overview | https://steepdb.com/b/burton/
burton--ck-nug,burton,Burton,CK Nug,2016,introduced,2017,,freestyle,Craig Kelly,Nug,verified,Compact reissue of the 1994 CK Air graphic on the Nug platform.,https://www.agnarchy.com/burton-reissues-4-iconic-snowboards-for-2016/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2016/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2017/
burton--custom-20th-anniversary,burton,Burton,Custom 20th Anniversary,2016,introduced,2016,,all-mountain,,Custom,verified,Custom reissue with 1997/1999/2000 base graphics.,https://www.agnarchy.com/burton-reissues-4-iconic-snowboards-for-2016/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2016/
burton--high-spirits,burton,Burton,High Spirits,2016,introduced,2017,last_year = last model year seen in sources consulted; may have run longer.,freeride,,Family Tree,verified,,https://www.snowboard-review.com/snowboard_reviews/c/burton/2016/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2017/
burton--modified-fish,burton,Burton,Modified Fish,2016,introduced,2017,last_year = last model year seen in sources consulted; may have run longer.,powder,,Family Tree,verified,Family Tree take on the Fish.,https://www.snowboard-review.com/snowboard_reviews/c/burton/2016/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2017/
burton--philosopher,burton,Burton,Philosopher,2016,introduced,2016,,freestyle,,,verified,Jeff Koons collaboration; 50 made; largest foil stamps used on a snowboard.,https://www.burton.com/blogs/the-burton-blog/what-are-burtons-rarest-snowboards/
burton--skipjack,burton,Burton,Skipjack,2016,introduced,2018,last_year = last model year seen in sources consulted; may have run longer.,powder,,Family Tree,verified,Family Tree short powder board; Skipjack Surf variant.,https://www.snowboard-review.com/snowboard_reviews/c/burton/2016/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2017/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2018/
burton--socialite,burton,Burton,Socialite,2016,introduced,2018,last_year = last model year seen in sources consulted; may have run longer.,freestyle,,,verified,"Women's twin, successor to the Social.",https://www.snowboard-review.com/snowboard_reviews/c/burton/2016/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2017/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2018/
burton--throwback,burton,Burton,Throwback,2016,introduced,2024,last_year = last model year seen in sources consulted; may have run longer.,other,,,verified,"Retro Backhill-style binding-less snurfer-type board; DIY Throwback (2020), Neighborhood Throwback (2016).",https://www.snowboard-review.com/snowboard_reviews/c/burton/2016/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2021/ | https://steepdb.com/b/burton/
burton--tough-cat,burton,Burton,Tough Cat,2016,introduced,2016,last_year = last model year seen in sources consulted; may have run longer.,powder,,Family Tree,likely,,https://www.snowboard-review.com/snowboard_reviews/c/burton/2016/
burton--branch-manager,burton,Burton,Branch Manager,2017,introduced,2017,last_year = last model year seen in sources consulted; may have run longer.,freeride,,Family Tree,likely,,https://www.snowboard-review.com/snowboard_reviews/c/burton/2017/
burton--dump-truck,burton,Burton,Dump Truck,2017,introduced,2018,last_year = last model year seen in sources consulted; may have run longer.,freeride,,Family Tree,verified,Dump Truck Split (2018).,https://www.snowboard-review.com/snowboard_reviews/c/burton/2017/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2018/
burton--gate-keeper,burton,Burton,Gate Keeper,2017,introduced,2017,last_year = last model year seen in sources consulted; may have run longer.,freeride,,Family Tree,likely,,https://www.snowboard-review.com/snowboard_reviews/c/burton/2017/
burton--name-dropper,burton,Burton,Name Dropper,2017,introduced,2023,last_year = last model year seen in sources consulted; may have run longer.,freestyle,,,verified,Park twin; Name Dropper LTD (2018).,https://www.snowboard-review.com/snowboard_reviews/c/burton/2017/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2021/ | https://snowboardingprofiles.com/2023-burton-snowboards-overview
burton--skeleton-key,burton,Burton,Skeleton Key,2017,introduced,2023,last_year = last model year seen in sources consulted; may have run longer.,freeride,,Family Tree,verified,"Directional with 3D nose; Skeleton Key Twin (2018), Mystery Skeleton Key (2021).",https://www.snowboard-review.com/snowboard_reviews/c/burton/2017/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2021/ | https://snowboardingprofiles.com/2023-burton-snowboards-overview
burton--talent-scout,burton,Burton,Talent Scout,2017,introduced,,Listed on burton.com as of Sept 2026 (current line).,freestyle,,,verified,Women's aggressive all-mountain-freestyle twin.,https://www.snowboard-review.com/snowboard_reviews/c/burton/2017/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2021/ | https://snowboardingprofiles.com/2023-burton-snowboards-overview | https://blauerboardshop.com/blogs/snowboarding/2025-burton-snowboards-overview | https://www.burton.com/en-us/collections/snowboards
burton--amplifier,burton,Burton,Amplifier,2018,introduced,2019,last_year = last model year seen in sources consulted; may have run longer.,freestyle,,,verified,,https://www.snowboard-review.com/snowboard_reviews/c/burton/2018/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2019/
burton--deep-thinker,burton,Burton,Deep Thinker,2018,introduced,2025,last_year = last model year seen in sources consulted; may have run longer.,freeride,Danny Davis,,verified,Danny Davis directional camber; Mad Magazine collab 2018.,https://www.snowboard-review.com/snowboard_reviews/c/burton/2018/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2021/ | https://snowboardingprofiles.com/2023-burton-snowboards-overview | https://blauerboardshop.com/blogs/snowboarding/2025-burton-snowboards-overview
burton--free-thinker,burton,Burton,Free Thinker,2018,introduced,2025,last_year = last model year seen in sources consulted; may have run longer.,freestyle,Danny Davis,,verified,Danny Davis twin; Mad Magazine Spy vs. Spy collab 2018.,https://www.snowboard-review.com/snowboard_reviews/c/burton/2018/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2021/ | https://snowboardingprofiles.com/2023-burton-snowboards-overview | https://blauerboardshop.com/blogs/snowboarding/2025-burton-snowboards-overview
burton--instigator,burton,Burton,Instigator,2018,introduced,2025,last_year = last model year seen in sources consulted; may have run longer.,all-mountain,,,verified,Beginner board; Instigator PurePop and Flat Top versions.,https://www.snowboard-review.com/snowboard_reviews/c/burton/2018/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2021/ | https://snowboardingprofiles.com/2023-burton-snowboards-overview | https://blauerboardshop.com/blogs/snowboarding/2025-burton-snowboards-overview
burton--kilroy,burton,Burton,Kilroy,2018,introduced,2021,last_year = last model year seen in sources consulted; may have run longer.,freestyle,,,verified,"Budget line: Kilroy Process, Kilroy Custom (2018-2019), Kilroy Twin/Directional/3D/Pow (2020-2021).",https://www.snowboard-review.com/snowboard_reviews/c/burton/2018/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2021/
burton--panhandler,burton,Burton,Panhandler,2018,introduced,2018,last_year = last model year seen in sources consulted; may have run longer.,freeride,,Family Tree,likely,,https://www.snowboard-review.com/snowboard_reviews/c/burton/2018/
burton--rewind,burton,Burton,Rewind,2018,introduced,,Listed on burton.com as of Sept 2026 (current line).,freestyle,,,verified,Women's (later unisex) park twin.,https://www.snowboard-review.com/snowboard_reviews/c/burton/2018/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2021/ | https://snowboardingprofiles.com/2023-burton-snowboards-overview | https://blauerboardshop.com/blogs/snowboarding/2025-burton-snowboards-overview | https://www.burton.com/en-us/collections/snowboards
burton--story-board,burton,Burton,Story Board,2018,introduced,2024,last_year = last model year seen in sources consulted; may have run longer.,freeride,,,verified,Women's directional freeride (Family Tree in 2018-2019).,https://www.snowboard-review.com/snowboard_reviews/c/burton/2018/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2021/ | https://snowboardingprofiles.com/2023-burton-snowboards-overview | https://steepdb.com/b/burton/
burton--working-stiff,burton,Burton,Working Stiff,2018,introduced,2018,last_year = last model year seen in sources consulted; may have run longer.,freeride,,Family Tree,likely,,https://www.snowboard-review.com/snowboard_reviews/c/burton/2018/
burton--bottom-feeder,burton,Burton,Bottom Feeder,2019,introduced,2019,last_year = last model year seen in sources consulted; may have run longer.,powder,,Family Tree,likely,,https://www.snowboard-review.com/snowboard_reviews/c/burton/2019/
burton--hideaway,burton,Burton,Hideaway,2019,introduced,2025,last_year = last model year seen in sources consulted; may have run longer.,all-mountain,,,verified,Women's directional beginner/all-mountain.,https://www.snowboard-review.com/snowboard_reviews/c/burton/2019/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2021/ | https://snowboardingprofiles.com/2023-burton-snowboards-overview | https://blauerboardshop.com/blogs/snowboarding/2025-burton-snowboards-overview
burton--mystery-fish,burton,Burton,Mystery Fish,2019,introduced,2019,last_year = last model year seen in sources consulted; may have run longer.,powder,,Fish,likely,,https://www.snowboard-review.com/snowboard_reviews/c/burton/2019/
burton--paramount,burton,Burton,Paramount,2019,introduced,2021,last_year = last model year seen in sources consulted; may have run longer.,freestyle,,,verified,,https://www.snowboard-review.com/snowboard_reviews/c/burton/2019/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2021/
burton--process-smalls,burton,Burton,Process Smalls,2019,introduced,2023,last_year = last model year seen in sources consulted; may have run longer.,kids,,Process,verified,,https://www.snowboard-review.com/snowboard_reviews/c/burton/2019/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2021/ | https://snowboardingprofiles.com/2023-burton-snowboards-overview
burton--role-model,burton,Burton,Role Model,2019,introduced,2020,last_year = last model year seen in sources consulted; may have run longer.,freestyle,,Family Tree,verified,,https://www.snowboard-review.com/snowboard_reviews/c/burton/2019/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2020/
burton--speed-date,burton,Burton,Speed Date,2019,introduced,2019,last_year = last model year seen in sources consulted; may have run longer.,powder,,Family Tree,likely,,https://www.snowboard-review.com/snowboard_reviews/c/burton/2019/
burton--stick-shift,burton,Burton,Stick Shift,2019,introduced,2020,last_year = last model year seen in sources consulted; may have run longer.,powder,,Family Tree,verified,,https://www.snowboard-review.com/snowboard_reviews/c/burton/2019/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2020/
burton--stun-gun,burton,Burton,Stun Gun,2019,introduced,2019,last_year = last model year seen in sources consulted; may have run longer.,freeride,,Family Tree,likely,,https://www.snowboard-review.com/snowboard_reviews/c/burton/2019/
burton--stylus,burton,Burton,Stylus,2019,introduced,2025,last_year = last model year seen in sources consulted; may have run longer.,all-mountain,,,verified,Women's beginner board.,https://www.snowboard-review.com/snowboard_reviews/c/burton/2019/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2021/ | https://snowboardingprofiles.com/2023-burton-snowboards-overview | https://blauerboardshop.com/blogs/snowboarding/2025-burton-snowboards-overview
burton--trick-pilot,burton,Burton,Trick Pilot,2019,introduced,2019,last_year = last model year seen in sources consulted; may have run longer.,freestyle,,Family Tree,likely,,https://www.snowboard-review.com/snowboard_reviews/c/burton/2019/
burton--yeasayer,burton,Burton,Yeasayer,2019,introduced,,Listed on burton.com as of Sept 2026 (current line).,all-mountain,,,verified,"Women's all-mountain-freestyle; Yeasayer Flying V, Yeasayer Smalls.",https://www.snowboard-review.com/snowboard_reviews/c/burton/2019/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2021/ | https://snowboardingprofiles.com/2023-burton-snowboards-overview | https://blauerboardshop.com/blogs/snowboarding/2025-burton-snowboards-overview | https://www.burton.com/en-us/collections/snowboards
burton--backseat-driver,burton,Burton,Backseat Driver,2020,introduced,2024,last_year = last model year seen in sources consulted; may have run longer.,powder,,Family Tree,verified,,https://www.snowboard-review.com/snowboard_reviews/c/burton/2020/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2021/ | https://steepdb.com/b/burton/
burton--hometown-hero,burton,Burton,Hometown Hero,2020,introduced,,Listed on burton.com as of Sept 2026 (current line).,freeride,,Family Tree,verified,"Directional camber freeride; Hometown Hero Split, X Split, Smalls; Mystery Hometown Hero (2024).",https://www.snowboard-review.com/snowboard_reviews/c/burton/2020/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2021/ | https://snowboardingprofiles.com/2023-burton-snowboards-overview | https://blauerboardshop.com/blogs/snowboarding/2025-burton-snowboards-overview | https://www.burton.com/en-us/collections/snowboards
burton--leader-board,burton,Burton,Leader Board,2020,introduced,2020,last_year = last model year seen in sources consulted; may have run longer.,freeride,,Family Tree,likely,,https://www.snowboard-review.com/snowboard_reviews/c/burton/2020/
burton--moon-buggy,burton,Burton,Moon Buggy,2020,introduced,2020,last_year = last model year seen in sources consulted; may have run longer.,powder,,Family Tree,likely,,https://www.snowboard-review.com/snowboard_reviews/c/burton/2020/
burton--one-hitter,burton,Burton,One Hitter,2020,introduced,2020,last_year = last model year seen in sources consulted; may have run longer.,powder,,Family Tree,likely,,https://www.snowboard-review.com/snowboard_reviews/c/burton/2020/
burton--big-gulp,burton,Burton,Big Gulp,2021,introduced,2021,last_year = last model year seen in sources consulted; may have run longer.,powder,,Family Tree,likely,,https://www.snowboard-review.com/snowboard_reviews/c/burton/2021/
burton--pow-wrench,burton,Burton,Pow Wrench,2021,introduced,2024,last_year = last model year seen in sources consulted; may have run longer.,powder,,Family Tree,verified,Pow Wrench Split.,https://www.snowboard-review.com/snowboard_reviews/c/burton/2021/ | https://snowboardingprofiles.com/2023-burton-snowboards-overview | https://steepdb.com/b/burton/
burton--sensei,burton,Burton,Sensei,2021,introduced,2021,last_year = last model year seen in sources consulted; may have run longer.,freeride,,Family Tree,likely,,https://www.snowboard-review.com/snowboard_reviews/c/burton/2021/
