id,external_ref,name,series_id,year,start_date,end_date,event_type,description,community_status,catalog_status,catalog_status_note,date_precision,venue_name,city,country,disciplines,sources,confidence
mt-baker-legendary-banked-slalom--2000,mt-baker-legendary-banked-slalom--2000,2000 Legendary Banked Slalom,mt-baker-legendary-banked-slalom,2000,2000,,contest,,verified,held,,year,Mt. Baker Ski Area,"Deming, Washington",USA,"{""banked-slalom""}","{""https://lbs.mtbaker.us/results/honor-roll/""}",verified
mt-baker-legendary-banked-slalom--2001,mt-baker-legendary-banked-slalom--2001,2001 Legendary Banked Slalom,mt-baker-legendary-banked-slalom,2001,2001,,contest,,verified,held,,year,Mt. Baker Ski Area,"Deming, Washington",USA,"{""banked-slalom""}","{""https://lbs.mtbaker.us/results/honor-roll/""}",verified
mt-baker-legendary-banked-slalom--2002,mt-baker-legendary-banked-slalom--2002,2002 Legendary Banked Slalom,mt-baker-legendary-banked-slalom,2002,2002,,contest,,verified,held,,year,Mt. Baker Ski Area,"Deming, Washington",USA,"{""banked-slalom""}","{""https://lbs.mtbaker.us/results/honor-roll/""}",verified
mt-baker-legendary-banked-slalom--2003,mt-baker-legendary-banked-slalom--2003,2003 Legendary Banked Slalom,mt-baker-legendary-banked-slalom,2003,2003,,contest,,verified,held,,year,Mt. Baker Ski Area,"Deming, Washington",USA,"{""banked-slalom""}","{""https://lbs.mtbaker.us/results/honor-roll/""}",verified
mt-baker-legendary-banked-slalom--2004,mt-baker-legendary-banked-slalom--2004,2004 Legendary Banked Slalom,mt-baker-legendary-banked-slalom,2004,2004,,contest,,verified,held,,year,Mt. Baker Ski Area,"Deming, Washington",USA,"{""banked-slalom""}","{""https://lbs.mtbaker.us/results/honor-roll/""}",verified
mt-baker-legendary-banked-slalom--2005,mt-baker-legendary-banked-slalom--2005,2005 Legendary Banked Slalom,mt-baker-legendary-banked-slalom,2005,2005,,contest,Listed by Cascadia Daily News and Wikipedia among the years the race did not run; the organiser's Honor Roll has no 2005 entries. Local Freshies notes the 2005 cancellation was followed by a season of roughly 800 inches of snowfall.,verified,cancelled,Cancelled for poor snow conditions.,year,Mt. Baker Ski Area,"Deming, Washington",USA,"{""banked-slalom""}","{""http://www.cascadiadaily.com/2024/feb/01/mt-baker-ski-area-cancels-annual-slalom-race/"",""https://en.wikipedia.org/wiki/Mt._Baker_Legendary_Banked_Slalom"",""https://lbs.mtbaker.us/results/honor-roll/"",""https://localfreshies.com/mt-baker-cancelled-2024/""}",verified
mt-baker-legendary-banked-slalom--2007,mt-baker-legendary-banked-slalom--2007,2007 Legendary Banked Slalom,mt-baker-legendary-banked-slalom,2007,2007,,contest,,verified,held,,year,Mt. Baker Ski Area,"Deming, Washington",USA,"{""banked-slalom""}","{""https://lbs.mtbaker.us/results/honor-roll/""}",verified
mt-baker-legendary-banked-slalom--2013,mt-baker-legendary-banked-slalom--2013,2013 Legendary Banked Slalom,mt-baker-legendary-banked-slalom,2013,2013,,contest,"[v0.3 archive: LBS homepage announced February 8-9-10, 2013.] [v0.3 archive: LBS homepage announced February 8-9-10, 2013.]",verified,held,"[v0.3 QA: the dates previously recorded here were unsupported. The cited capture is the October 2012 homepage, which still advertises the 2012 dates, and it in fact resolves to a July 2012 capture. No archived page states the 2013 dates. Nulled rather than guessed.]",year,Mt. Baker Ski Area,"Deming, Washington",USA,"{""banked-slalom""}","{""https://lbs.mtbaker.us/results/honor-roll/"",""https://web.archive.org/web/20121013223123/http://lbs.mtbaker.us/""}",verified
mt-baker-legendary-banked-slalom--2015,mt-baker-legendary-banked-slalom--2015,2015 Legendary Banked Slalom,mt-baker-legendary-banked-slalom,2015,2015,,contest,"Intended as the 30th Legendary Banked Slalom. The 30th ran instead in February 2016. A substitute ""29½ Banked Slalom"" (one Saturday qualifying run, two Sunday finals runs) was announced for 21-22 March 2015 and cancelled on 18 March 2015.",verified,cancelled,"The 30th Legendary Banked Slalom, scheduled for 2015, was postponed to 18-21 February 2016 for lack of snow. The organisers announced a scaled-down two-day substitute, the ""29½ Banked Slalom"", for 21-22 March 2015, and then cancelled that too in a 18 March update.",year,Mt. Baker Ski Area,"Deming, Washington",USA,"{""banked-slalom""}","{""https://www.mountbakerexperience.com/stories/30-years-of-the-legendary-banked-slalom,339"",""http://www.cascadiadaily.com/2024/feb/01/mt-baker-ski-area-cancels-annual-slalom-race/"",""https://en.wikipedia.org/wiki/Mt._Baker_Legendary_Banked_Slalom"",""https://lbs.mtbaker.us/results/honor-roll/"",""https://web.archive.org/web/20150302043807/http://lbs.mtbaker.us/"",""https://web.archive.org/web/20150510124822/http://lbs.mtbaker.us/""}",verified
mt-baker-legendary-banked-slalom--2021,mt-baker-legendary-banked-slalom--2021,2021 Legendary Banked Slalom,mt-baker-legendary-banked-slalom,2021,2021,,contest,"[v0.3 archive: Archive shows the 2021 dates were published (Feb 5-6-7, 2021) before the postponement notice replaced them.]",verified,cancelled,"The 35th Legendary Banked Slalom was scheduled for 5-6-7 February 2021 and then postponed to 2022 because of COVID-19; the organisers' word was ""postponed"", not cancelled.",year,Mt. Baker Ski Area,"Deming, Washington",USA,"{""banked-slalom""}","{""http://www.cascadiadaily.com/2024/feb/01/mt-baker-ski-area-cancels-annual-slalom-race/"",""https://en.wikipedia.org/wiki/Mt._Baker_Legendary_Banked_Slalom"",""https://lbs.mtbaker.us/results/honor-roll/"",""https://web.archive.org/web/20200812142030/http://lbs.mtbaker.us/"",""https://web.archive.org/web/20201026121157/http://lbs.mtbaker.us/""}",verified
mt-baker-legendary-banked-slalom--2022,mt-baker-legendary-banked-slalom--2022,2022 Legendary Banked Slalom,mt-baker-legendary-banked-slalom,2022,2022,,contest,"Cascadia Daily News describes a two-year COVID hiatus, with the race returning in 2023. [v0.3 archive: Archive shows the 2022 dates were published (Feb 11-12-13, 2022) before the ""POSTPONED TO 2023"" notice replaced them.]",verified,cancelled,"The 35th Legendary Banked Slalom was rescheduled to 11-12-13 February 2022 and then postponed again, to 2023.",year,Mt. Baker Ski Area,"Deming, Washington",USA,"{""banked-slalom""}","{""http://www.cascadiadaily.com/2024/feb/01/mt-baker-ski-area-cancels-annual-slalom-race/"",""http://www.cascadiadaily.com/2023/feb/06/35th-legendary-banked-slalom-returns-to-mount-baker/"",""https://lbs.mtbaker.us/results/honor-roll/"",""https://web.archive.org/web/20211127044020/http://lbs.mtbaker.us/"",""https://web.archive.org/web/20220119064711/http://lbs.mtbaker.us/""}",verified
national-collegiate-snowboarding-championships--1989,national-collegiate-snowboarding-championships--1989,1989 National Collegiate Championships,national-collegiate-snowboarding-championships,1989,1989-12,1989-12,contest,"December 1989, so it belongs to the 1989-90 season. Single source; no format or podium found.",unverified,held,,month,Stratton Mountain,Stratton,USA,{},"{""https://www.snowboarder.com/news/snowboard-history-timeline-part-21980s""}",likely
national-snurfing-championships--1974,national-snurfing-championships--1974,1974 National Snurfing Championships,national-snurfing-championships,1974,1974,,contest,,unverified,held,,year,"Blockhouse Hill, Muskegon State Park",Muskegon,USA,"{""other""}","{""https://www.michigansnowboardmuseum.com/michigan-snowboarding-history-timeline.html""}",likely
national-snurfing-championships--1975,national-snurfing-championships--1975,1975 National Snurfing Championships,national-snurfing-championships,1975,1975,,contest,,unverified,cancelled,Cancelled for lack of snow (Michigan Snowboard Museum timeline).,year,"Blockhouse Hill, Muskegon State Park",Muskegon,USA,"{""other""}","{""https://www.michigansnowboardmuseum.com/michigan-snowboarding-history-timeline.html""}",likely
national-snurfing-championships--1976,national-snurfing-championships--1976,1976 National Snurfing Championships,national-snurfing-championships,1976,1976,,contest,Schlitz beer logo added to the competition bibs this year.,unverified,held,,year,"Blockhouse Hill, Muskegon State Park",Muskegon,USA,"{""other""}","{""https://www.michigansnowboardmuseum.com/michigan-snowboarding-history-timeline.html""}",likely
national-snurfing-championships--1977,national-snurfing-championships--1977,1977 National Snurfing Championships,national-snurfing-championships,1977,1977,,contest,,unverified,held,,year,"Blockhouse Hill, Muskegon State Park",Muskegon,USA,"{""other""}","{""https://www.michigansnowboardmuseum.com/michigan-snowboarding-history-timeline.html""}",likely
national-snurfing-championships--1978,national-snurfing-championships--1978,1978 National Snurfing Championships,national-snurfing-championships,1978,1978,,contest,"JEM Corp became an official sponsor and put up $1,000 in cash prizes; first place paid $400. Described by the museum as possibly the first paid snowboard/snurf event.",unverified,held,,year,"Blockhouse Hill, Muskegon State Park",Muskegon,USA,"{""other""}","{""https://www.michigansnowboardmuseum.com/michigan-snowboarding-history-timeline.html""}",likely
national-snurfing-championships--1979,national-snurfing-championships--1979,1979 National Snurfing Championships,national-snurfing-championships,1979,1979,,contest,Michigan Snowboard Museum gives Blockhouse Hill as the venue and calls 1979 the final year there. Wikipedia's snowboarding article places the 1979 National Snurfing Championship at Muskegon State Park; other secondary accounts place a 1979 'World Snurfing Championship' at Pando near Grand Rapids. Jake Burton Carpenter entered with his own bindinged board and a separate open/modified division was created for him.,unverified,held,,year,"Blockhouse Hill, Muskegon State Park",Muskegon,USA,"{""other""}","{""https://www.michigansnowboardmuseum.com/michigan-snowboarding-history-timeline.html"",""https://en.wikipedia.org/wiki/Snowboarding""}",likely
national-snurfing-championships--1980,national-snurfing-championships--1980,1980 National Snurfing Championships,national-snurfing-championships,1980,1980,,contest,Series moved from Blockhouse Hill to Pando. 600-foot run; a slalom event was added alongside the downhill.,unverified,held,,year,Pando Ski Hill,Rockford,USA,"{""downhill"",""slalom""}","{""https://www.michigansnowboardmuseum.com/michigan-snowboarding-history-timeline.html""}",likely
national-snurfing-championships--1981,national-snurfing-championships--1981,1981 National Snurfing Championships,national-snurfing-championships,1981,1981,,contest,Michigan Snowboard Museum names the 1981 winners but does not name the venue.,unverified,held,,year,,,USA,"{""downhill"",""slalom""}","{""https://www.michigansnowboardmuseum.com/michigan-snowboarding-history-timeline.html""}",likely
national-snurfing-championships--1983,national-snurfing-championships--1983,1983 National Snurfing Championships,national-snurfing-championships,1983,1983,,contest,,unverified,cancelled,Cancelled for lack of snow (Michigan Snowboard Museum timeline).,year,,,USA,"{""other""}","{""https://www.michigansnowboardmuseum.com/michigan-snowboarding-history-timeline.html""}",likely
national-snurfing-championships--1984,national-snurfing-championships--1984,1984 National Snurfing Championships,national-snurfing-championships,1984,1984,,contest,Museum timeline says the national snurfing championships ended after this period as snowboard technology outran the Snurfer; no edition is recorded for 1985.,unverified,held,,year,Pando Ski Area,Rockford,USA,"{""other""}","{""https://www.michigansnowboardmuseum.com/michigan-snowboarding-history-timeline.html""}",likely
neil-edgeworth-memorial-banked-slalom--2019,neil-edgeworth-memorial-banked-slalom--2019,22nd Neil Edgeworth Memorial Banked Slalom,neil-edgeworth-memorial-banked-slalom,2019,2019,,contest,BC Snowboard's 2019 results index links a finals results PDF for the 22nd NEBS. Podiums not yet harvested.,verified,held,,year,Big White Ski Resort,Kelowna,Canada,"{""banked-slalom""}","{""https://www.bcsnowboard.com/2019-results/"",""https://www.bcsnowboard.com/wp-content/uploads/Finals-Results.NEBS-2019-2.pdf""}",verified
neil-edgeworth-memorial-banked-slalom--2024,neil-edgeworth-memorial-banked-slalom--2024,25th Neil Edgeworth Memorial Banked Slalom,neil-edgeworth-memorial-banked-slalom,2024,2024,,contest,"25th anniversary edition, organised with BC Snowboard. Dates not given in the source (article posted 1 April 2024).",unverified,held,,year,"TELUS Park, Big White Ski Resort",Kelowna,Canada,"{""banked-slalom""}","{""https://www.bigwhite.com/explore-big-white/blog/telus-park/25-years-nebs""}",likely
nescafe-champs-leysin--2010,nescafe-champs-leysin--2010,Nescafe Open Champs 2010,nescafe-champs-leysin,2010,2010,,contest,"Swatch TTR 4-Star halfpipe. The contest returned to Leysin after three seasons in Valais, with Nescafe back as title sponsor after previously backing it from 1994 to 2006. Return to Leysin after three seasons in Valais, and the return of Nescafé as title sponsor (a partner from 1994 to 2006). Announced as a Swatch TTR 4Star halfpipe competition. Exact dates not stated in the article I opened.",unverified,held,,year,Leysin,Leysin,Switzerland,"{""halfpipe""}","{""https://www.worldsnowboardfederation.org/nescafe-open-champs-in-leysin-2010-the-oldest-european-snowboard-event/""}",likely
nescafe-champs-leysin--2011,nescafe-champs-leysin--2011,20th NESCAFE Champs,nescafe-champs-leysin,2011,2011,,contest,"20th anniversary edition. Swatch TTR 4-Star, USD 50,000 prize purse and 850 TTR world ranking points to the winners. Slopestyle course combined kickers, a halfpipe and a wallride; warm spring-like conditions across the region but the course held up. The World Snowboard Guide report is dated 12 February 2011; exact competition dates were not given. Billed as the 20th anniversary of the Nescafé Champs Leysin and as the oldest snowboard event in Europe. Slopestyle course combining kickers, a halfpipe and a wallride. Winners took USD 50,000 and 850 Swatch TTR world ranking points, which corresponds to a 5Star rating.",unverified,held,,year,Leysin,Leysin,Switzerland,"{""slopestyle""}","{""https://www.worldsnowboardguide.com/news/cilka-sadar---lucien-koch-win-2011-champ-in-leysin.html""}",likely
north-american-snowboarding-championships--1987,north-american-snowboarding-championships--1987,1987 North American Championships,north-american-snowboarding-championships,1987,1987,,contest,"Covered in the debut issue of TransWorld SNOWboarding (fall 1987) as the 'North American Championships in Banff, Canada'. No venue, dates, format or podium given.",unverified,held,,year,,Banff,Canada,{},"{""https://www.snowboarder.com/transworld-snowboarding-archive/three-decades-transworld-snowboarding-part-1-1987-1996""}",likely
norwegian-snowboard-championships--2011,norwegian-snowboard-championships--2011,Norwegian Snowboard Championships 2011,norwegian-snowboard-championships,2011,2011-03,,contest,"Halfpipe at Oslo Vinterpark on 27 March 2011; boardercross, big air and slopestyle at Trysil. Rated 3-Star TTR. Fields spanned ages 12 to 37. Silje Norendal, then 17, took two golds, two silvers and the King's Cup.",unverified,held,,month,Oslo Vinterpark and Trysil,Oslo and Trysil,Norway,"{""halfpipe"",""boardercross"",""big-air"",""slopestyle""}","{""https://www.worldsnowboardfederation.org/the-3star-ttr-norwegian-championships/""}",likely
oneill-evolution--2006,oneill-evolution--2006,O'Neill Evolution 2006,oneill-evolution,2006,2006,,contest,Launch year. Inferred from World Snowboard Guide's statement that the event ran for eight years from its 2006 launch and had no 2014 edition; no per-year source opened for this edition.,unverified,held,,year,Davos,Davos,Switzerland,{},"{""https://www.worldsnowboardguide.com/news/no-o-neill-evolution-in-davos-this-season.html""}",likely
oneill-evolution--2007,oneill-evolution--2007,O'Neill Evolution 2007,oneill-evolution,2007,2007,,contest,Inferred from World Snowboard Guide's 'eight years since its 2006 launch'; no per-year source opened.,unverified,held,,year,Davos,Davos,Switzerland,{},"{""https://www.worldsnowboardguide.com/news/no-o-neill-evolution-in-davos-this-season.html""}",likely
oneill-evolution--2008,oneill-evolution--2008,O'Neill Evolution 2008,oneill-evolution,2008,2008,,contest,Inferred from World Snowboard Guide's 'eight years since its 2006 launch'; no per-year source opened.,unverified,held,,year,Davos,Davos,Switzerland,{},"{""https://www.worldsnowboardguide.com/news/no-o-neill-evolution-in-davos-this-season.html""}",likely
oneill-evolution--2009,oneill-evolution--2009,O'Neill Evolution 2009,oneill-evolution,2009,2009,,contest,Inferred from World Snowboard Guide's 'eight years since its 2006 launch'; no per-year source opened. A worldsnowboarding.org event page for O'Neill Evolution 2009 exists in search indexes but now returns 404.,unverified,held,,year,Davos,Davos,Switzerland,{},"{""https://www.worldsnowboardguide.com/news/no-o-neill-evolution-in-davos-this-season.html""}",likely
oneill-evolution--2012,oneill-evolution--2012,O'Neill Evolution 2012,oneill-evolution,2012,2012,,contest,Referenced by Whitelines alongside the 2013 edition; exact dates not found in a source I opened.,unverified,held,,year,Davos,Davos,Switzerland,{},"{""https://whitelines.com/events/oneill-evolution"",""https://www.worldsnowboardguide.com/news/no-o-neill-evolution-in-davos-this-season.html""}",likely
oneill-evolution--2014,oneill-evolution--2014,O'Neill Evolution 2014,oneill-evolution,2014,2014,,contest,Recorded as a not-held year rather than an edition.,verified,cancelled,No event held. O'Neill marketing director Claudio Curiger said the brand was working on a new strategy and that major events were 'no longer an issue for the time being'. O'Neill kept other Davos commitments such as park sponsorship and its flagship store.,year,Davos,Davos,Switzerland,{},"{""https://www.worldsnowboardguide.com/news/no-o-neill-evolution-in-davos-this-season.html""}",verified
op-pro-snowboarding--1989,op-pro-snowboarding--1989,1989 OP Pro of Snowboarding,op-pro-snowboarding,1989,1989,,contest,"Single-source (Snowboarder/TransWorld 1980s timeline: 'OP Pro of Snowboarding held at June Mountain, California'). No dates, no podium. Disciplines inferred from Craig Kelly's published career timeline, which lists halfpipe and giant slalom results at a 1989 OP Pro - a rider biography, so not used for placings.",unverified,held,,year,June Mountain,June Lake,USA,"{""halfpipe"",""giant-slalom""}","{""https://www.snowboarder.com/news/snowboard-history-timeline-part-21980s""}",likely
op-wintersurf--1991,op-wintersurf--1991,1991 OP Wintersurf,op-wintersurf,1991,1991-02,1991-02,contest,"February 1991. Won by professional surfer Gary Elkerton, which the magazine used to make the point that surfing is harder to pick up than snowboarding. Single source.",unverified,held,,month,Huntington Beach and Bear Mountain,,USA,"{""other""}","{""https://www.snowboarder.com/news/snowboard-history-timeline-part-31990s""}",likely
pacwest-banked-slalom--2022,pacwest-banked-slalom--2022,1st PacWest Banked Slalom,pacwest-banked-slalom,2022,2022,,contest,"Inaugural edition, created and organised by Marcel Dolak with Karter Riach, Olivia Cayley and volunteer diggers. Exact dates not given in the sources found.",unverified,held,,year,"Summit East, The Summit at Snoqualmie","Snoqualmie Pass, Washington",USA,"{""banked-slalom""}","{""https://thesnowboardersjournal.com/blogs/exclusives/pacwest-banked-slalom-2022"",""https://www.summitatsnoqualmie.com/events/pacwest-banked-slalom""}",likely
pacwest-banked-slalom--2024,pacwest-banked-slalom--2024,2024 PacWest Banked Slalom,pacwest-banked-slalom,2024,2024,,contest,290 riders in attendance. Exact dates not given in the source.,unverified,held,,year,"Summit East, The Summit at Snoqualmie","Snoqualmie Pass, Washington",USA,"{""banked-slalom""}","{""https://thesnowboardersjournal.com/blogs/exclusives/pacwest-banked-slalom-2024""}",likely
roxy-chicken-jam--2008,roxy-chicken-jam--2008,Roxy Chicken Jam US 2008,roxy-chicken-jam,2008,2008,,contest,"Wikipedia records a projected purse of over USD 150,000 for the 2008 US event, one of the largest in women's snowboarding at the time. Exact dates not given.",unverified,held,,year,Park City Mountain Resort,Park City,United States,{},"{""https://en.wikipedia.org/wiki/Chicken_Jam""}",likely
shakedown-snowboard-games--2011,shakedown-snowboard-games--2011,2011 Ride Shakedown,shakedown-snowboard-games,2011,2011,,contest,"Series ran stops in Germany, the USA and Canada this year; Canadian dates not given in the source. SnowboardQuebec records Sebastien Toutant winning a third time.",unverified,held,,year,Mont Saint-Sauveur,Saint-Sauveur,Canada,"{""slopestyle"",""big-air"",""jib""}","{""https://en.wikipedia.org/wiki/Shakedown_(Snowboard_Games)"",""https://www.snowboardquebec.com/histoire/""}",likely
snoboard-shop-north-american-championships--1985,snoboard-shop-north-american-championships--1985,1985 Snoboard Shop North American Snowboarding Championships (first edition),snoboard-shop-north-american-championships,1985,1985,,contest,"SnowboardQuebec's history page states Ken Achenbach's Snoboard Shop launched the North American Snowboarding Championships in Alberta in 1985 with a $20,000 purse, calling it the first snowboard event held in Canada, and says the series ended in 1988. Venue for 1985 is unconfirmed: the 1987 edition is sourced to Sunshine Village and later accounts describe an annual May long weekend contest there, but the one source naming a 1985 result places the event 'in Calgary'.",unverified,held,,year,,,Canada,"{""other""}","{""https://www.snowboardquebec.com/histoire/"",""https://snowboarding8090.com/history/"",""https://kootenaymountainculture.com/meet-the-men-who-brought-snowboarding-to-canada/""}",likely
snoboard-shop-north-american-championships--1987,snoboard-shop-north-american-championships--1987,1987 Snoboard Shop North American Championships,snoboard-shop-north-american-championships,1987,1987-05,1987-05,contest,"Held on the May long weekend with a $20,000 purse. A photograph of Dave Achenbach from this event ran on the cover of the first issue of TransWorld Snowboarding. Exact dates and the disciplines run were not sourced.",unverified,held,,month,Sunshine Village,Banff,Canada,"{""other""}","{""https://kootenaymountainculture.com/meet-the-men-who-brought-snowboarding-to-canada/""}",likely
snoboard-shop-north-american-championships--1988,snoboard-shop-north-american-championships--1988,1988 Snoboard Shop North American Snowboarding Championships,snoboard-shop-north-american-championships,1988,1988,,contest,Norquay's own history says hosting the event put the resort on the cover of TransWorld Snowboarding. SnowboardQuebec's history records 1988 as the final year of the series.,unverified,held,Venue changed: Sunshine Village withdrew from hosting mid-season and Mt Norquay took the event on.,year,Mt Norquay,Banff,Canada,"{""other""}","{""https://banffnorquay.com/blog/lift-lines-humans-of-norquay-a-hill-makes-space-for-snowboarding/"",""https://www.snowboardquebec.com/histoire/""}",likely
snowboard-world-cup-pre-fis--1991,snowboard-world-cup-pre-fis--1991,1991 Victoria World Cup Japan,snowboard-world-cup-pre-fis,1991,1991,,contest,"Snowboarder/TransWorld 1990s timeline: the Victoria World Cup Japan at Rusutsu, with over one million dollars spent, was 'the richest contest so far'. No dates, format or podium given. This is a single tour stop, not a full season row.",unverified,held,,year,Rusutsu Resort,Rusutsu,Japan,{},"{""https://www.snowboarder.com/news/snowboard-history-timeline-part-31990s""}",likely
the-arctic-challenge--1999,the-arctic-challenge--1999,The Arctic Challenge 1999 (pilot),the-arctic-challenge,1999,1999,,contest,"Pilot project: Terje Haakonsen, Daniel Franck and Oakley invited 12 riders to Norway to test the concept. Halfpipe in Trysil, surfing and freeriding in Lofoten. Terje later described 2014 as '15 years since we did the pilot event'.",verified,held,,year,Trysil and Lofoten,,Norway,"{""halfpipe"",""freeride"",""other""}","{""https://www.the-house.com/portal/the-history-of-the-oakley-arctic-challenge/"",""https://whitelines.com/archive/news/terje-haakonsen-releases-new-statement-on-the-arctic-challenge.html""}",verified
the-arctic-challenge--2000,the-arctic-challenge--2000,The Arctic Challenge 2000,the-arctic-challenge,2000,2000,,contest,"First full competition: halfpipe, quarterpipe, surf, skate and freeride.",verified,held,,year,Lofoten,,Norway,"{""halfpipe"",""quarterpipe"",""freeride"",""other""}","{""https://www.the-house.com/portal/the-history-of-the-oakley-arctic-challenge/""}",verified
the-arctic-challenge--2001,the-arctic-challenge--2001,The Arctic Challenge 2001,the-arctic-challenge,2001,2001,,contest,"Moved south because of weather: halfpipe at Hemsedal, quarterpipe at Holmenkollen in Oslo. Heikki Sorsa set a 9.3 m quarterpipe air record at this event.",verified,held,,year,Hemsedal and Holmenkollen,,Norway,"{""halfpipe"",""quarterpipe""}","{""https://www.the-house.com/portal/the-history-of-the-oakley-arctic-challenge/"",""https://en.wikipedia.org/wiki/Arctic_Challenge""}",verified
the-arctic-challenge--2002,the-arctic-challenge--2002,The Arctic Challenge 2002,the-arctic-challenge,2002,2002,,contest,,verified,cancelled,Cancelled after the sports marketing firm Sportsworld went bankrupt; Terje Haakonsen personally took on the financial obligations.,year,,,Norway,{},"{""https://www.the-house.com/portal/the-history-of-the-oakley-arctic-challenge/""}",verified
the-arctic-challenge--2003,the-arctic-challenge--2003,The Arctic Challenge 2003,the-arctic-challenge,2003,2003,,contest,,verified,held,,year,Trysil,Trysil,Norway,"{""halfpipe"",""quarterpipe"",""slopestyle""}","{""https://www.the-house.com/portal/the-history-of-the-oakley-arctic-challenge/""}",verified
the-arctic-challenge--2004,the-arctic-challenge--2004,The Arctic Challenge 2004,the-arctic-challenge,2004,2004,,contest,Halfpipe and quarterpipe plus a music and lifestyle programme.,verified,held,,year,,Tromsø,Norway,"{""halfpipe"",""quarterpipe""}","{""https://www.the-house.com/portal/the-history-of-the-oakley-arctic-challenge/""}",verified
the-arctic-challenge--2006,the-arctic-challenge--2006,The Arctic Challenge 2006,the-arctic-challenge,2006,2006,,contest,First edition in Oslo.,verified,held,Major weather delays; scaffolding had to be replaced before the event.,year,,Oslo,Norway,{},"{""https://www.the-house.com/portal/the-history-of-the-oakley-arctic-challenge/""}",verified
the-arctic-challenge--2008,the-arctic-challenge--2008,Oakley Arctic Challenge 2008,the-arctic-challenge,2008,2008,,contest,"About 7,000 spectators in good weather.",verified,held,,year,Holmenkollen,Oslo,Norway,{},"{""https://www.the-house.com/portal/the-history-of-the-oakley-arctic-challenge/""}",verified
the-arctic-challenge--2013,the-arctic-challenge--2013,The Arctic Challenge 2013,the-arctic-challenge,2013,2013,2013-03-09,contest,"Main snowboard event on 9 March 2013, with a halfpipe competition (snowboard and freestyle ski) five days earlier; the volunteer call covered 6-13 March. Start date not stated explicitly.",unverified,held,,year,Tryvann vinterpark,Oslo,Norway,"{""halfpipe""}","{""https://www.worldsnowboardfederation.org/wanted-helping-hands-for-the-arctic-challenge/""}",likely
toyota-big-air--1997,toyota-big-air--1997,1st Toyota Big Air,toyota-big-air,1997,1997,,contest,Inaugural edition. Editions were normally held around 11 February.,verified,held,,year,Makomanai Open Stadium,Sapporo,Japan,"{""big-air""}","{""https://ja.wikipedia.org/wiki/TOYOTA_BIG_AIR"",""https://en.wikipedia.org/wiki/Toyota_Big_Air""}",verified
toyota-big-air--1998,toyota-big-air--1998,2nd Toyota Big Air,toyota-big-air,1998,1998,,contest,,verified,held,,year,Makomanai Open Stadium,Sapporo,Japan,"{""big-air""}","{""https://ja.wikipedia.org/wiki/TOYOTA_BIG_AIR""}",verified
toyota-big-air--1999,toyota-big-air--1999,3rd Toyota Big Air,toyota-big-air,1999,1999,,contest,,verified,held,,year,Makomanai Open Stadium,Sapporo,Japan,"{""big-air""}","{""https://ja.wikipedia.org/wiki/TOYOTA_BIG_AIR""}",verified
toyota-big-air--2000,toyota-big-air--2000,4th Toyota Big Air,toyota-big-air,2000,2000,,contest,,verified,held,,year,Makomanai Open Stadium,Sapporo,Japan,"{""big-air""}","{""https://ja.wikipedia.org/wiki/TOYOTA_BIG_AIR""}",verified
toyota-big-air--2001,toyota-big-air--2001,5th Toyota Big Air,toyota-big-air,2001,2001,,contest,,verified,held,,year,Makomanai Open Stadium,Sapporo,Japan,"{""big-air""}","{""https://ja.wikipedia.org/wiki/TOYOTA_BIG_AIR""}",verified
toyota-big-air--2002,toyota-big-air--2002,6th Toyota Big Air,toyota-big-air,2002,2002,,contest,Olympic year; the Japanese Wikipedia notes that in Olympic years the date shifted to late January or late February.,verified,held,,year,Makomanai Open Stadium,Sapporo,Japan,"{""big-air""}","{""https://ja.wikipedia.org/wiki/TOYOTA_BIG_AIR""}",verified
toyota-big-air--2003,toyota-big-air--2003,7th Toyota Big Air,toyota-big-air,2003,2003,,contest,,verified,held,,year,Makomanai Open Stadium,Sapporo,Japan,"{""big-air""}","{""https://ja.wikipedia.org/wiki/TOYOTA_BIG_AIR""}",verified
toyota-big-air--2004,toyota-big-air--2004,8th Toyota Big Air,toyota-big-air,2004,2004,,contest,,verified,held,,year,Makomanai Open Stadium,Sapporo,Japan,"{""big-air""}","{""https://ja.wikipedia.org/wiki/TOYOTA_BIG_AIR""}",verified
toyota-big-air--2005,toyota-big-air--2005,9th Toyota Big Air,toyota-big-air,2005,2005,,contest,,verified,held,,year,Makomanai Open Stadium,Sapporo,Japan,"{""big-air""}","{""https://ja.wikipedia.org/wiki/TOYOTA_BIG_AIR""}",verified
toyota-big-air--2006,toyota-big-air--2006,10th Toyota Big Air,toyota-big-air,2006,2006,,contest,Olympic year.,verified,held,,year,Makomanai Open Stadium,Sapporo,Japan,"{""big-air""}","{""https://ja.wikipedia.org/wiki/TOYOTA_BIG_AIR""}",verified
toyota-big-air--2007,toyota-big-air--2007,11th Toyota Big Air,toyota-big-air,2007,2007,,contest,The Makomanai open-air stadium carried the Sekisui Heim naming rights from 2007.,verified,held,,year,Makomanai Sekisui Heim Stadium,Sapporo,Japan,"{""big-air""}","{""https://ja.wikipedia.org/wiki/TOYOTA_BIG_AIR""}",verified
